,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X002271.SZ,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601991.SH,X601699.SH,X600803.SH,X000983.SZ,X000629.SZ,X000408.SZ,X000786.SZ,X600160.SH,X000723.SZ,X600219.SH,X002080.SZ,X000807.SZ,X600348.SH,X600096.SH,X000933.SZ,X600489.SH,X600995.SH,X600378.SH,X600688.SH,X600157.SH,X600985.SH,X000831.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.602959283010221,0,0,0,0,0,0,0,0.214080584770599,0,0,0,0,0,0,0,0,0.0614635780822986,0,0,0,0,0,0,0,0.019131350870644,0,0,0.0841172340568041,0,0,0,0,0,0.0253472416883756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00851711289333907,-0.0099893958302318,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.373818597711303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761147128064757,0,0.0305113483943888,0.0529458006974728,0.134675080954845,0,0,0,0,0.0489946854305152,0,0,0,0,0,0,0,0,0,0,0,0,0.0645824116834947,-0.0430458507482471,0,0,0.00185902639970343,0,0,0,0,0,0,0
X600028.SH,0.554943084071814,0,0,0,0,0,0,0,0.00982717729077359,0,0,0,0,0,0,0,0,0,0.00833866104140206,0,0,0,0,0,0,0,0,0.0525480595844716,-0.00962877271030754,0.0922579227934829,0.010496156319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61357817090244e-06,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100753911542295,0,0,0,0,0,0.208082437559514,0,0,0.1355613203879,0,0,0.189515125782059,0,-0.0680283073147472,0,0.310679290717826,0,0,0,0,0,-0.255213771789468,0,0,0,0,0,0,0,0,0.00127092043330286,0,0,-0.00614363499522075,0,0,0,0,0,0,0
X600188.SH,0,0.681126933708608,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0496185956722477,-0.0786449037158522,0,0,0,0,-0.014383941386494,0,0,0,0,0,0.0369105829310665,0.160638277846201,0,-0.0995308349043568,0,0,0,0,0,0,0.0828184313596199,0,0.207579643358202,0,0,0.0845471987153962,0,0,-0.0669025797301307,0,0,0,-0.000550154649597703,0.0458689918560784,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.206557384794929,0,0,0,0,0,0,0,0,0,0.0260554996356921,0,0,0,0,0,0,0,0,0,-0.0564009599314656,0,-0.0776170437780541,0,0.0790689102262754,0,0,0,0,0,0.162153099364766,0.0531904171232782,0,0,0.152163952856925,0,0,0.0974796550480523,0,0,0,0,0,0,0.0131208277461356,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0314853320173326,0,0,0.0456789742484111,0,0,0,0.158599625095184,0,0,0.0386622150712266,0,0,0,0,0,0,0,0.00692694164353164,0.0267927702183708,-0.120445252180352,0,0,0,0.039619088748368,0.42089415768307,0,0,0,0,0,0.0177106956210855,0,0,0,0,0,0,0,0.0890785028078687,0,0,0,-0.00115990351398767,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.327240966210818,0,0,0,0,0,0.0487483089697863,0,0,-0.0792667332626764,0.0385994956892735,0,0,0.0785790887411395,0,0,0,0,0,0,0,0,0,0,0.0999848135851913,0,0.0451620661572299,0.392263158806866,0,-0.0929823994583355,0,0,0,0.0762749646209221,0,0,0,0,0,0,-0.0178531550356653,0,0,0.0414251679134594,0.207070443665575,0,0,-0.00173543713380939,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.24504512115161,0,0.0137514502043553,0,0,0,0,0.244199429190041,0,0,0,0,0,0,0,0,0,0,0,0,0.0109619775803818,0,0,0,0,0,0,0.205455146029831,0.0509115180117413,0,0,0,0,0.0589595515403887,0,0,0,0,0,0,0,0,0,0,0.10650599663181,0.0844752029484451,-0.0081417467333952,0,0,0,0,0,0,0
X600019.SH,0,0,0,7.64378907118089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354658855214994,0,0,0,0,0,0,0,0,0,0.0737752875325798,0,-0.0353983931857521,0,0.132694275049416,0,0,0,0,0,-0.00989157963246995,0,0,0,-0.128925988768843,0,0,0,0,0,0,0,-0.0195761153069422,0.0203164460639841,0,0,0,0,0,0
