,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X000708.SZ,X601699.SH,X000301.SZ,X002460.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X000786.SZ,X600985.SH,X601991.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X000807.SZ,X000932.SZ,X600176.SH,X601168.SH,X600348.SH,X600612.SH,X002128.SZ,X600219.SH,X600096.SH,X300037.SZ,X601666.SH,X000027.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.306455776023844,0,0.272872831154381,0,0,0,0.0275180159818359,0,0,0,0.0662560054886577,0,-0.395198364118479,0,0,0.161096031486518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224920235584408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975704075547417,0.14432187849626,0.159969435147722,0,0,0,0
X601088.SH,0.0326108039602623,0,0,0,0.117797032539913,0.169529509748524,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474894331525886,0,0,0,0.106339746369256,0.0242810592311888,0,0,0,0,-0.196033023626323,0,0.0073388234722463,0,0,0,0,0,0,0,-0.0588814949872955,0.0638523390468512,0,0,0,0,0,0,0.185831419286942,0,0,0,0.000261358924420686,-2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,-1.73472347597681e-18,0,0,0,0,0.058982756755087,0,0,0,-0.00040201760205015,0,0,0.171167019275565,0,0,-0.0101765499950186,0,-0.0582386919620537,0,0,0,0,0,0,0.0424386296213988,0,0.0195682636984642,-0.0978312044505695,0,0,0,0,0,0,0,-0.0763231661071861,0,0,0.448563764546843,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179523720643215,0.00382887454582508,0,0,0,0,0,0
X600309.SH,0.176732698672898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321905958575325,0,0,0.157465373565804,0.0999113684220141,0,0,0,0,0,0,0.153377129393764,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.195356053361441,0,0,0.0973343612035823,0,0,0,0,0,0,-0.088604368873105,0,0,0,0,0,-0.0213286971574005,0,0,0,0,0,0
X600188.SH,0,0.115432293986681,0,0,0,0.146234618502399,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057325393066749,0,0,0,0.169279739881392,0,0.0144263000070692,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.000863387042735582,0.287810141708772,0,0,0,0,0,0,0,0,0,0.000999361308306744,0,0,0,0,0,0,0
X601898.SH,0.0127903571354968,0.0404715867465018,0,0,0.247840692102642,0,0,0,0,0,0,0,0,0,0,-0.00188214560649642,0,0,0,0,0,0,0,0.0772577730762328,0.0288260859859373,0,0,0,-0.0513512211149851,0,0.20964114780623,0.277784574044198,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0278397913300057,0.189947089646868,0,0,0,0,0
X600019.SH,0,0,0,0,0.0203025987301745,0,0,0.228092971230674,0,0,0,0.00591544724647554,0,0,0,0,0.060944223342049,0.0309858695997823,0,0.0304302138414665,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973401869373391,0,0,0,0,0,0,0.175089009770841,0,0,0,0,0,0,0,0,0,0,0.0113912410633817,0,0,0,0,0,0,0
X600011.SH,0.20804517581786,0,0,0,0,0.0269216850653397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379365098892492,0,0,0,0,0,0,0,0.126639003993829,-0.0394978736111683,0,0,0,0,0,0,0,0.0294112887887519,0,0,0,0,0,0,0,0,0,0,-0.00438774351069714,0.0987711466250652,0,0,0,0,0
X600585.SH,0.0919847689077419,0,0,0.147276427058403,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386755250997157,0,0.0904850641616839,0,0,0,0,0,0,0,0,0,-0.0325159878207357,0.0336946414888981,0,0,0.103467276757541,0,0,0.0132504778038316,0,0,0.0669116177570214,0,0,0,0,0,0,0,0,0,0,0,0,0.0144366502832618,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0484666574734027,0,0,-0.0674272739649746,0,-0.10279272721583,0,0,0,0,0,0,0.0418479936129457,0,0,0,0.0563512345929313,0,-0.0363742644292096,0,0,-0.180099864167254,0.248331005080169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538073078264314,0,0,0.0327235016479685,-0.0289052207050534,0.0257170634794155,0.137764923481179,0,0,0,0
X600886.SH,0,0,0,0,0.0665247181599089,0.0863440353101779,0,0,0,0,0,0,0,0,0.185316792479272,-0.0482410545775133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318642416654822,0.0210391849522522,0,0,0,0,0,0,0,0,0,0.125103040458052,0,0,0,0,0.0329923014708942,0,0,0,0.124439006588419,-0.0184944572664891,0.018792609617324,0,0,0,0,0,0
X601600.SH,0.275019617996569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519981853053442,0,0,0,0,0,0,0,0,0,0,0.0156809408275626,0,0.063314875622297,0.134473621410126,0,0,0.242695281555844,0.0991459017809334,0,0,0.0364118457739507,0,0,0.0945814650748722,0,0,0,0,0,0,0,0,0,0,0,0.00552992677472423,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.161326891217019,-0.0268716240598517,0,0,0,0.163543057509907,0,0,0,0,0,0,0,0,0,-0.0778332011905495,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.604540130638308,0,0,0,0.100012833582711,0,0,0.108543258668636,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0657285476190679,-0.0155150997491903,0.00454133661509101,-0.0954996102933667,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167945204520296,0.0493705148488658,0,0.0514082116424602,0,0,0.320790491600699,0,0,0,0.177781423774768,0,0,0,0,0,0,0,0,0,0,0,0,0.0633728064945065,0,0,0,0,0,0,0,0,0,0,0,0,0.002849783562673,1.0842021724855e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.108899401545914,0.166687780028714,0,0,0,0,0.308803841144864,0,0,0,0,0.00378840524523044,0.120575331406574,0,0,0,0,0,0,0,0.167394699934259,0,0,0,0,0,0,0,0.0618087252701687,0,0,0,0,0,0,0.0216929265529793,0,0,0.0770658488891277,-0.105250436692704,0,0,-0.0487051987207094,0,0,0,0,0.0174630195463211,-0.0240405011263935,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.292793855530767,0.853189005831561,0,0,0,0,0,0,0,-0.309022518040311,0,0,0,0,0,0,0,0.0808307825676984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440253544726117,-0.00663826757381013,-0.0167070806354944,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.218908682022681,0.133934082297599,0,0,0,0.22427779270249,0.030204895378495,0,0,-0.072611392539327,0,0,0.0745261193866027,0,0,-0.0838948587297941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583716283613563,0.11586899205194,0,0,0,0.133149272241748,0,0,0.00960273599251862,0,0,0,0,0,-0.0222351702711896,0.0322558964756081,-0.0435888593887872,0,0,0,0,0
