,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600010.SH,X600111.SH,X000983.SZ,X600160.SH,X601699.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X002128.SZ,X600985.SH,X000807.SZ,X000630.SZ,X600219.SH,X000877.SZ,X600176.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X000932.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0511284016125902,0.50877122069931,0,0,0,0,0.0204669151158332,0,0.11078588876671,0,0,0,0,-0.176650303704441,0,0.135508869610223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575068385811869,0,0,0.0263103817028198,0,0,0,-0.0978898985872435,0,0,0,0,0,0,0,0,0,0,0,0,-0.00340904389702961,0.00268162243821542,0,0,0,0,0,0
X601088.SH,0.211652397522705,0,0,0,0,0,0,0,0,0.046541863515866,0,0,0,0,0,0,0,0,0,0,0,0,0.283364404858045,0.00408697867448166,0.0669294641715037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050311181228065,0,0,0,0.0579510569243734,0,0,-0.0177335136885135,0,0,0.0116798449436162,0,0,0,0,0,0,0.061127392397095,0,0
X600028.SH,0.477772472947822,0,0,0,0,0,0.112510321113562,0,0,0,0,0,0,0,0,0,0,0,0.0208186748005938,0,-0.00586774059866043,0,0,0,1.73472347597681e-18,-0.102003439447728,0,0,0,0,-0.00389997489558831,0,0,-0.00150710955095349,0.0776692460636167,0,0,-0.0467503219761588,0,0,0,0,0,0,0,0,0,0,0,0.0493252050856449,0,0,-0.018229847503249,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0812281156325796,0,0.11638166163087,0,0,0.116369285589193,0,0,0,0.0163724932093518,0,0,-0.000394753306996839,0,0,0,0,0,0,0,0,0,0.00576543088142995,0,0,0,0,0.00781423998883299,0.0191870319645979,0.0116364526423064,0,0,0,-0.112998192241722,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0349694281709897,0,0
X600188.SH,0.143660166153776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230561836662442,0.300687183475034,0,0,0,0,0,-0.0271476576288913,0,0.0284553011615463,0.209549832619265,0,0,0,0,0,0,0,-0.0809885020015719,0,0,0,0,-0.182861101618623,0,-0.094881630929055,-0.0100025463717997,0,-0.112988686018668,-0.0440775899641877,0,0,0,0,0,0
X601898.SH,0,0.106172091118727,0,0,0,0,0.00789187103524753,0,0,0,0,0,0.0304297137224428,0,0,0,0,0,0,0,0,0,0,0,0.198356714940386,0,0,0,0,0,0,0,0.0712351739306206,0.218115836990034,0,0,0,0,0,0,0,0,0,0.0651327971678338,0.193053412630014,0,-0.0492351029138927,0,0,0,0,0.206073579062919,-0.0566123102286699,0,0,0,0.161438273627644,0,0
X600019.SH,0,0,0,0,0,0.202892959946743,0,0,0,0,0,0,0,0,0,0,0,0.0604820248344029,0.185888713461254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702912736916562,0,0.251609565488161,0,0,0,0.0248317726991191,0,0,0,0.00655549457487853,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279368411291345,0,0,-0.00157287412044454,0,0.185649080997759,0.0664011085284703,0,0,0,0,-0.102582362583025,0,0,0.198630222089077,0,0,-0.142682690176806,0,0.106068801574748,0,0,0,0,0,0,0,0,0.129746330932353,0,0.0812487762517103,-0.0329109019425513,0,0,0,0,0.0404371737746928,0,0.0438943896519782,0.0160377087507913,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0242900274938968,0,0,0,-0.0518188292186269,0,0,0,0.264706936985236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139324101856436,-0.0327998126420847,0,0.0819717833999125,0,0,0,0,0,0,0,0,0.0182446213860928,0,0,0,-0.00808888014391128,0,0,0,-0.227435078508748,0.00321446303722799,2.16840434497101e-19,0,0,0,0.0750749204896917,0,0
X601600.SH,0,0,0,0,0,0,0,0.0153741900299163,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.071322881592336,0,0,0,0.0650614039878892,0,-0.0630723897719986,0,0,0,0,0,0.282755031846496,0,0.0646979387642929,0.0898612888159212,0,0,0,0,0.308510642554899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.0346824879120805,0,0,0,0,0.021592450741733,0,0,0,0.0996932455413275,0,0,0,0,0,0,0,0,0,0,0.145282205855549,0,0,0,0,0,0,0,0,0,0.106851620759392,0,0,0,0,0,0,0,0.0731798864065064,-0.0487114194341553,0,0,0,0.0447050801594084,0.071794377683968,0,0.103165898088118,0,0,0.0561520382982824,0,0.0370040491910483,-0.00786444564798102,0,0,0,0.0339083847967496,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.759758118914281,0,0,0,0,0,0,0,0,0,0,0,0,0.0146657181684202,0,0.198516850008546,-0.0340244263474598,0,0,0.00592190386285327,0,0,-0.00763079311023517,0,0,0,0,0,0,0,-0.052259506605541,0,0,0,0.034990881417094,-0.0734578793965927,0.0401407030551185,0,0,0,0,0,0
