,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601699.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600489.SH,X600219.SH,X002080.SZ,X000723.SZ,X600378.SH,X600096.SH,X300037.SZ,X000933.SZ,X000630.SZ,X600348.SH,X000831.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.168097858950442,0,0,0,0,0,0,0,0,0,0,0,0,0.0470758394609724,0,0,0,0,0,0,0,0.028956646897662,0,0.104444052904165,0,0,0,-0.0143395158574102,0.182057987623092,0.0487282296671745,0,0,0,0,0,0,0,0,0,0,0,0,0.0628691848341819,0,0,0,0,0,0,-0.00701133875784367,0.0165795165232771,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.476109460499263,0,0,0,0,0,0,0,0,0,-0.0188430935646414,0,0,0,0,0,0,0,0,0,0,0,0,0.0215680066929381,0.0769896269874644,0.0319055209381014,0,0.00797017148066448,0,0,0,0,-0.0204307097525828,0,0,0,0,-0.0433029106989443,0,0,0,0,0,0,0,0,-0.0487296029361157,-0.0154876192298137,0.00840612141730848,0,0,0,0,0,0
X600028.SH,0.320556283276583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362872631844393,0,0,0,0,0,0,0,0,0,0.0957829371576471,0,0,0,0,0.156971818084031,0,0,0,0,0,0,0,0,0,0,0,-0.038172199036506,0,0,0.0353369579471373,0,0,0,0,0,0,0.0134455786724081,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288222174859231,0,0,0,0,0,0,0,0,0.119777159036117,0,-0.0329267429461182,0.0363690632069094,0,0,0,0,0.296938668655027,0,0,-0.367162671734643,0,-0.0519083209053116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.675888732235147,0,0,0,0,0,0,0,0,0,0,0,0,0.0551069796485603,-0.0409945208342576,0,0,0,0,0,0,0,-0.0683060285227407,0,0.0795092270967056,0,0,0.038101250482027,0,0.0209400075867178,-0.0252430608834129,0,0,0,0,0,0,0,0,0,0,0,0,0.220651877455902,0,0.100473589008983,0,0,0,0,0,0.0208302106625134,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222614413490299,0,0,0,0,0.372988536555333,0,0,0,0,0,0,0,-0.0099813399040006,0.00696554278663914,0.209147241374086,0,0,0,0,0,0,0,0.086637663574134,0,0,-0.0110414438312807,0,0.0608734091211469,0,0,0,0,0,0.0789848483684805,0,0.00455543890262462,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.591309688267682,0,0,0,0,0,0,0,0.00448114693297337,0,0,0,0,0,0,0.0229803322499884,0,0,0.0706396078413259,0,0,0,0,0,0,0,0,0,0.00743476332286103,0,0,0,0,0,0,0.0734382156079953,0.121954594563436,0,0,0.00477838315044914,0,0,0,0.0210796160898202,0.0122018859314139,-0.00403047719343266,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.822740143963444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131650599528181,0,0.0386302249152468,0,0,0,-0.083446745444331,0,0,0,0,0.00818589474195702,0,0,0,0,0,0,0.0267161122593162,0,0,0.10693777612119,0,0,0,-0.157245700851845,-0.00826898662966326,0.0410730599582376,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0426435591648883,0,-0.0737539338973522,0,0,0.161850924062951,0,0,0,0.0327946000639706,0,0,0,0,0.192299994454357,0,0,0,0,0,0,0,0.0741403447247277,0,0,0,0.143130466084244,-0.115549063320782,0,0,0,0,0,0,0,0,0,0,-0.0440036704654374,0,0.0968416023809677,0,0,0,0,0,0.00447850462472228,-0.00126299251409603,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0522562807647395,0.255612455855236,0.130458219045809,0,0,0,0,0.0847310693506167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433742564687655,0,0,-0.0551312534207366,0,0.028357424775521,0,0,0,0,0,0,0,0,0,0,0,0.10605008595617,0,0,0.0691587388257304,0,0,0,0,0,-0.00357950583263589,0,0,0,0,0,0
