,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600157.SH,X600362.SH,X600886.SH,X600188.SH,X600111.SH,X600547.SH,X601992.SH,X002466.SZ,X600660.SH,X600299.SH,X000792.SZ,X601158.SH,X600489.SH,X600309.SH,X600583.SH,X000709.SZ,X000883.SZ,X300072.SZ,X000898.SZ,X000539.SZ,X600352.SH,X000027.SZ,X000723.SZ,X002470.SZ,X000630.SZ,X002407.SZ,X600176.SH,X002460.SZ,X600549.SH,X000012.SZ,X000983.SZ,X600021.SH,X600098.SH,X600612.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0207968704189414,0,0,0,0,0,0,0,0,0,0,0,0,0.0232611081605635,0,0.0353755472798928,0,0,0,0.171101956111201,0.101211966966862,0,0,0,0,0,0,0,0,0.00280615604433649,0,0,0,0,0,0,0,0,0.139414874111574,0.0240904612060082,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0833108575476701,0,0,0,0,0,0,0,0,0,0.0420493644927183,0.0622036537769001,0,0,0,0,0,0,0,0,0.0666339782648682,0.170715429970216,0,0,0,0,0,0.0363221513167385,0,-0.0596294206816908,0,0,0,0.0213436841641113,0,0.00265162433807017,0,0,0,0,0,0,0.0231147055022925,0,0,0.00179242978373359,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.197920174593808,0.00315864781802234,0,0,0,0,0,0.0228600043078877,0,0.0181229126171349,0,0,-2.16840434497101e-19,0,0.047210107365429,0,0,0,0,0,0,0.12098644289762,0,0,0,0,0,0,0,0,0.121279095826937,0,0,0.00428777199989543,0,0,0,0,0,0,0,0,0,0.114741536257006,0,-0.0275748448215588,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0434160442246266,0,0,0,0,0,0.356752417965178,0.00779402705103941,0,0,0,0,0,0,0,0,0,0,0.045312962568082,0,0,0,0.126176720039503,0,0,0,0,0,0,0,0,0,0,0,0.00276121159596667,0,0,0,0,0,0.00883434465115394,0,0,0,0,0,-0.01180566635345,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232125306968293,0.0319049894833883,0,0,0,0.238592365593034,0,0,0,0,0,0.0614280369361729,0,0.0871311804220632,0,0.0281152701872335,0.0423339322136435,0,0,0,0,0,0,0.134320172049299,0,0,0,0,0,0.0879140803143268,0.0801162577007551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0435738604708488,0.0297528134467134,0,0,0,0,0.0236507607229777,0,0,0,0,0,0,0,0,0,0,0,0.0668600681261987,0,0,0,0.0779681148351849,0,0,0.377809232682201,0,0,0,0,0,-0.0646085641904546,0,0,0,0.049118416337638,0.0286502647763894,0,0,0,0,0,0,0,-0.0100667535406114,0,0,0,0,0,0,0
X600585.SH,0,0,0.118665881474438,0,0,0.214079785683679,0,0,0,0,0,0,0,0,0,0,0,0,0.118314080862799,0,0.114665169076748,0,0,0,0,0,0,6.93889390390723e-18,0,0.0806439127650335,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.100968950714227,0,0,0,0,0,0,0,0,-0.0208454861600887,0,0.0499093122461211,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867092617563028,0,0,0.172075989410622,0,0.0202377696937346,0,0,0,0.023332125825251,0,0.152332962518612,0,0,0,0,0,0.228278516428944,0,0,0,0,0,0,0,0,0.114497401362098,0,0,0,0,0,0,0,0,0.201751428388429,0,-0.0555068772958736,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526881009106211,0,0,0,0,0,0,0.0052965960063058,0,0.0422588052802685,0.150726149733487,0,0,0,0.091150629464321,0,0,0,0,0,0.178081370144535,0,0.122752886322981,0,0,0,0.0686731391131026,0,0.0495648569931619,0,0,0,0,0.0696278638907617,0,0.0285101343797174,0,-0.00679033077691247,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.138040794454374,0,0,0,0,0,0,0,0,0,0,0,0.215885069570385,0,0,0,0,0,0,0.188668271195248,0,0,0,0,0,0,0,0,0,0.0580328579364759,0,0.202101767228338,0,0,0,0,0,0.0476829615396614,0,0,0,0,-0.118247251144874,0,0,0,-0.0272787129702578,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.158812788839749,0,0.0176683614986562,0,0,0,0.0869632363533148,0.0139442254186554,0,0,0,0,0,0,0,0.000590436051679868,0,0,0,0,0,0,0.160048308979044,0,0,0,0.0265547334245824,0,0.0923205038761803,0,0,0,0,0,0,0,0,0,0,0,0.0209732969780666,0.00315106184132559,0,0.0360298002228423,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837215375669329,0,0,0.0547551713092492,0.0222120732291691,0,0,0,0.0688567074725818,0,0,0,0,0,0.0575543130209361,0,0,0,0,0.0277540457179997,0.130218107398883,0,0,0,0.0619939992817524,0,0.0844037984798439,0.050830363087425,0,0.0319342972070744,0,-0.0224977830243128,-0.014409340252965,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0569855161384731,0,0.0349453681554004,0,0,0,0,-1.73472347597681e-18,1.73472347597681e-18,0,0,0,0,0,0,0.0338773756865279,0,0.00997995635505546,0.130001448044423,0,0,0,0.104176414827195,0,0,0,0,0,0.0390305531460303,0,0,0,0,0,0,0,0.016393416238697,0,0,0,0,0.0168737347916991,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847180731051781,0.0240708052433786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526660005789292,0,0,0,0,0,0,0,0.0917790008732445,0,0,0.202863021861069,0.0893098330811634,0,0,0,0,0,0,0,0,0,0.0894725297265758,0.181654671588826,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0504892700730456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296671176820739,0.139129597325519,0,0.051569897434761,0,0.041002523806595,4.33680868994202e-19,0,0.0716086730561609,0,0,0.165838785917381,0,0.0218217619307988,0,0,0,0,0,0,0.148846080768916,0.0440101730590765,0,0,0,0,0,0,0,0.0163760426829269,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209286904205641,0,-0.00707604624300339,0,0,0,0,0,0.152840010528715,0,0,0,0,0,0,0,0,0,0.0326086649704959,0,0.0557544326130881,0,0,0,0,0.263901558848697,0,0,0,0,0,0,0,-0.0259811348723553,0,0,0.271777137306858,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0266598261490951,0.028708489086223,0,0,0,0,1.73472347597681e-18,0,0,0.0573576671213859,0,0,0,0,0,0,0.188589772340182,0,0,0,0,0,0.137399370202399,0,0,0,0,0,0.00916629377285091,0,0,0,0,0,0.1930543057871,0.0343569114531911,0,0,0,0.008978953623675,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0361886975432302,0.120232226724916,0,0.178275450593295,0,0,0,0,0,0.140155336245009,0,0,0,0,0,0,0,0,0.0580735000085423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942978374030597,0,0,0.24079038275738,0,0.284291811390615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.297574261448946,0,0.136163406828433,0,0,0,0,0,0,0.0718881470207495,0,0,0,0,0,0,0,0,0,0,0,0,0.023098077853788,0,4.33680868994202e-19,0,0,0,0,0,0.065297368409094,0.0491407390733173,0,0,0,0,0,0.0336438879520191,0.171715278413476,0,0.0502952814309459,0,0,0,0.192102619711213,-0.0234634870660646,0,-0.0073569854555219,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643313028929138,0,0,0,0.0191008466280692,0,0,0.172756302847821,0,0,0,0,0,0.876282581392938,0,0,0,0,0,0,0,0.0263121939373637,0,0,0,0,0,0,0,0.0338503596764316,-0.0185218236315469,0,0,0,0,0,0,0,0,0.0630580584864171,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.251830876558128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153133147672239,0,0,0.145144026372606,0,0,0,1.38777878078145e-17,0,0,0.0362028884400554,0,0,0.0186064915001552,0,0,0,0,0,0,0,0,0,0.131458569273416,0,0,0,0,0,0,-0.032216715983395,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.162466829175812,0.100282877069264,0,0,0,0,0,0,0,0,0,0.0472565915646238,0.0156384860363822,-0.0613137310888257,0,0,0,0,0.286433766396611,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520543647578767,0,0.299570251025647,0,0.54385870326148,0.071930701601055,0,-0.104501605950544,0,0,0,0,0,0,0.14637693254507,-0.098655788639677,0,0,0,0,0,0
X600660.SH,0,0,0,0.115898746032632,0,0,0.156415006735231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793892888949541,0,0,0,0,0,0,0,0,0,0,0,0,0.054565539100122,0,0,0,0,0,0,0,0,0,-0.00855208090724515,-0.0222960244588963,0,0,0,0,0,0
