,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X601898.SH,X600886.SH,X601600.SH,X000301.SZ,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X601991.SH,X600801.SH,X600219.SH,X600486.SH,X002080.SZ,X600795.SH,X002353.SZ,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X601168.SH,X600027.SH,X601992.SH,X002409.SZ,X600157.SH,X600299.SH,X600399.SH,X002497.SZ,X000932.SZ,X000898.SZ,X000027.SZ,X600516.SH,X600529.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.0122479940395155,0,0.00503772953832493,0.0160102586552483,0,0,0,0,0,0,0,0.0747584302763808,0.0127959311506674,0,0,0,0,0,0,0.0323779920644332,0.0568120342383299,0,0,0,0,0,0,0,0,0,0,0,0,0.0333467436560434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000462376278503149,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0393245233368951,0,-0.0232257343316649,0,0,0,0.00106051364979594,0.00846584770048677,0,0,0,0,0,0,0,0,0,0,0,0,0.136527578677876,0,0,0,0,0,0,0,0,0,0,0,0,0.0160820701702924,-0.0137844148117201,0,0.10231370984778,0,0,0,0,0,0,0,0,0,0,-0.0124333691397845,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178490117782759,0,0,0,0,0,0.451877978024039,0,0,0,0,0,-0.0129142538663679,0,0,0,0,0,-0.0305298041968581,0.0769932171733271,0,0,-0.0062125332716127,0,0,-0.0721929417161586,-0.0142999886395601,0,0,0,0,0,0,0,0.0167603047580776,0,0,0,0,-0.0135455814949454,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132170337737302,0,0,0,0,0,0,0,0,0,0,0.115553860561758,0,0,0.0525138776067636,0,0,0,0,0,0,0,0,0,0,0,0,0.0372705490583482,0,0,0,-0.289849273927884,0.149607851230471,0,0,0.0257854408806397,0,0,0,0.0101640615036423,0,0
X600585.SH,0,0,0,0,0,0.053603770361231,0,0,0,0,0,0,0,0,0.0444913562193766,0,0,0.00391998540911062,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416967197556983,0,0,0,-0.126806816628952,0.111410426972771,0,0,0,0,0,0,0,0,0.0305763568541423,0,0,0,-0.0420765373446942,0,0.00517483018677734,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.382258577229046,0,0,0,0,0,0,0,-0.270391142818827,0.0763404294494729,0,-0.0380173665891247,0,0,0,0,0,0,0,0,0,0,0,0,0.402552855228497,0.154401074426218,0,0,0,0,0,0.0137785710130572,0.307965540801196,0,0,0,0,0,0,0,0,-0.0185040017238726,0,0,0,-0.00437890611605925,0,0
X600019.SH,0,0,0,0,0,0,0,0.134143305713913,0,0,0,-0.0175846685247133,0,0,0,0,0,0,0,0,0,0,0.25877086573138,0,0,0,0,0.140371036820805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478993849973267,0,0.195529245731695,0,0,0,-0.063004309859662,-0.0536431390255664,0,-0.0165920384301879,-0.0134606093562465,0,0,0,0.00693475366250524,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173023533907143,0,0,0,0,0,0,0,0.0340607608433078,0.0463405855051862,0,0,0,0.132021976832474,0,0,0,0,0,0,0.0570513384840853,0,0,0,0,0,0.026401815615523,0.00224986649764267,0.0414425324578021,-0.0310134937166613,0,0,0,0,0,0,0,-0.0484962281620571,0.0875655704498918,0,0,0,0.00509092983234542,0,0
X600660.SH,0,0,0,0,0,0.0591174385933371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382429582389514,0,0,0,0.00838905053111229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102095470834199,0,-0.0423229664245111,0,0,0,0,0.051997640969127,0,0.0575299543519102,-0.121080877668872,0,0,0,0.011844448512124,0,0
X002271.SZ,0,0,0,-3.46944695195361e-18,0,0,0,0,0.261670833413242,0,0,0.0198857962936507,0,0,0,0,0.0385543975515714,0,0,0,0,0,0,0,0,0,0,0.026646991731841,0.195258470455381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058165090426478,0,-0.082191379278724,0.0501913709977966,0,0,0,0.0576648756518642,0,0
X600547.SH,0,0,0,0.0501578752641917,0,0.13013898522556,0,0,0,0,0,0,0,0,0,0,0,0.0059550456609472,0,0,-0.000726591772563992,0,0,0,0,0,0,0,0,0,0,0,0.410585741378221,0,0,0,0,0,0,-0.00647352252737459,0,0,0.0805835013418481,0,0,0,0,0,0,0,0,0,-0.00557588062290165,0,0,0,0.00177441142948917,0,0
X002466.SZ,0,0,0,0,0,0.0888021401413837,-0.238616676228864,0,0.0447424902034358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200959186466305,0,0,0,0,-0.302635418062,0,-0.329355448336917,0,0,-0.212274546483479,0,0,-0.203059416010152,-0.318781659373883,0,0,0.284542546706968,0,-0.0932539997204116,0.16830110021685,0,-0.655951841436471,0,0,0,-0.0144641342519931,0,0,0,0.0111525090239805,0,0
X000786.SZ,0,0,-0.113736930038094,0,0,0,0,0.0743586978994385,0.069647762210182,0,0,-0.155284426151499,0,0,0,0,0,0,0,0,0.0819797270605277,0,0,0,0,0,0,0,0,0,0,0.091824401290962,0,0,0.16253325891606,-0.00339340838621897,0,0,0,0,0,0,0.0520988836867703,0,0,0,0,0,0,0,0,0,0.0123657029110944,0,0,0,0.0152591134484207,0,0
