,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600547.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600027.SH,X600111.SH,X000708.SZ,X600803.SH,X002460.SZ,X601991.SH,X600426.SH,X000301.SZ,X600160.SH,X000983.SZ,X601699.SH,X000786.SZ,X002466.SZ,X002128.SZ,X000807.SZ,X600219.SH,X600176.SH,X000630.SZ,X000933.SZ,X600985.SH,X601168.SH,X000877.SZ,X600096.SH,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X000932.SZ,X002271.SZ,X002409.SZ,X600801.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.229834028563481,0,0,0,0.0860332550688379,0,0,0,0,0,0,0,-0.00928423803685695,0,0.162667355093119,0,0,0,0,0,0,0,0,0,-0.139837421456442,0,0,0,0,0,0,0,0,0,0,0,0.247412386003323,0,0,0,0,0,0,0,-0.0663111660523876,0,0,0,0,-0.000127774692223224,0,0,0,0,-0.0779225163745271,0,0
X601088.SH,0.184439657433604,0,0.157515673915435,0,0,0,0.11511482941121,0,0,0,0.0490236697757538,0.0181350475480734,0.0789047138162776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308691990942108,0,0.217294894748543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673931067466285,0,0,-0.0809076321060565,0.0979233399879188,0,0,0,-1.73472347597681e-18,0.0778998895296941,0.0838358559945532,0,0,0.0305582573626559,0,0
X600028.SH,0.457023630271399,0.179591898224557,0,0,0.0174739281586491,0.0113107029851643,0,0,0,0,0,0,0,0,0,-0.0297913016942593,0,0,0.0511099925251724,0,0,0,0,0,0,0,0,0,0,-0.0904720094808399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892487476176473,0,0,0,0,0,0,0,0,0.0592071163357772,0,0
X600309.SH,-0.107913358071947,0,0,0,0,0,-0.0144656713375052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122887384384023,0,0.0814347683596698,0,0,0,0,0,0,0,0,0,0,0,0.0263513659935273,0,0,0,0,0,0,-0.0185955133808345,0,0,0.210387685626204,3.46944695195361e-18,0,0,0,0,-0.0401647740942903,0,0,0,0.00726772057214005,0,0
X601898.SH,0,0,0.134902811883897,0,0,0,0.189757410392707,0,0,0,0,0.0781652678237257,0.0330635227933144,0,0,0,0,0,0.0423857525523419,0,0.0829023763545668,0,0,0,0,0,0,0,0.237829734990397,0,-0.00584900797778611,0,0,0,-0.028959249118491,-3.46944695195361e-18,0,0.210193404761307,0,0,0,0,0,0,0,0,0,0,0,0,0.0110997054305038,0,0,0,0,0,-0.00431872473401684,0,0
X600019.SH,0,0,0,0,0.182271227836098,0,0,0,0,0,0,0.0345860055520563,0.0776472567574302,0,0,0,0,0,0.181436329757313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662198892931669,0,0,-0.0576079303351876,0,0,0,0.204974306321215,0.140544997876009,0,0,0,0,0.0511623143096629,3.46944695195361e-18,-0.036151624234855,0,0,0.00815457723388826,0,0
X600188.SH,0,0.0238321057451669,0,0,0,0,0,0,0,0,0,0,0.0717801004025289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125132993570487,0.689286501401318,0,0,0,0,0,0,0,0,0.130341850663069,0,0,-0.119285393144238,0,0,-0.00923090578279055,0,0,-0.244521122995506,0,0,0,0,-0.0495146285555787,0,0,0,0,0,0,0
X600886.SH,0.00689711643757802,0,0,0,0,-0.0163045958169027,0,0,0,0.111518886132881,0,0,0,0.283422712987143,0,0,0,0,0.0925233080469981,0,0,0,0,0,0,0,-0.0924510383168521,0,0,-0.160226828663316,0,0,0,0,-0.0270077023820076,0,0,0,-0.0860037211326855,0.187407046128499,0,0,0,0,0,0,0,0,0,0,-0.112839431558595,0,0,0.0733996652111323,0,0,-0.00144085979848233,0,0
X600547.SH,0,0,0,-0.0614611849846579,0,0,0,0,0,0,0,0,0,0,0,0.485891692258226,0.332795737411266,0,0,0,0,0,0,0,0,0,0.0268261718899206,0,0,0,0,0,0,0,0,0,0.112216682506579,0,0.0294433174316201,0,0,0,0,0,0,0,-0.015598629200959,0,0,0,0.18531898250115,-0.0254901158026722,0,0,0,0,-0.0340439566426191,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130927871473999,0,0,0,0,0.169471670177693,0,0,0,0,0.385194575462043,0,0,-0.0218967962186729,0,-0.125977279984221,-0.0456421151688057,0,0.108083942739863,0,0,0,0,0.0420627786889703,0,0,0,0,0,0.0733974517187108,0,0,0,0,0,-0.0262051473217165,0,0,0.0408810370046855,0.00187355413051023,0,0,0,-0.0855835731857574,0,0
