,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601600.SH,X601991.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X600516.SH,X002466.SZ,X601992.SH,X600111.SH,X600176.SH,X600027.SH,X600352.SH,X002460.SZ,X600299.SH,X002110.SZ,X300072.SZ,X000709.SZ,X000553.SZ,X600808.SH,X600801.SH,X000786.SZ,X000932.SZ,X600583.SH,X600339.SH,X600426.SH,X000883.SZ,X601158.SH,X000301.SZ,X000629.SZ,X600219.SH,X000792.SZ,X601699.SH,X000408.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0806336164663179,0.217875753324464,0,0,-0.199754699933686,0.0428726076994709,0,0,0,0,0,0.0506434725092478,0,0,0,0,0,0,0,0,-0.00589315483523315,0,0,0,0,0,0,0,0,0,0,0.0779066813491615,0,0,0,0,0.156471170268821,0.217968894000787,0,0,0,0,0,0.0323834593281486,0,0,0,-0.0317843613800071,0.00257663519960979,0.00703424503776686,0,0,0,0,0,0
X600028.SH,0.122343426810345,0,0.189086309635616,0,0,0,0,0,0,0.0382328806398437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980528176990438,-0.0811441839113355,0.0819395404978573,0,0.0228466750297964,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.115435015915776,0,0,0,0,-0.000409370833625399,0.00321765553222275,-0.0148257901269015,0,0,0,0,0,0
X601088.SH,0,0,0,0.0677037388514993,0,0.021906626302225,0,0,0,0,0,0,0,0.0939654277740264,0,0,0.340136736883326,0,0,0,0.0418879288319406,0,0,0,0,0,-0.0782848272552087,0,0,0,0,0,0,0.00788217672608158,-0.0868763013043409,0,0,0,0,0,0,0,0,0,0,0.256345489368856,0,0,0,-0.00563837914724025,-0.0215426331919562,0,0,0,0,0,0
X600585.SH,0,0,0.19402825764041,0,0,0,0,0.0358324055406635,0,0,0,-0.0347620123094576,0,0,0,0,0,0,0,0,0.0886070690751377,0,0,0,0,0,0,0,0,0,0,0.0767909150460649,0,0.348546017827828,0.147464023001068,0,0.103676114459157,0,0,0,0,-0.0203586260428308,0,0,0,0,0,0,0,-0.0026037047133822,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.119181709594413,0,0,0,0,0,0,0,0,0,0,0.0627010274525613,0.0862760944507022,0,0,0,0,0,0,0,0,0,0,0.170680944725913,0,0,0,0,0.00964051230567644,0,0.323970984568747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757325548384597,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0337906102402321,0,0,0.0572968008308022,0,0,0,0,0,0,0,0,0,0.431592332752109,-0.085860792429532,0,0,0,0,0,0,0,0,0,0,0,-0.234980556983268,0.169060811933264,0.214505036597374,0,0,-0.061648859681623,0.0304869921615167,0,0,0,0,0,0.0628538968158492,0,0,0,0,0.0399111489764647,0.0421000236097885,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.278929249702942,0,0,0,0,0,0,0,0.0235958597764031,0,0,0,0.777936265663224,0,0.0433914427643332,0,0,0,0,0.0808795468715468,0,0,0,0,0,0,0.0166686026524208,0,0.0807619289426093,0,0,0,-0.0423910905814515,-0.132133125553608,0,0,0,0.00727148208070407,0,0,-0.022661394772702,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235199341433286,0,0.329425840304727,0,0.228012249170233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691104990275489,0,0.0491297431807813,0,0,0.00227696548666126,-0.0201401970289145,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.229508796621791,0,0,0,0,0,0,0,0.0808912165793351,0,0.0432189939657535,0,0.0919141524126952,0,0,0.0202817597730712,0,3.46944695195361e-18,0,0,0,0,0,0.0207489547728619,0,0,0,0,0,0,0,0,0.11287331595433,0,0.0947606944364617,0,0,0,-0.010832656623597,-0.0178271773356952,0,0,0,0,0,0
X600660.SH,0,0.159850487209721,0,0,0,0.0886334269671325,0.00865221037905782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323468030651986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011065782547979,0,0,0,0.0760007271000611,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.00634447176624348,0,0,0,0,0,0,0
