,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601600.SH,X601898.SH,X600111.SH,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X600886.SH,X002271.SZ,X000877.SZ,X600362.SH,X600426.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X601699.SH,X000807.SZ,X000983.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X000629.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000932.SZ,X000723.SZ,X600378.SH,X600688.SH,X600096.SH,X000408.SZ,X000831.SZ,X000630.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.148842015839175,0,0,0,0,0,-0.0824168669170275,0,0,0,0,0.100580071241578,0,0,0,0,0,0,0,0.0395086425285666,0,0,0.0186596544180275,0,0,0,0,0,0,0.0742766424834531,0,-1.73472347597681e-18,0,0,0.0563066851414133,0.00739480787436227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516613917425432,-0.0497537019302511,0,0,0,0,0,0
X600028.SH,0.355134953799732,0,0.218396158354636,0.0021864110234085,-0.0610790028165645,0,0,0,0,0,0,0,0,0.109671240428224,0,0,0,0,0,0,0,0,0,0.0974590188487276,0,0,0,0,0.00594869056274699,0,0,0,0,0,0,-0.0353475264910415,0,0,0,0,0,0.153041135864454,0,0.0494276079343672,0,0,0,0.0620169903728808,0,0,0,0.0260852443457935,-0.0490012476520851,0,0,0,0,0,0
X601088.SH,0,0.117213034459359,0,0,-0.0506663433795937,0,0,0,0,0,0,0,0,0.069206506762309,0,0,-0.0288388356569834,0,0,0,0.00610678563138078,0,0,0,0,0,0,0,0.152120513504906,0,0.111112209638869,0,0,0,0,0.108644621568392,0.023629812193037,0,0,0,0,0,0,0,0,0,0,0,0.176096812762439,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0859358550805293,0,0,0,0.063226544926309,0,0,0,0,0,0,-0.0849041459640083,0,0,0,0,0,0,0,0,0,0,0,0.287670145779803,0,-0.0191347174067393,0,0,0.0381118526343628,0,0,0.0270230911201804,0,0,0,0,0,0,0.0526622953386379,0,0,0,0,0,0,0,0,0,0,0,0,-0.00961918584498017,0.0348621897888026,0,0,0,0,0,0
X600188.SH,0,0,0.288506600930848,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.320539175724602,0,-0.0205317567187458,0,0.164523203259388,0,0,0,0,0,0,0,0,0,0.170361370621603,0,0,0,0,0,0.268449750095991,0,-0.00480384192792792,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596047835430844,0.0471888775005134,0,0,0,0,0,0
X600019.SH,0.218948811704662,0.158904580829867,0,0,0.132571372299315,0,0,0,0,0,0,0,0.0739165746918082,0.0262115359122121,0,0.0625044246031612,0,0,0.0434990792322615,0,0,0.312718460994925,0,0,0,0,0.0268182589691278,0,0,0,0,0,0,0,0,0,0,0,-0.0650202452413477,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116992810604901,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111378592419194,0,0.0801057658128789,0.467048161001176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633886895407777,0,0,0,0,0.00162269168289469,0,0,0,0,0,0,0,0,0,0.00129705898231228,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318661796985947,-0.0579730577852549,0,-0.0618206843723223,0,0,0,0.376841413806823,0,0,0,0,0,0,-0.0634536803692095,0,0,-0.097295397362489,0,0,0,0,0,0.0821010695925586,0,0,0,0,0,0,0,-0.00160756963929034,0,0,0,0,0,0,0
X002460.SZ,0,-0.0557517986218956,0,0,0,0,0,0,0,0.730136688335412,0,-0.0227125651176322,0,0,0,0,0.00618328002502886,0,0,0,0,0,0,0,0,0,0,-0.0051400702376388,0,0,0,0.097487832449935,0,-0.0034139794698859,0,-0.148682550164337,0,0,0,0,0,0,0,0,0,0,0.0355484334475568,0,0.0451620255262911,0,0,-0.00718280012979263,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.540600566216411,0,0,0,0.0643265622230586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447090870948788,0.0403267020710093,0,0,0,0,0.0372842037695639,0,0,0,0,0,0,0,-0.0199644474961685,0.0117120713384603,0,0,0,0,0,0
