,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X600160.SH,X000786.SZ,X000807.SZ,X002466.SZ,X600985.SH,X600176.SH,X000630.SZ,X600096.SH,X002128.SZ,X000408.SZ,X601168.SH,X000933.SZ,X000877.SZ,X000883.SZ,X600995.SH,X600352.SH,X002353.SZ,X600378.SH,X600863.SH,X600688.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.312462215721353,0,0,0,0,0,0,0.18350456554347,0,0.082038792443232,0,0,0,0,0,0,0.163598065633567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086715578520922,0,0,0,0,0,0,0.0497302939006703,0,0.221613519874154,0,0,0,0,-0.0644623485112932,0,0,0,-0.0365375065581046,0,0
X600028.SH,0.411127154487971,0,0.15788114146238,0,0.071501618077388,0,0.0106187964215609,-0.0137869527433386,0,0,0,0,0,0.0634740230445,0,0,-0.0318287463312465,0,-0.139311142659785,0,0,0,0,0,0,0,-0.0454424560142466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119555814650385,0,0,0.0301148870099401,0,0,0,0,0,0.0452600011246382,0,0,0,0,0.0288399951418817,0,0
X601088.SH,0,0.106446874997642,0,0,0.125021067675221,0.0547502150955805,0.00896483363521684,0,0,0,0.0442711725634146,0,0,0.0933046627281675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00237392229547916,0,0,0,0,-0.0622275851737078,0.142777936595357,0,0,0,-0.0503086434397163,0,0,0,0,-0.0145309565517775,0,0,0,0,-0.0134859583417336,0,0
X600309.SH,0,0,0,0,0,-0.0493561580167224,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0894286435324938,0,0,-0.0155727549804469,0,0,0,0,0.293276755685623,0,0,0,0.00841536751245281,0,0,0,0,0,0,-0.136923613077453,0.347055966835015,0,-0.0154179137910185,0,0,0,0,0,0.0291069187758529,0.207060587115696,0,0,0,0,-0.0362732430480546,-0.0850031576059851,0,0,0,-0.0253299784645279,0,0
X601898.SH,0,0.32829925513548,0.16324975672186,0,0,0.145156365872095,0,0,0,0,0.057094980094494,0,0,0,0,0,0,0.021782737551219,0,0,0.054184909018961,0,-0.0344579417434362,0,0,0,0,0,0.140951239087864,0,0,0,0,0,0,0,0.0475948609842994,0,0,0.08879122144818,0,0,0,0,0,-0.0778959691064437,0,0.189496572473663,0,0,0,0,0,0,0,0,0.0106887072437111,0,0
X600188.SH,0,0,0,0,0.0697798993928509,0,0,0,0,0,0,0,0,0.0949673772569756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551889354721205,0,0,0,0,0.262038092702587,0,0,-0.0275442984164688,0,0.0985172404031644,0,0.0552153844134964,0,0,0,0,0,-0.00485781678671645,0.0813771999212187,0,0,0,0,0,0,0,0,-0.00651111932501109,0,0
X600019.SH,0,0.41107140496564,0,0,0,0,0,0,0,0,0.062425332892789,0,0.0307804323917469,0,0,0,0,0,0,0.443462373512327,0.0159140544577711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102981963577121,0,0,0.0741101797798235,0,0,0,0,0,-0.0235669913164532,-0.173610790085642,0,0,0,0,0.0825146120126386,0,-0.183946676933487,0,0,2.16840434497101e-19,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227563904281879,0,0.0331045281462917,0,0,0.0529937559062577,0,0,0,0,0.183583634814869,0,0.296003684805867,0,0,0,0.07275906783409,0,0,-0.211321017019362,0,-0.0458629451684215,0,0,0,-0.107757323258287,0,0,0,0,0,0,-0.11510057573005,-0.0662425082506266,0,0,-0.06470498527725,0,0
X600886.SH,0.327072163608457,0,0,0,0,0,0,0,0,0.117116813944672,0,0,0,0.146034288593197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208248404988079,0,-0.107407840708546,0,0,0,0,0,-0.213156646610552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325941034714016,0.0694470778303688,0,0,-0.0025620569377616,0,0
X600547.SH,0,0,0,-0.289495584970513,0,0,0,0,0,0,-0.0342157477198391,0.0144865654984024,0,0,0,0.127727030860999,0,0.573809859758297,0.00619729776446661,0,-0.0455218783899038,0,0,-0.120404117111414,0,0,0,0,0,0.20137863698162,0,0,0,0,0,0,0,0.109569394825271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037594120979692,0,0,0,0,0.0156948393293669,0,0
