,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X000301.SZ,X600886.SH,X600011.SH,X600176.SH,X600188.SH,X601600.SH,X600426.SH,X000027.SZ,X002466.SZ,X601991.SH,X600803.SH,X600801.SH,X600352.SH,X600795.SH,X000932.SZ,X600219.SH,X600489.SH,X002080.SZ,X000883.SZ,X600486.SH,X600688.SH,X600299.SH,X000898.SZ,X002353.SZ,X600027.SH,X600315.SH,X300037.SZ,X600157.SH,X600516.SH,X601992.SH,X000807.SZ,X000830.SZ,X000723.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256641240069583,0,0,0,0.0311095185514712,0,0,-0.00255014409920318,0,0,0,0.0470106242538818,0,0.0381393501026634,0,0,0,0,0,0,0,0,-0.00466070251707131,-3.46944695195361e-18,0,0,0,0,0,0,0.0086953711438076,0,0,0,0,0,0,0,0.0260264640265673,0,0,0,0,0,0,0,0.00745925743820546,0,0,0,-0.00240903383995228,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629797895034164,-0.00423439121347676,0.0562457101585769,-0.10926429059438,0,0,0,0,0,0.0497601318207348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969972846477725,0,0,0,0,-0.0249267551481973,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0465515506422827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131897978637256,0,0,0,0.0914472502116584,0,0,0,0.0147357451867481,0,0.142253814370143,0,0,0,0,-0.0677758823781829,0,0,0,0,0,0,0,0,0,0,0.0242176288642481,0.0138723771464484,0,0,0,0,-0.0084952884577958,0,0,0,-0.0255604292294697,0,0
X600309.SH,0,0,0,0,0,0.0439466823184278,0.26453834488317,0,0,0,0,0,0,0.0793412605408793,-0.0812002065343293,0.0356289622286461,0,0,0,0,0,0,0,0,0,-0.0780405907400334,0,0,0,0,0,0,0,0,0,0.217603352721064,0,0,-0.0087290914207319,0,0,0.189979928087141,0,0,0,0,0,0.162889528503527,0,0,0,0,-0.0122814543778237,0,0,0,0.098756437779464,0,0
X600585.SH,0,0,0,0.0397852318591471,0,0,8.67361737988404e-19,0.0205337752996179,0.023551221470815,0,0,0,0,0,0,0,0,0,0,0,0.0812208474070287,0,0,0,0,0,0,0.262548642578379,0,0,0.0294841259894251,0,0,0,0,0,0,0,0,0,0,0.0513746213530962,0,0,0,0,0,0.00424472985903825,0,0.0372087548976872,0,-0.0178720537740517,0,0,0,0,-0.0440373501128746,0,0
X600019.SH,0,0,0,0,0,0,-0.0700421818831662,0,0,0,0,0.123451903034521,0,0,0,0.301311442395699,0,0,0,0,0.00991774064985742,0.0233322362378379,0,0.0149289030997418,0,0,0.0370608106527498,0,0,0,0.208416756296836,0,0,0,0,0,0,0,0.0940785470499692,0,0,0,0,0,0,0,0,0,0,0,-0.0543699437367278,0,0.000760460985175972,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.165066459109511,0,0.0351301745216787,0.0768060540608743,0,0,0.275265819397154,0,0,0,0,0.132131848946798,0,0.0629244227026018,0,0,0,0,0,0,0,0,0.245025931543071,0,0,0,0,0,0,0.115366282488461,0,0,0,0,0,0.178115670149688,0.37042060349713,0,0,0.00858589694146732,0,0,0,-0.0680103482726393,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.293835077838369,0,0,0,-0.34077648152288,-0.0468123772556462,0.154280007768998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177391427604803,0,0,0,0.155498349495565,0,0.463617856791103,0.17647529313368,0.128251739001957,0,0,0,0,0,0,-0.189098742904652,-0.321586823585636,0,0,-0.0885154706870168,0,-0.0392831263316589,0,0,0,0,0,0
X002271.SZ,0,0,0,0.11479799634357,0,-0.377148315282679,0.0371986923639343,-0.00691613515818013,0,0.118480498065199,0,0,0,0,0,0,0,0,0,0.100065049736062,0,0,0,0,0,0,0,0,0,0,0,0,-0.166243402780682,0.0296725394680691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892288530395121,0,0,0,-0.00414520449703152,-0.0242733102594104,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.190197388186905,0,0.0357833447604304,0,0,0,0,0,0,0,0.0893061975707282,0,0,0,0,0,0,8.67361737988404e-19,0.00600142775828814,0.0543888479411244,0,0,0,0,0,0,-0.170561556008906,0.118243278951141,0,0.294123013604544,0,0,0,0,0,0,0.0749155399651129,0,0,0,0,0,-0.0360513961086528,0,0,0,-0.0385198228916154,0,0,0,-0.0136746123072471,0,0
