,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X000723.SZ,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X002110.SZ,X600299.SH,X000553.SZ,X000629.SZ,X600489.SH,X601158.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X000027.SZ,X600583.SH,X600985.SH,X000825.SZ,X600157.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0289220524336172,0,0,0.0335036937930731,0,0,0,0.101758080979405,0,0,0,0,0,0,0,0,0,0,0,0.0194641526442006,0,0,0,0,0,0,0,0,0.071660511419429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102035614928785,0,0,0,0,0,0,-0.00758927858960896,0,0,0,0,0,0
X600028.SH,0,0,0.101179687244022,0,0,0.016948706403227,0,0,0,0.0452045146283682,0,0,0,0,0,0.214192860553361,0,0,0,0,0,0.021606910520475,0,0,0,0,0.0118533240147515,0,0,0,0,0,0,0,0.036113157419939,0,0,0,0,0,0,0,0.00453937440954576,0,0,0,0,0,0.106018678503191,0,0,-0.00574824063077421,-0.0135014500180947,0,0,0,0.00130339326632219,0,0
X601088.SH,0,0,0,0.155410688421579,0,0.0638684631380288,0,0,0,0.00400274534206504,0,-0.184113793216073,0,0,0,0,0.15673519968196,0,0,0,0.0216242311103087,0.149080299589627,0.0378855647204323,0,0,0,0.0146698728613831,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509066991144066,0,0,0,0.0216248619838158,-0.0273553822884848,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.137201939080804,0,0,0,0,0,-0.0190781046754463,0,0,0,0,0,0,0,0,0,0.492881342857914,0,0,0,0,0,0,0,0,0,0,0.0411172938473536,-0.0391781260784269,0,0,0,0,0,0,0,0.0128816673594152,0,0,0,0,0,-0.00594314551178361,0,0,0,-0.0134836703532713,0.00423448748363384,0,0,0,-0.00105002654949489,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0495849808386943,0,0,0,0.0892074367387353,0,0,0,0,0.158324748469791,0,0,0,0,0.0224252475251949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951636788827074,0,0.125114199868985,0,0,0,0.00475646087717876,0,0,0,0,0.00998098784192207,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.122607467449405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257791011356114,0.0332039796473224,0,0,0,0,0.401607185847459,0,0,0,0,0,-0.0927903823771585,0,0,-0.0610982638259355,0.0612888245704819,0,0,0,0,0,0.177359277739753,0,0,0.0365618175385818,0,0,0,0,-0.0504442327016197,0,0
X600011.SH,0,0,0,0,0,0,0,0.0200651494078546,0,0,0,0.20575832217816,0,0,0,0,0,0,0,0,0,0,0,0.51277982983901,0,0,0,-0.122891370196711,0,0,-0.00441678326484303,0,0,0,0,0,0,0,0,0,0,0.0162858509297615,-0.0226551255247863,0,0,0.0410013455147204,0,0.0569172094681643,0,0,0,0.0410094216948471,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0457261815838561,0.0475871084391667,0,0,0,0,0,0,0.164644380502121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956312333163743,0,0,0.322575470764678,0,0,0,0,0,0,0.0339608744974078,0,0.153170167395283,0,0,0,0,0,0,0,0,-0.0472874315046343,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.00450315678131687,0,0,0,0,0,0,0,0,-0.0316867615599689,0,0,0,0,0,0,0,0,0,0,0,0,0.10453726201412,0.0126095323107425,0,0.273505854793046,0,0,0,0,0,0.00669244620687037,0,0,0,0,0.127728057591966,0,0,0,0,0,0,0,0,0.0183219940621528,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0287778145354755,0,0,0,0,0,0,0.0875700763587638,0.279934850420981,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.159482295350978,0,0,0,0,0,0,0.0219680096640105,0,0.0473373387413394,0.149897283853294,0,0,0,0,0,0,0,0,0,0
