,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600660.SH,X002271.SZ,X600111.SH,X000301.SZ,X601898.SH,X002466.SZ,X000708.SZ,X601600.SH,X600010.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600886.SH,X600176.SH,X000786.SZ,X600011.SH,X600219.SH,X000408.SZ,X000825.SZ,X600803.SH,X000932.SZ,X300037.SZ,X601991.SH,X002080.SZ,X600795.SH,X000898.SZ,X000807.SZ,X000027.SZ,X600352.SH,X000830.SZ,X600489.SH,X002409.SZ,X000959.SZ,X600688.SH,X601699.SH,X600549.SH,X600399.SH,X002353.SZ,X600486.SH,X000012.SZ,X601168.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0285334742895519,-0.00927875261912223,0.0499353090177391,0.0612882400621086,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.091880506687225,0,0,0,0,0,0,0,0,0.0542963377139833,0,0,0,0,0,0.0675791841219045,0.0867564110269885,0,-0.0267553477749428,0,0,0,0.0221235229855632,0,0,0.00833322647562239,0,0,0,0,0,0,0
X600028.SH,0.178646370244871,0,0,0,0,0,0.139105908564753,0,0,-0.0417272127059185,0,0,-0.032534064830493,0,0,0,0.0320957183783129,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0235763217941062,0,0,0,0,0,0.0821297100532458,0,0,0.0298694327663778,0,0,0,0.0422630955235648,0,0,0,0,0,0,0,0,0,0.035546287250023,0.0411835973089405,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0102569646917139,0,0.100319732173383,0.189870490194088,0,-0.0254441529420561,0,0,0,0,0,0,0,0.354264104559644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451458108495372,0,0.0541949272780025,0,0.0905253745088891,0,0,0,0,0,0,0.0460196648180947,0,0.0435475201683922,0,0,-0.0103677167240472,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00132945624170059,0.0916323862727498,0.0272069372169258,0,0.220166769356453,0,0,0,0,0,0,0,0,0.0730200432083893,0,0,-8.67361737988404e-19,-0.0647104160157998,0.0534252564993317,0,0,0,0,0,0,0.0974584425785179,0,0,0,0,8.67361737988404e-19,0,0,0.0065246057880161,0,0,0,0,0,0.0381753442419941,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.463177182503239,0,0,0,0,0,0,0,0,0,0,0,0.157016039634175,0,-0.0452894001726432,0,0,0.209671838968146,0,0,0,0,0.180537540895894,0.0275342620674877,0,0,0,0.0911684887386794,0,0,0,0.102174752290914,0,0,-0.151747444157609,0,0,0,0,-0.00174287719028945,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.222984362692084,0,0.0518382011526228,-0.116141581502528,0.0635894728352117,0,-0.0501296204427232,0,0,0,0,0,0,0,0,0,0.167115626172911,0,0,0.0214978463226314,0,0,0,0.127637256098031,0,0,0,-0.0805830015409654,0,0,0,0,0.133624000280734,-0.105297411825716,0,0.0354818726911829,0,0,0,0,0,0.0215582708430623,0,0,0,0,0.0729033277816211,0,0,0,0,0,0
X600019.SH,0,0.091475543487501,0,0,0,0,0,0,0,0,-0.0568200734656084,0,0,0,0,0.102242758152008,0,0,0,0,0,0,0,0,0,-0.0247465098064762,0.0856001019245894,0,0.0152740320206913,-0.0291105776267652,0,0,0,0.340227054230513,0,0,0,0,0,0,0,0,0,0.0546590710013915,0,0,0,0,0,0,0,0,0.0214285646054848,0,0,0,-0.0307755447687397,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.187291545509413,0,0.150094145128155,0,0,0,0,0,0,0,0,0,0,0,0.0333787715014096,0,0,0.0611613604041094,0.213236021291931,0,0,0,0,0,0,0,0,0,0,0,-0.000212089868316881,0.131990356595026,0,-0.00318325239354494,0,-0.107421596278264,0.0464306831704769,0,0,0,0,0.0303389837350904,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882588116327156,0,0,0,0,0,0,0,0,0,0.0090967125224782,0,0,0.0540343061906374,0,0,0,0,0,0.0747860831371219,0,0.120760898526098,-0.0758515740174871,0,0,0,0,-0.0209261018240207,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141989974449383,0,0.0647099015536596,0,0.0334335580358406,0,0,0,0,0,0,0.13898451963226,0,0,0.219230327770295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377164317166224,0,0.0329619456488061,0,0,0,0,0,-0.0390864390147616,0,0,0,0,0,0,0
