,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X002460.SZ,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600801.SH,X600688.SH,X002271.SZ,X600362.SH,X600188.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X002466.SZ,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600299.SH,X600176.SH,X000792.SZ,X000401.SZ,X600489.SH,X000898.SZ,X600426.SH,X601158.SH,X600219.SH,X600516.SH,X000932.SZ,X000553.SZ,X002353.SZ,X000709.SZ,X000883.SZ,X002075.SZ,X600583.SH,X600126.SH,X000630.SZ,X000027.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.200258180440272,0,0,0,0.27654719019808,0,0,0.0679822429164377,0,0,0,0,0,0,0,0.0589080320416771,0,0,0,0,0,0,0,0,0.192429300424577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00131858834549449,0,0,0,0,0,0
X600028.SH,0.37428869654004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018344318481509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6940658945086e-21,0,0,0,0,0,0,0.115142449487887,0.0198696597240471,0,0,0,0,0,0,0,0,0,0.0220751918275331,0,0,0,0,0.0786500315661888,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110180932544751,0,0.00664005978160243,0.0157916360972112,0,0,0.0840705221002323,0,0,0,0,0.00224045641871804,0.114950789934492,0,0,0.0199303069207718,0,0,0,0.0463147667894599,0,0.108156805208614,0,0,0,0,0,0,0,0,0,0.0529662498819995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.00816187016377183,0,0,0,0,0,0,0,0,0.393986535081079,0,0,0,0,0.0402406503624318,0,0,0,0,0,0,0,0,0,0,0,0.186491434768247,0,0,0.019004898454564,0,0,0,0.157506083995343,0,0,0,0,0,0,0,0,0,0,0,0.00613155391900241,0.0072138905779419,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105038881041412,0,0,0.216444153739533,0,0,0,0,0,0,0,0,0,0,0,0.17048658898781,0,0,0,0,0.164550020433427,0,0,0.107151544234668,0,0,0,0,0,0,0,0,0,0,-0.0345507586057498,0,0,0.00539037331614788,0,0,0,-0.12550858147921,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149402752895081,0,0,0.0281767935801935,0,0.0309053666213829,0,0,0,0,0.152527186663748,0,0,0,0.122135697707121,0,0,0.111741199931499,0,0,0,0,0,0,0,0,0,0,0,0.0380207269389388,0.0241399352097904,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0327566360923215,0,0,-0.00955163168891328,0,0,0,0,0,0.108961744761299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108948950519568,1.05557910572723,0,0,0,0,0,0,0,0,0,0,0.0173518547899854,-0.106311329746187,0,0,0,-0.041723491712021,0.0479753674111907,0,0.02566849939895,0,0,0,0.0262034741701997,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0785805385876064,0,0,0,0,0.0630357770960285,0,0,0,0,0,0.0472607025363751,0,0,-0.0471368972249179,0,0,0,0,0.135141764488741,0,0.304189631479864,0.269781965887229,0,0,0.0112059316353532,0,0,0,0,0,0.0687541787700247,0,0,0,0.0944482297508587,0.00754232320782134,0,0,0.192478329605023,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0498356752434712,0,0,0,0,0,0.0278780812844382,0,0,0,0,0.144811803776561,0,0,0,0.00903544914014577,0,0.448518360177977,0.0149874379724919,0.0692795161650524,0,0,0,0,0,0,0,0,0.0420165165975228,0,0,0,0,0,0.03043154998376,0,0.00771804043297842,0,0,0.0394972585157634,0,0,-0.00987826905542425,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17700944118541,0,0,0.0321690492001745,0,0,0.486563729073824,0,0,0,0,0,0,0,0,0,0.0673090909223313,0,0,0,0,0,0,0,0,0.00288861999460368,0,0.0091838321807772,0,0,0,0.0103698017368145,0.0268598641078057,0,0,0,0,0,0,-0.00225686694445809,0,0,0,0,0,0
