,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X601600.SH,X600362.SH,X600660.SH,X601898.SH,X600010.SH,X600801.SH,X600489.SH,X600188.SH,X600111.SH,X002466.SZ,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X600529.SH,X600027.SH,X600176.SH,X601992.SH,X600299.SH,X600426.SH,X002409.SZ,X600126.SH,X002353.SZ,X600315.SH,X002080.SZ,X600612.SH,X000723.SZ,X000959.SZ,X600516.SH,X000027.SZ,X600219.SH,X002075.SZ,X000898.SZ,X600486.SH,X601158.SH,X000932.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.130314565477042,0,0,0,0,0.0239663490676354,0.0744277227515743,0,-0.0543330014269302,0,0,0,0,0.0243101695674101,0,0,0,0,0,0,0,0,0,0.0647088942516142,0,0,0,0.0377835907832189,0,0.0259294556757345,-0.0458474094119858,0,0,0,0,0,0,0,0.00318878088821751,-0.00314962137480273,-0.00715419200811467,0,0,0,0,0,0
X600028.SH,0,0,0.0609938674239261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0147726683732705,0.0724390607098893,0,-0.00957380915942813,0,0.0693136248188756,0,0,0,0,0.000917124435864512,0.0269935907130941,0,0,0,0.0652539266977606,0,0.0687126439930001,0,0,0,0,0,0,0,0,0,-0.00710972932968203,0.0101106642367785,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.124676654463012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.00925341995194881,0,0,0,0,0,0,0,0.131542829989198,0,0.0712112246184554,0.117206844032348,0.00361256608120594,0.0508453167060897,0.0574898622973605,0,0,0,0.0960869935327938,0,0,0,0,-0.0194675895163292,0,0,0,0,0,0,-0.00207035305508511,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0486952483692275,0,0.0995089046645352,0,0,0,0,0,0,0,0.538301668124495,0,0,0,0.00916642221338545,0,0,0,0,0,0,0,0,0,0,0,0,0.00459705925832123,0.007041772050303,0,0.0433195903773573,0.056897087188676,0,0,0,0,0,0,0,0,0,0,0,-0.0401505541803018,-0.00581854070402096,0.00675508833969811,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0143520749508066,0.0607727837697682,0,0,0,0,0.173516499150092,0,0,0.0229108214189239,0,0,0,0,0,-0.0364485072301215,0.0338291000288767,0.035559210294041,0,0,0,0.0433317125335122,0,0,0.243024588374931,0.0753867402245344,0,0.0239316818683666,0,0,0,0,0,-0.0320420339845775,0,0,0,0,0,0,0,0.0378614918130553,0,-0.007862101694005,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0794028612300853,0,0.101516357484058,0,0,0,0.147638104705871,0,0,0,0.120255547580672,0.589160575463267,0,0,0,0,0,0,0,0,0.130225588937038,0,0,0,0,0,-0.0012330751074853,-0.0579418305755754,-0.144691868128607,0,0,0.128945270178829,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156800956929644,-0.011678331126511,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.11088434169152,0,0,0.00343881541762796,0,0,0,0,0.299644239366579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645038012445691,0,0,0,0,0,0,0,0,0,0.0177386091901233,0,0,0,0,0.000220083521663218,0,0,0,0,0,-0.0170880359331128,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.464871499868276,0,0,0,0,0,0.0369910639517221,0,0,0,0,0,0.0471914555098288,0,0,-0.0936898463927234,0,0,0,0,0,-0.0360397954951395,0.0274112412603891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560890554509357,-0.0164677350815564,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106531514869485,0,0,0,0,0,0,0,0.0694568127927237,0,0.13827990090186,0,0.108314385013023,0,0,0.0714189974352953,0,0,0,0.0211970822256611,0.0378612160256033,0,0,0.0357696550197911,0,0,0,0,0.261682772010169,0,0.00520066988462238,-0.0190307509826634,0,0,0,0,0,0
X002271.SZ,0,0,0,0.277285221964634,0,0,0,0.0474615703143387,-0.07794950959036,0,0,0,0,0,0,0,0,0,0,0.0240733496292855,0,0.0725398270879688,0,0,0,0,0,0.147287946897092,0,0,0,0,0,0,0.0490263138707864,0,0.05378489735304,0,0,0,0,0,0,0,0,0,0.114498030084257,0,0,0,0,-0.00381406365512163,-0.00699852080497875,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0343588325108205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905208555917207,0,0,0,0.0633727030703424,0,0,0,0,0,0,0.0359292610635718,0,0,0,0.00390113099318109,0,0,0,0,0,0,0,0,0,0.142151466775244,0,-0.0110095128086263,0.0250619053994674,0,0,0,0,0,0
