,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600352.SH,X600021.SH,X002470.SZ,X600660.SH,X601918.SH,X000792.SZ,X600489.SH,X600098.SH,X600623.SH,X600863.SH,X600022.SH,X600808.SH,X000629.SZ,X600547.SH,X300072.SZ,X600307.SH,X600578.SH,X600008.SH,X002353.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.702387820680757,0.037027365964698,0,0,0,0,0,0,0,0.0510931278873298,0,0,0,0,0,0,0,0,0,-0.0653748436205875,0.0273071295654918,-0.00406507926452036,0,0,0,0,0,0,0,0,0.0257310716631467,0,0,0,0.00186584295638383,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394179695984546,0,0.0563013352028001,0,0,0,0,0
X600028.SH,0.280872065051367,0,0.187408792929722,0,0,0,0.0853464363546439,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.125827492704793,1.0842021724855e-19,0,0,0,0,0,0.0748671155833918,0.0851914194401256,0,0,0,0,0,0,0,0,0,0.00915441786743967,0,0,0,0,0,0,0,0,-0.00522337943911286,0.00830449163805999,0,0,0,0,0,0
X601088.SH,0,0,0,0.171486671786465,0.0856194441379503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265033890109993,0.151240277732839,0,0,0,0,0,0.0238200994948786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649162390177152,0,0,0,0,0,0,-0.0116039805508866,0,0,0,0,0,0,0
X600011.SH,0,0,0.072018340778902,0,0,0,0,0,0,0,0,0.398078905631015,0.167227983083001,0,0,0,0,0.0510389537840854,0,0,0.168831356429691,0,0,0,0,0,0,0,0,0.00484029421092068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187673905179404,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0302762800813097,0,0,0,0,0,0,0.0987431799826976,0,0.000985974676835861,0,0.200086795162779,0,0,0,0,0.183081549404336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135354832186531,0,0,0,0,0,0.180745517806436,0,-0.00161358688921587,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.113258281474392,0.13656016647214,0,0.0092740942766078,0,0.079863697368014,0,0.0837667794573137,0.213661780619067,3.46944695195361e-18,0.0738475143268802,0,0,0,0,0,0,0,0,0,0.0196410526790945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378699298830896,0,0,0,0,0,0,0
X600585.SH,0,0,0.111382533374415,0,0.0736177730388666,0,0,0,0,0,0,0,0,0,0,0.0106917035072057,0,0,0,0,0,0,0,0.433420362554295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105727150754267,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.00941405619014486,-0.00622923345877755,0,0,0,0,0,0
X601898.SH,0.0955733318210099,0,0,-0.026850700058566,0,0,0,0,0,0.167093719760612,0,0,0,0,0,0,0,0,0.117982827718728,0.083309944264845,0,0.231812872293754,0,0,0,0,0,0,0.0956254626592107,0,0,0.146961538508247,0,0,0,0.0229488849344201,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441724017498112,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.140845044119536,0.291824499176953,0,0,0,0,0,0,0.105724727329245,0.198109081573203,0.0180847031704966,0,0,0,0,0,0,0,0,0,0,0.0356456006212854,0,0,0,0,0,0,0,0,0,0.0470020719999943,0,0,0,0.0161720556795786,0,-0.0201295869088416,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.183562616439604,0,0,0,0,0,0,0.0754951597526284,0,0,0,0.1603978320912,0,0,0.117381447320996,0,0,0,0,0,0,0.0260235453297647,0,0,0,0,0,0,0.112325455984013,0,0.00805187325817621,0,0.127325583181697,0.023833761675959,0,0.0314108568335912,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.05105491505676,0,0.316109385369605,0,0,0,0,0,0,0.203801391641143,0,0,0.0736330286810454,0,0,0,0,0.139812991306152,0,0,-0.0553252460715663,0,0.0953266938649017,0,0,0.16777973143134,0,0,0,-0.0317657151413843,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.00603919366867072,0.00803767582752382,0,0,0,0,0,0,0,0.0833959505596996,0,0,0,0,0.0322883655461401,0,0,0.283193382281725,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0415474110378379,0,0,0.31113090694882,0,0,0,0,0,0,0,0,0.0408553290144777,0,0,0,0,0,0,-0.0325561192920263,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.176186273234728,0,0,0,0,0,0,0.079679849438636,0.1856504443086,0,0,0,0,0,0,0,0,0.0629486895742297,0,0,0,0,0.136598415455774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440533149176917,0,0,0,0.222507669703676,0,0,0,-0.00599385618924069,0,0,0,0,0,0,0
