,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600010.SH,X600660.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600489.SH,X600688.SH,X600188.SH,X600352.SH,X000786.SZ,X601991.SH,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X600299.SH,X002075.SZ,X600176.SH,X600426.SH,X000401.SZ,X600529.SH,X600486.SH,X000723.SZ,X600315.SH,X002466.SZ,X601158.SH,X002353.SZ,X600219.SH,X600126.SH,X000898.SZ,X600612.SH,X600516.SH,X000932.SZ,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0478417143777394,0,0,0,0,0,0,0.117341355533485,0,0,0,0,0,0.0127741733782217,0,0,0,0,0.0973618440950701,0,0,0,0,0,0,0,0,0,0,0.0500511241949159,0.0888827566723875,0,0,0,0,0,0,0.0317395116584551,0,0,0,0,0,0,0,0,0,0,0,0,-0.000594239219626364,-0.00594712444613771,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0189122572826013,0,0,-0.0431870770601233,0.0322994137104029,0,0,-0.0135987883850682,0,0,0,0,0,0,0,0.180813883353599,0,0,0.0221280420246857,0,0,0,0,0,0,0,-0.0263409028701629,0,0,0,0,0,0,0,0.00772460481134435,0,0.0957294545516267,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.00269731107087178,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452427534613335,0,-0.205775892708216,0.131802041049478,0,0,0.0565628478692159,0,0,0,0.0357936063505063,0,1.38777878078145e-17,0,-0.00183777152822419,0,0.088943878717804,0,0,0,0,0,0,0.00870137152506528,0.0508939883348078,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.115255405701093,0,0,0,0,0,0,0.48421650520157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349356617067682,0,0,0,0.0190698418790329,0,0,0,0.0332423865455172,0,0,0,0,0,0,0,0,0,0,0,-0.0711149172917457,-0.000760211521054803,0.00302904684562099,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0201363978311331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371712072550199,0.128623788930673,0.175544381103441,0,0.0376934566143276,0,0,0,0.125368778526161,0,0.0435262806931065,0,-0.00673106153393858,0,0.249115725899667,0,0,0,0,0,0,0.00788105131967922,0.00203343750758443,0,0,0,0,0,0
X600547.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.498581907413323,0.0546406922704616,0,0,0.0337076114682247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447689728960697,0,-0.0622775216678059,0,0.0462713704244994,0,0.162376987596733,0,0,0,0.136430446212248,0,0.00649101266888521,0.0328266494244905,0.0334817692494521,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0522152096085216,0,0,0,0,0,0,0,0,0,0.0224019564212531,0,-5.42101086242752e-20,0,0.0577975605160175,0,0.0978909537482994,0,0,0.0953630652473654,0,0,0,0.0640740095191902,0,0,0,0.0122239578673461,0,0,0.000564520176753192,0,0,0,0.0380863760486839,0,0,0,0,0,0,0,0,0,0,0,0,0.020585263554405,0.0402180486507416,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0235966086586722,0,0,0,0,0,0.0443338544839478,0,0,0.3845929219731,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114271393341919,0,0,0,0.0710245671955431,0,0,0,0,0,0,0,-0.120837387685252,-0.006747800436586,0.0360785449060957,0,0,0,0,0,0
X600011.SH,0,0,0.277844506158675,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.258979258302087,0,0,0.145918642602508,0,0,0.0455739615495466,0,0,0,0,0.0484088833824352,-0.103829578289421,0,0,0,0,0,0.106137933799546,0,0,0,0.108299304926192,0,0,0.00604222825298302,0.0375069374175249,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0724153930556895,0,0,0,0.186402802731811,0,0,0,0,0,-0.0474591181311839,0,0,0,0,0,0,0,0,0,0.0876057972380522,0,0,0,0.204887883431037,0,0,0.0252512706910559,0.190809256762082,0,0.207576167278719,0,0,0,0,0.155918258813203,0,0,0,0,0.0822880677662256,-0.00826374013380139,-0.0163635922344358,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957223427855451,0,0,0.133041879216002,0,0,0,0,0,0.111594777943968,-0.120848480771857,0,0.136106308081288,0,0.130019417944251,0,0,0.00166965518596425,0,0,-0.0559387335804432,0,0,0,0,0,0,0,0,0,-0.0359720945849814,0,0.0152211937751942,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.00531728669472601,0,0,0,0,0,0.0435138143634114,0,0,0,0,0,0,0,0,0,-0.043779660743249,0,0,0,0,0,0,0,0,0,0,0.0412591762229202,0,0.241539729466907,0,0,0,0,0.0283970122520829,0,0.0450235620375726,0,0.0244857291404452,0,0,0,0,0,0,0,0,0.0168670384813482,0.0200992670684926,0,0,0,0,0,0
X600886.SH,0,0,0.325019390922047,0,0.172751666124463,0,0,0,0,0.0453287413222869,0,0,0,0,0,0,0,0,0,0,-0.0294854038371114,0,0,0,0.0424433212415549,0,0.0530529265105036,0,0,0,0.068476227376399,0,0,-0.0459546270220158,0,0,-0.0414677291348924,0,0,0,0,0,-0.00824234239152512,0,0,0,0.0308543336549133,0,0,0,0.0246056403506196,-0.00366983042289269,-4.33680868994202e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0318001107905649,0,-0.0163627583737621,0.0106947734868089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131340785441698,0.0417822028487696,0,0,0,-3.46944695195361e-18,0,-3.46944695195361e-18,0,0,0,0.0576351455732919,0,0,0,0,0,0,0.0669337964031813,0,0,0.011223910210788,0,0,-0.00491842703848376,-0.00149261982599572,0,0,0,0,0,0
