,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X600362.SH,X000786.SZ,X601898.SH,X600489.SH,X601600.SH,X600010.SH,X600176.SH,X600352.SH,X601991.SH,X600188.SH,X600111.SH,X600426.SH,X600299.SH,X600795.SH,X600027.SH,X600688.SH,X601992.SH,X002466.SZ,X002353.SZ,X002080.SZ,X000932.SZ,X600219.SH,X000301.SZ,X600529.SH,X000959.SZ,X600486.SH,X600612.SH,X600315.SH,X002250.SZ,X000723.SZ,X002409.SZ,X000027.SZ,X002075.SZ,X601158.SH,X300037.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0282528738341874,0,0,0,0.00723407612222539,0,0,0,0,0,0,0.127388767098286,0,0.073769765582797,0,0,0,0,0,0,0,0,0,0,0,0.040178524043758,0,0,0.0290779122782027,0,-0.0415506374512837,0.0554727903583579,0,0,0,0,0.038120901776967,0,0,0,0,0,0,-0.0293011464989983,-0.0074998599530794,-0.00297188764749892,0,0,0,0,0,0
X600028.SH,0,0,0.0574940157601649,0,0,0,0,0,0.0193627269812685,0,0,0,0,0,0.0395130086308899,0,0,0,0,0,0.0460751170890151,0,0,-3.46944695195361e-18,-0.00837118219250441,0,0,0,0,0,0,0,0.0648694061662096,0,0,0,0,-0.0200089913049465,0.0589128125756415,0,0,0,0,0,0,0,0,0,0,0.0296085097842888,0,0,0.006910969277424,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.127846091139108,0,0,0,0,0,0,0,0,0,0.02572668864696,0.0328074501083237,0,0.12592352887396,0,0,0,0,0.0253002791705423,0,0,-0.0240114604189461,0,0,0,0,0,-0.0373983188867228,0,0,0,0,0,0,0,0,0,0,0,0.0788825146197153,0,-0.00229783493314314,0.00994503412126177,0,0,0,0,0,0
X600585.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0091547882759075,0,0,0.179347288223979,0,0.122101504046231,0,0,0,0,0,0,0,0,0,0,0.0380095766206101,0,0.0215439328648341,0,0.0586031617874721,0,0,0,0,0,0,0,0,0,0,0.0536174078587733,0,0,0.0304257571210393,0,0.00391242715809813,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0409697504271493,0.0455000366169457,0,0.0455006599286396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219260113472333,0,0,0,0,0,0,0.0209441133241621,0,0,0,0,-0.00972674149785315,0,0.0829044565500074,0,0.0334270667670923,0.0592587582166045,0,0,0,0,0,0,0.178484951691387,0,0,-0.0160403993402627,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650612190511686,0,0,0,0.0866421796168238,0,0,0.000751281945394776,0,0.0357110849338611,0,0,0,0,0,0,0,0,0,0,0.0146261979896075,0.0604678968859182,0,0.00727006579000606,0,0,0,0,0,0,0,0,0.0393277015556992,0,0.0126075129523647,-0.0135595949998029,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0436785341308046,0,0,0,0,0,0,0,0,0,0.0912088426396954,0,0.0335211872169326,0,0,0,0,0,0,0,0,0,0,-0.0531724962503068,0.0274354698468793,0,0.14192842526617,0,0,0,0,0,0,0,0,0.07388618666845,0.0912843670661309,0,0,0,0,0.0130789904602767,0,0,0.000475997771003484,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0433764375939184,0,0,0,-0.00699627976745573,0,0,0,0,0,0.0211564160252711,0,0,0,0,0,0,0,0,0.216842436686718,0,0,0,0,0,0,0.0212798746929823,0,0,0,0,0,0,0,0,0,0.109934225348429,0.180617954268828,0,0,0,0.0637954762939736,0,0.166161242132926,0.130995640547654,0,-0.0215288391993155,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802976114993706,0,0,0,0,0,0,0,0,0,0,0,0,0.525680946645781,0,0,0.00189495566071055,0,0,0,0,-0.221823960820158,-1.73472347597681e-18,0,0,0,0,0,0,-0.0620770312071324,0,0.176814887307933,0,0,0,0,0.0905409421208519,-0.000274268840755973,0,0,0,0.0856904936679175,0,0
X000708.SZ,0,0,0,0,-0.177203401971282,0,0,0,0,0,0,0,0,0,0,0,0,0.206991193069682,0,0,0,0.139348121906479,0,0.20155377077117,0.0186265614449106,0,0,0,0,0,0,0,0.0992315749006636,0,0,0,0,0,0,0,0,0,0,0.20946760580039,0,0,0,0,0,0,0,0.0218895329772809,-0.0054281026099189,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.142395622607726,0,0,0,0,0,0,0,0,0,0,0,0,0.0344563604159954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849356167408066,0,0,0,0,0,0,0,0,0,0,0,0.0295565285688153,0.03983458049939,0,0.0969608199122236,0,0.179815404427846,0,0,0,0.0165278176833227,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0262541651078411,0,0,0.029307760097077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201198810889332,0.0245328748226088,0,0,0,0,0,0.178559425892708,0,0,0,0.120726163851607,0,4.33680868994202e-19,0,0,0,0.439815450895988,0.123434126549799,0,0,0.0085566726603728,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0539502401861342,0.0359737039787432,0,0,0,0,0,0,0,0,0.115813983537925,0,0.226303598525339,0.199257217639231,0,0,0,0,0,0,0,0,0.0277514448851025,-0.0775160938872008,0,0,0,-0.0219070716035062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292418825458128,-0.00756348026979746,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0.052327676558156,0,0,0,0,0,0,0.112191203087394,0,0,0,0,0,0,0.0215612868622893,0.139775602709499,0.0174446382314521,0,0,0,0,0,0,0.00196046768872341,0.0561647838668076,0,0,0,0,0.0226228987270052,0.191710303852478,0,0,-0.0254369267505357,0,0.0924582037814145,0,0,0,0,0,0,0,0.0214632401597552,0.0370949394508598,0,0,0,0,0,0
