,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X600516.SH,X002460.SZ,X601991.SH,X000898.SZ,X600547.SH,X600111.SH,X600176.SH,X600886.SH,X000786.SZ,X600352.SH,X000709.SZ,X000825.SZ,X002271.SZ,X600027.SH,X000792.SZ,X601699.SH,X000553.SZ,X000408.SZ,X000830.SZ,X600299.SH,X000932.SZ,X600808.SH,X601158.SH,X600219.SH,X002110.SZ,X600489.SH,X000883.SZ,X000959.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.367732862796388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22162129188454,0.00248353470118626,0,0,0,0,0,0,0.0848452634148287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.012510204279152,0,0,0,0,0,0,0,0,0.0564742777014681,0,0,0,0,0.0371371969741658,0,0,0.0029844722095953,0,0,0,0,0,0
X600028.SH,0.511644627239624,0,0.0611683857211361,0,0,0,0,0,0,0,0,0,0,0.0166957074046585,0,0,0,0,0,0,0,0,0.277099233705179,-0.028602853137836,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,-0.00590689836845965,0,-0.101538312877194,0,0,0,0,0,0,0,0,0,0,-0.0117583021404262,0.00214294165611008,0,0,0,0,0,0
X601088.SH,0,0,0,0.40361700603655,0.116546899058709,0,0,0,0,0,0,-0.0243762100701341,0,0,0,0,0,0,0,0,0,0,0.0560144655413705,0,0,0,0,0,0,0,0,0,0,0.154273800901524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.131014213799247,0,0.195967132597295,0,0,0,0,0,0,0,0,0,0.181358177693564,0,0,0,0,-0.0521002417263971,0,0.357036986313678,0,-0.0952534502128143,0,0,0,0,0,0.158115492870638,0,0,-0.033984639663849,0,0,0,0,0,0.105455566177093,0,0,0,0,0,0,0,0,0,0,0.00669775226721872,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.192402834858766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102943733959658,0,0.267048515476083,0,0,0,0,0,-0.16768022899454,0.249392197605541,0,0,0,0,0.194177471306222,0,0,0,0,0,0,0,0,0,0,-0.0122203478767364,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0484220516484106,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00975296115300263,0,0,0,0,0,0.119081523638561,0,0,0,0,0,0,0.129128942266309,0,0.0483265551072585,0,0.0603234386365478,0,0,0,0,0,0,0.192324673529316,0,0,0,0.0160884426038592,-0.0194479813024082,0,0,0,0,0,0
X600309.SH,0,0,0.0148831734053844,0,0,0,0,0,0.00125796234685923,0,0,0,0,0,0,0,0,-0.00448176618971407,0,0,0,0,0,0,0,0,0.0102075327478087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202572990235794,0,0,0,0,0,0,0,0.0103416178724696,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0456409645147073,0,0,0,0,0,0,0,0.0819114081800032,0,0,0,0,0,0,0.126402454332472,0,0.00363548899243336,0,0,0,0.110394531760837,0.0705497334245094,0,0.0957938204075908,0,0,0,0,0,0,0,0,0,0,0.0422344553569755,0,0.0247555761091609,0,0,0.00615232234616721,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139018420669359,-0.123468414614733,0,0,0,0,0,0,0,0,0,0,0,0,0.168139903686103,0,-0.0138229674246858,0.0739073466233224,0,-0.0761634077482166,0,0,-0.0270311358717036,0,0,0,0,0,0,0,0,0,0,0.0564252118863164,-0.193862196480687,-0.122700256550824,0,0,0,0,0
X600188.SH,0,0,0.24853067962901,0,0.0369534555671577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120428309098052,0,0,0,0,0,0,0,0,0,0,0.4849542758729,0,0,0.162229583234271,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00180279251536492,-2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138312471010853,0,0,0.065466151153336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541452171317579,0.173747257764048,0,0,0,0,0,0,0,0.188192285857948,0,0,0,0.12119906857536,0,0.169306308407707,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0817917640777377,0,0,0,0,0,0,0,0,0,-0.191098358026305,0,0,0,0.272339464309188,0.464741460455058,0,0,-0.198036978768007,0,0,0,0,0,0,0,0,0,0,0.0256570286479017,0,0,0,0,-0.072699334292477,0,0,0,-0.0204777202611186,0,0,0,0,0,0,0,0.000906785684971167,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0156963478261355,0,0,0,-0.0169847492882671,-0.0395535747087979,0,0,-0.0633500501895552,0.133055412042509,0,0,0,0,0.0303502193054913,0.245886056611529,0,0,0,0,-0.0638949497860847,0.138448910021678,0,0,0,0.121184154337279,0,0,0.152153565110097,0,0,0,0,0.0411198056527884,0,0,0,0,0,0,-0.00865758835036875,0,0,0,0,0,0,0
