,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X601992.SH,X300072.SZ,X600111.SH,X600027.SH,X002460.SZ,X600176.SH,X600352.SH,X000553.SZ,X600299.SH,X002110.SZ,X600426.SH,X000786.SZ,X000932.SZ,X600801.SH,X600808.SH,X000709.SZ,X000883.SZ,X600339.SH,X601158.SH,X600583.SH,X600219.SH,X601699.SH,X601003.SH,X000830.SZ,X000408.SZ,X002271.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.263334615640887,0,0,0,0,0,0,0,0,0,0,0.0327443845540591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672236261777049,0,0,0,0,0,0,0,0.0257117548327578,0,0,0,0,0,0.213960782177504,0,0,0,0,0.00418151838123968,-0.00277078258513921,0,0,0,0,0,0
X600028.SH,0,0,0.317763292884104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133163062777079,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0200491354092699,-2.16840434497101e-19,0,0,0,0.0469377746872888,0.0227071699771236,0,0.00357971125862597,-0.000522775979757042,0,0,0,0,0,0
X601088.SH,0,0.0370500379319018,0,0,0,0.0282081031515446,-0.0229947080176932,0,0,0,0,0,0.540742951989895,0,0,0.0354095467259872,0,0.057260701359478,0,0,0,0,0,0,0,-0.024144301947888,0,0,0,0,-0.0932395402795427,0,-0.0723282876098829,0,0,0,0,0,0,0,0,0,0.0812134490232575,0,0,0,0.0319146868848802,0,0,0.000277404657134387,-0.00914303425702897,0,0,0,0,0,0
X600585.SH,0,0,0.302337343946231,0,0.0121499825359979,0,0,0,0,0,0,0,0,0,0,0,0,0.0868822370621227,0,0,0,0,0,0,0,0,0,0,0.12156983976805,0,0,0,0.0848189959576383,0,0.303834446192692,0,0,0,0.00897309442372761,0,0.018283650201188,0,0,0,0,0,0.0181022816038782,0,0,-4.33680868994202e-19,0.0115549854581571,0,0,0,0,0,0
X600019.SH,0,0,0,0.245528724338947,0,0.116511336876518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466884221337334,0,0,0.295366788098895,0.0400937781151078,0,0,0,-0.0287631766823168,0,0,0,0.0749126203594313,-6.93889390390723e-18,0,0,0.057676027084313,0,0,0.00477834833060841,0.0173924560803656,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256929624843377,0.0388933416656114,0,-0.126112318645723,0,0,0,0,0,0,0,0,0,0,0,0.277718523577937,0,0,0.160675939447121,0,0.056312499166857,-0.317220143371366,0,0,-0.09148352471162,0,0,0,0,0,0.459943637271615,0,-0.0477804783630178,0,0.0521556474162117,0.0324366404661676,0.0428354625818689,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0763758379253075,0,0,0,0,0,0,0,0,0,0,0.138326049224386,0,0,0.127285242097693,0,0,0,0,0.646411244656009,0,0,0,0,0,0,0,0,-0.060099854275083,0,0,0,0,0,0,0,0,0,0,0.17190347992525,0,-0.0490118597181029,0,0,0.00287311801241869,0.0149996964455675,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177360738194171,0,0,0.193794540648321,0,0.0154963723621454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409490287619776,0,0,0.22818586713086,0,0,0,0,0,-0.0228330974816546,-0.0884875432367362,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0183515274553952,0.208865711699221,0,0,0,0,0,0.0540173961408316,0,0.110027875321783,0,0,0,0,0.0648835138781126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544982704217457,0.00879281026656665,0.088734554031514,0,0,0,0,-0.00280134997248547,-0.000975282733207347,0,0,0,0,0,0
X600660.SH,0,0.0498778542655896,0,0,0,0,0.0916785362402289,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.278391807977749,0,0,0,0,0,0,0,0,0,0,-0.0338591442381991,0.0795461334465056,0,0.144404654146301,0,0.025907311696807,0,0,0,0,0,0,0,0,0,0,0,-0.0123274739042492,0.00654732083963623,0,0.127007325109693,0.00503484509759173,0.0180424274355004,0,0,0,0,0,0
