,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X600795.SH,X002271.SZ,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X002409.SZ,X300037.SZ,X000629.SZ,X000408.SZ,X000932.SZ,X600995.SH,X600219.SH,X002080.SZ,X000723.SZ,X600688.SH,X600612.SH,X600096.SH,X600378.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.737683586377478,0,0,0,0,-0.0154324068392037,0,0,0,0,0,0.184641870108742,0.0278729114192194,0,0,-0.0730574332444687,0,0,0,-0.0328389511697902,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.135426170541331,0.14605841105915,0,0.0130727710614694,0,-0.0953841133921874,0,0,0,0,0,0,0.0805448275994423,0.0357358394059095,0,0.301237262661794,0,0,0,0,0.0555232032375139,-0.0525212897769656,0,0,0,0,0,0
X600028.SH,0.71746187672323,0,0,0,0,0,0,0.12836748525967,0,0.0456037411098904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025481157315694,-0.021516400557387,0,0,0,0,0,0,0,-0.131436081501069,0,0,-0.0542833168239555,-0.0903300286705362,0,0,0,-0.0217007017335207,0,-0.0247775430190317,0,0,0,0,0,0,0,0.0247855919903442,0,0,0,0,0,0,0
X601088.SH,0.0456997814726249,0,0,0,0,0.241663494166017,0,0,0,0,0,0,0,0.0964394839906377,0,0,0.0938181513437028,0,0.0380131434804458,0,0.0853163154229637,0,0,0,0,0,0,0,0.0436625526299321,0,0,0,0.0325113924329879,0,-0.00498644256422933,-0.123040741962039,0.0460860353571386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023808113509391,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.151145622818452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187127754982786,-0.118698516486573,0,0,0,0,0,3.46944695195361e-18,0.0388589523049305,0,0,0,0.120022394091148,0,0.0139907508980793,0,0,0.0515503650145342,0,0,0,0,0,0.00367780530528144,0,0,0,0,0,0,0,0.00286066033337444,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.184931672068658,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.094599806413412,0,0,0,0,0,0,0,0.425589807589918,0,0.155385495893489,0,0.523050957237584,0,0,0,0,0,-0.425570226859324,-0.0718057219045147,-0.0270756108863068,0,0,0,0,-0.0446415012421473,0,0,0,0,0,0,0,0,0,0,0.0419407384648066,-0.0563188928909475,0,0,0,0,0,0
X600188.SH,0,0,0.110995529817526,0,0,0,-6.93889390390723e-18,0,0,0.117439640289256,0,0,0,0.244825928526011,0,-0.125376430788895,0,0,0.0380527339613642,0,0,0,0,0,0,0,0,0,0,-0.556795693251415,0.437972694894403,0,0.0185321158563961,0,0,0,0,0,0,0,0,0.0235394690944178,0,0,0,0,0,0.0316946735452513,0,0.421162510119818,0,-0.000386367468140846,-0.171998750076369,0,0,0,0,0,0
X600019.SH,-6.93889390390723e-18,0.0953704120432634,0,0,0,0.0266179414965566,0,0,0,0.0387057982650996,0,0,0,0,0,0,0,0,0,0,0.105597707299761,0,0,0,0,0,0,0,0,0,0,0,0.10370723093005,0,0,0,0,-0.105154119147717,0,0,0,0,0,0,0,0,-0.0230453695418113,0,0,0.13989810141616,0,0.040663466932198,0.0269909633926708,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0141996335915361,0,0.0868466129787534,0,0,0,0,0.0296211112916699,0,0,0,0,0,0,0,0,0.0980337850745431,0,0,0,0,0,0,0,0,0,0,0.150480727700203,0,0,0,3.46944695195361e-18,0,0,0.0705707383634932,0.0650718150998994,0,0,0.0119703297303481,0,0,0,0,0,0,0,0,-0.0206478720273554,-0.0684841286039865,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.524751226047121,0.0564104471147567,0,0,0,0,0,0,0,0,0.132563057424869,0,0,0,0,0,0,0,-0.0253195329720107,0,0,0,0,0,0,0.00242487927403659,0,0.088166305964426,0.147192610983061,0.00589381032754267,0,0,0,0,0,-0.028098039644729,0,0,0,0.222729204286633,0.0260385574921507,0,0,0,0,0,0,0
X601898.SH,0.110948743423893,0.0307760606471114,0.0168574831969982,0,0,0.260456371206235,0.0633812353730346,0,0,0,0,0,0.0997043818681217,0,0,0,0,0,0,0,-0.241148725417078,0,0,0,0,-0.0391097252866536,0,0,0.0148071881884257,0,0.253337484051501,0,0,0.0734914261760365,0,-0.126351572980613,0.0401246426366612,-0.0462435377852106,0,0,0,0,0,0,0.0159389704027918,0,0,0,0,0,0,0,0.0242386459679533,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.375105185316648,0,0,0,0,0,0,0,0,0,0.752329699024325,-0.00666782968189603,0,0,0,0,0,0.0626123588500046,-0.0957931266215334,0,0,0,0,0,0.0417520894582636,0,0,0.0225975541285053,0,-0.0608349236097982,0,0,0.0364560147346452,-0.0485788462336363,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.327746396143171,0.140748459521738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291896787263313,0,0,0,0,0.283603655142404,0,0,0,0.067017702768691,0,0.0385787729132889,0,0.114646516158455,0,0,0,0,0,0.0813335260082606,0,0,0,0,0,0,0.0790529421395429,0,0,0,0,0,0,0
