,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X601992.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600547.SH,X000709.SZ,X600583.SH,X000539.SZ,X600309.SH,X000883.SZ,X600489.SH,X000898.SZ,X000027.SZ,X600352.SH,X000630.SZ,X002470.SZ,X000629.SZ,X002075.SZ,X300072.SZ,X000983.SZ,X000060.SZ,X000959.SZ,X600098.SH,X600160.SH,X600176.SH,X600021.SH,X600610.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.149241376117763,0,0,0,0,0.0542710503567021,0,0,0.0886991099328574,0.13070978663116,0.0368248479806845,0,0,0,0,0,0,0.0138986901939316,0,0,0,0,0,0,0.0287822137720905,0,0,0,0,0,0,0.00795991819100772,0,0,0,0.00658210109569575,0,0,0,0,0,0,0.00714569464810165,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0468058114553486,0,0,0,0,0.0154361964498077,0,0,0,0.118961474815006,0.0755262158437644,0,0,0,0,0,0,0,0.106463472344699,0,0,0,0,0,0,0,0,0,0.0521856191633824,0,0,0.0564787153461875,0,0,0.0181415033844744,0,0,0,0,0,0,0.010033770149976,0.00533864629799332,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.372100428346496,0,0,0,0,0.0949364631251391,0,0,0.054843592624095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334739700179733,0,0,0,0,0.0943917776952427,0,0,0,0.0479034243095664,0,0,0.0614667425168979,0,0,0,0,0,0,-0.0358242213521243,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0209151712923148,0,0.154921417190405,0,0,0,0,0,0,0,0,0,0,0,0.0964410023874406,0,0,0,0.0040917432387732,0,0,0,0,0,0,0,0,0.00970727533879516,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.018667548569701,0,0,0.209171715476305,0,0,0,0,0.000220104051821191,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134547353481687,-5.42101086242752e-20,0,0,0,0,0.00741442712703053,0.193059189164519,0,0,0,0,0,0,0,0,0.296361679509968,0,0.0826502737223839,0,0,0,0.129351328784725,0.00958239224517381,0,0.0333985538970825,0,0,0,0,0,0,-0.0257499266063479,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.315410229911227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372617319299293,0,0.0426631309575973,0,0,0,0.0350231421191268,0,0.119116114199105,0.0337513038207423,0.157913981223683,0,-0.0121406920672068,0,0,0,0,0,0,-0.0318413832121162,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0832580660223365,0,0.130746331707255,0.0444669933986644,0,0,0,0,0,0,0.144061848815228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10472934565251,0,0,0,0,0,0,0,0,0.0532687253173629,0,0,-1.38777878078145e-17,0,0.00267896568141548,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0285488403211678,0,0,0.102906040845041,0,0,0,0,0,0.126929943670092,0.00668403947951849,0,0,0,0,0,0,0,0.0321115950193566,0,0,0,0,0,0,0,0,0.0486533626295394,0,0,0,0,0.10711680352134,0,0,0,0.153160299057255,0,0,0,0,0,0.0568165884323019,0.148147832636657,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.134419612470915,0,0,0,0,0,0,0.0379507459519666,0.165528886814311,0,0,0,0,0.00880472598442375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211235839742471,0,0,0,0.0388624524821118,0,0,0.11819634421431,0.00924867054526932,0,0.037647108925202,0,0,0,-0.0196158532136787,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131552994436829,0,0,0,0,0.0154958309014562,0,0,0,0,0,0,0,0,0,0,0,0,0.0613505332225342,0,0,0,0,0,0,0,0.0220151949418217,0.216306236579986,0.0663946485186794,0,0.112247890613795,0,0,0,0.114221674959875,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.186614271679433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812985959512638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132712403429764,0.0046382110806814,0,0.0489963976750074,0,0,0,0,0,0.112101532340812,0,0,0.249629910525552,0,-1.73472347597681e-18,0,0,-0.00131369274349646,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143241675170773,0,0,0.195927367267566,0,0,0,0,0,0,0,0.0152091746735601,0,0,0,0,0.204003398841708,0,0,0,0,0,0,0,0,0,0,0,0,0.0936867258786149,0,0,0,0,0.244758919270982,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243416146903063,0,0,0,0,0,0,0,0,0,0,0,0.0755390453477041,0,0.589624936514876,0,-0.0850658227375727,0,0,0.266379004183589,-0.100527728085979,0,0.232820884561313,0,0,0.134528508044703,0.0629915465280372,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.00919050171999729,0,0,0,0,0,0,0,0,0,0.0333146422826841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311142809640461,0,0,0,0.0571623085311736,0,0,0.0952117104674848,0.140316586307005,0,0.115596648558103,0,0,0.225228990471556,0,0.0100578153036205,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0.183687107898817,-1.73472347597681e-18,0,0,0,0,0,0.294410465956423,0,0,0,0.226484090034449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470708855126756,0,0,-0.00968596724262978,0,0,0.0375310551465573,0,0,0,0,0,0.00810168039783473,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0.0456309207207188,0,0,0,0,0,0,0,0,0,0.0120419883639186,0,0,0,0,0,0,0,0,0,0,0,0.0528730216156954,0,0,0,0,0,0,0,0,0.135089530918688,0,0,0.163820515411133,0.173362016224851,0,0,0,0.159166222054858,0,0.0452269137672066,0.0365331356801436,0,0,0.0765480048513255,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178813326775827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260250104425736,0,0,0,0.0266977014896218,0,0,0.0422041912713652,0,0,0.037463389279038,0.0326524846614875,0,0.208848495955816,0.0166728107018021,0,0,0,-0.00544058387436708,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.112470216825769,0,0,0,0,0,0,0,0,0,0.109539548975668,0,0,0,0,0.0981558087269707,0.0141401377914137,0.0216155438587689,0,0,0.014039388971321,0,0.147430127950137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271767668602123,0,0,0.0724737190581232,0,0,0,0.0537471269610139,0,0,0.0168811660269282,0,0.029674995602051,0,0,0,0
X601992.SH,0,0,0,0,0,0.0477931132801045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176240140054096,0,0,0.300625606507756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215774675797425,0,0,0,0.166546365293775,0.0233377330763625,0.120529392792978,0,0,0,0.125931749707285,0,0,0,0.0362271597544356,-0.0501254125631905,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.402307795046422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908365076251661,0,0,0.170359557490822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274644834169994,0.0928450889561014,0.117670917690968,0,0,0,0,0.0764003948543586,0,0,0,-0.0104426582231856,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0743851101562572,0,-0.171192259846663,-0.341432381557421,0,0,0,0,-0.180846341756574,0,0,0,0,0,0,0,0,0,0,0.248430535855618,0,-0.366562808138812,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.599623335035445,0,0,0.263438901275945,0,0.0374454842910961,0.0660810366723151,0,0,0.205634870576682,-1.38777878078145e-17,0,0.283720378621324,0,0,0,0.11263163452362,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246428759781925,0,0,0,0,0,0,0,0,0,0,0.0988200999134713,0,0,0,0,0,0,0,0,0,0.0651205823955354,0,0,0,0.00251730210298352,0,0,0.0236104032039521,0.253842860656623,0,0,0.152186534348755,0,0,0,0.197643682096853,0,0,0.0278369450991928,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.132695198941953,0,0,0,0,0,0,0,0,0.0221452127642444,0.04692817671171,0,0,0,0,0,0,0,0.0814008709618472,0,0,0,0,0,0,0,0.154483509325692,0,0.034677705727448,0,0,0,0,0,0.00803909480062178,0,0,0,0,0,0,0,0,-0.00992232749593018,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0791490003743208,0,0,0,0,0,0,0,0.185137435008898,0,0,0,0,0,0,0,0,0.431208088339598,0,0,0,0,0,0,0,0,0.0276697587293263,0,0,0,0,0,0,0,0.0334470482370725,0.0524227321604571,0.170951903722923,0,-0.127901787359775,0.0132919870606977,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.0047496363498648,0,0,0,0,0,0.0100711571000418,0,0.105106827534814,0,0.0743018325610067,0,0.00493151856037736,0,0,0,0,0,0.316846941432603,0,0,0,0,0,0.0255953600448212,0,0,0,0.0686354984962691,0,0,0,0.0960950390232465,0,0.0823793125908469,0,0,0,0.0368207089070247,0.0229091898556626,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,-0.0312280998894344,0,0,0,0,0,0,0,0,0,-0.0318323739719789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90638716455193,0,0,-0.0367998604299393,0,0,-0.000277268808431185,0.0209198098525023,0,0,0.225596548645313,0,0,0.0106077519894708,0,0,-0.014396357477875,0,0,0,0,0,0.0211855349376277,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.098306637036504,0.0699770813710406,0,0,0,0,0.087722084636652,0,0,0,0,0,0.129143290025209,0,0,0,0,0.0138724701793273,0,0,0,0,0,0,0.310137557377816,0,0,0.0417651785862737,0,0,0.0208884608230523,0,0,0,0.247141596819546,0,0.0273201674863557,0,0,-0.0837963958139978,0,0,0,-0.011540538402517,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100687602258766,0,0,0,0,0,0.0301985942538321,0,0,0,0,0,0,0,0,0.0664104690691875,0,0,0.144624290095209,0,0,0.136111163874396,0.100557443706122,0,0,0.126506627337164,0.0813552017562145,0,0,0.0193962574835625,0,0,0,0.0192942949800439,0,0,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0.127559073506001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601838249550455,0.0931489962550584,0,0,0.191071340181839,0,0,0,0.0413735142797007,0,-6.93889390390723e-18,0,0,0.202448711100574,0.0503236449044146,0,0,0,-0.0102483635253847,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.146709677156366,0,0,0,0.125725581072968,0,0,0,0,0,0,0,0,0,0.0173711365618675,0.0534577176303293,0,0,0.0380687514865061,0,0,0,0,0,0,0,0,0,0.0615800075638549,0,0,0.0860650588806658,0,0,0,0,0.0504591671593252,0.103220110239074,0,0.0264585642328977,0,0.0846065458716616,-0.0418399889763649,0.0486941667985184,0,0.0340184316793303,0.00596281963291112,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0.173166407818508,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.051790180663472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117739976192317,0.0718008133572721,0,0,0.0441562008714752,0.110459323269177,0,0.115841339600842,0.0672304590184709,0,0.0274846720483571,1.73472347597681e-18,0,0,0,-0.00409842907834892,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.123021925996757,0.040880688535739,0,0,0,0,0,0,0,0,0,0,0,-0.078050285229951,0,0,0,0,0.658295673325375,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265305615592553,-0.0742938896832415,0,0,0.0778159204839642,0,0.0529905941866191,0,0,0.0394433072771242,0.0669414507372805,0,-0.0035624540659183,0.000591104920190742,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.172634994665483,0,0,0,0.026117846264087,0,0,0,0,0,0,0,0,0,0,-0.0426629143752945,0,0,0,0,0,0.548123778800651,0,0,0,0,0,0,0,-0.00286093433479647,0,0,0,0.0846274025621253,0,0,0.160914956401082,0.0366694613025215,0,0,0,0,0,0,0,0,-0.0242140122053378,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143120507971868,0,0,0,0,0,0.18866475122675,0,0,0.0237477983678795,0,0,0,0,0,0,0,0,0,0,0,0.0295607542409727,0,0,0,0,0.0303411203314266,0,0.1788908646719,0.131606019355344,0,0,0.0889775558460844,0,0,0,0.0184995600126044,0,0,0,0,0,0
