,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600489.SH,X002466.SZ,X600027.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000408.SZ,X000630.SZ,X600157.SH,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X600352.SH,X002353.SZ,X600995.SH,X000883.SZ,X600688.SH,X600549.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0707980564885776,0,0,0.0120432089352805,0,0,0,0,0.109936680664153,0,0.101366241417962,0,0,0,0.105263398125988,0,0.166365839293998,0,0,0,0,0,0,0,0,0,0,0,0,0.0403556632964696,0,0,0,0,0,0,0,0,0.0261760411309948,0,0,0,0,0,0,0,0,0,0,0,-0.0301101528985595,0,0
X601088.SH,0,0,0,0,0.395179007368421,0,0,0,0,0,0,0,0,0,0,0,-0.108293299018562,0,0,0,0,0,0,-0.00774594802497095,0,0,0,0.0505742494507818,0,0,0,0,0,0.13449746675547,0,0,0,0,0.0569796303528381,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00751382500867676,0,0,0,0,-0.0234738474907074,0,0
X600028.SH,0.138740124033718,0,0,0,0.138712528452936,0,0,0.00950321596031892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0223244559463986,0,0,0.265483533728422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352836161973633,0,0
X600309.SH,0,0,0,0,0,0,0,0.0166992136050679,0,0,0,0,0,0,0,0,0.00763815455738636,0.0570065045769883,0,0,0,0.186395111079969,0,0.0575399660344543,0,0,0,0,0,0,0,0,0,0,0,0.157411597092288,0,0,0.0346213160055902,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384641487190117,0,0,0,0,-0.00599258750364098,0,0
X601898.SH,0,0.666324025572007,0.175814228745281,0,0,0,0,0,0,0,0,0,0,0,0.0532969874819215,0.0546871402559183,0,0,0,0,0,0.159454328277499,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0352241807390502,0,0,0,0,0,0,0,0,0,0,0.0586185508461663,-0.0208122997193438,-0.0294585489004791,0,0,-0.000135719737453912,0,0
X600660.SH,0.0254584018807592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652877261361143,-0.0352680663244245,0,0.272190397321298,0,0,0.128003664707403,-6.93889390390723e-18,-0.0712509997425551,0,0,0,0,-0.0610171664189902,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893876309548381,-0.271178550483302,0.163642254829096,0,0,0,0,0,0,-0.0347940677364558,-0.0474040276004079,0,0,0,-0.0329942278947525,0,0
X600019.SH,0.128378918204501,0,0,0,0,0,0,0,0,0.188773540519495,0,0,0,0,0,0,0,0,0,0,0.0646487392433399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252344342154228,0.108343275940016,0,0,0.0541725497277865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300444124151405,0,0
X600188.SH,0,0,0,0.169404126215854,0.163594248238862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212405878310178,0.111695280786812,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.247600870577307,0,0,0,0.07248052897144,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0193685089840772,-0.0154823566567439,0,0,0,-0.0219094896213138,0,0
X600585.SH,0,0,0,0,0.222485418553377,0,0,0,0,0,0,0,0,0,0.0345515490089808,0,0,3.46944695195361e-18,0,0.188761807336381,0,0,0,0,0,0,0,0,0.243669448848797,0,0,0,0,0,0,0.334351924728637,0.0564026546225012,0,0,0,0,0,-0.0927493159113873,0,0,0,0,0,0,0,0,0.0726825706634959,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.502341700122263,0,0,0,0,0,0,0,0,0,0,0,0.432650932777654,0,0,0,0,0,0,0,0,0.334005230482987,0.208427848092961,0,0,0,0,0,0,-0.0728694095865458,0,0,-0.0434283447110348,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134888006420596,0,0,0,0,-0.0419368273848848,0,0
