,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X600362.SH,X600623.SH,X600111.SH,X600157.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000792.SZ,X600309.SH,X000709.SZ,X600352.SH,X600489.SH,X600583.SH,X000898.SZ,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X000983.SZ,X000060.SZ,X002470.SZ,X000959.SZ,X002075.SZ,X600021.SH,X000723.SZ,X600176.SH,X600022.SH,X600098.SH,X000012.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.16957393788164,0,0,0,0,0,0,0,0,0,0,0,0.00782333134253595,0,0,0,0,0,0.135860976317847,0,0,0,0.0943388770423793,0.0684216415829323,0,0,0,0,0.00546591925874581,0,0,0,0,0,0,0,0.0201496680835144,0,0,0,0.0154314742236021,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.116846684072444,0.0185911355264162,0,0,0,0.067241043133804,0,0,-0.0028596893988926,0,0,0,0,0,0,0.00930535150919942,0,0,0,0,0,0,0,0.173737231767353,0,0,0,0,0,0,0,0.0142263452025772,0,0,0,0,0,0,0,0,0.0501306253810424,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.141361004758971,0,0,0,0,0,0,0,0.0581403934020411,0.0327192752889669,0,0,0,0,0,0,0,0,0,0,0.0861108145905503,0,0,0,0,0,0,0,0,0,0.200781382274427,0,0.172941699751446,0,0,0,-0.0074137888127832,0,0.0170451926602515,0,0,0,0,0,0,-0.009441420852707,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.060212596721591,0,0,0,0,0,0,0.30111064410117,0,0.0118156437801435,0,0,0,0.025673829153696,0,0,0,0,0,0.0473309988248041,0,0,0,0,0.12384300535831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143017801619268,0,0,0,-0.00266025738156005,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0230217871617069,0,0,0,0,0,0,0,0,0,0,0.267918667300565,0,0,0,0.013195087461083,0,0,0,0,0,0,0.192149046710523,0,0,0,0.0917920753804578,0,0,0,0,0.049285255415722,0.0986896966857978,0,0.0232074182500304,0,0,0.0479899645834313,0,0.0663185499784931,0,0.0031560288197251,0,0,8.67361737988404e-19,0,0.0052970861376745,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.125408777926647,0,0.399541662194355,0,0,0,-0.0228519265065115,0,0,0,0,0.0998297474992722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170483387319397,0,0,0.0270576685664424,0,0,0,0.00973200941754617,0,0,0.0937468215807792,0,0,0,0,0,0,0.0295616345946793,0,0,0.0445794346907042,0.0666932474556351,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0023736826421327,0,0,0,0.089234810708715,0,0,0,0,0,0.0201474040841294,0,0,0.0904025062267803,0,0.00503822692809405,-0.0339665931537194,0,0,0,0,0,0,0.140253842366786,0,0,0,0,0,0,0,0.1701731239279,0,0,0,0,0.107854705759705,0,0,0,0,0.084382491262278,0,0,0,0,-0.026276672227624,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0228625809556853,0,0,0.056033520114252,0,0,0,0,0,-8.67361737988404e-19,0,0,0.49196358572161,0,0,0,0,0.13857208014968,0.0911976290243849,0,0,0,0,0,0.104357497831763,0,0,0.112353052629643,0,0,0,0,0,0,0,0,0.0391383443541997,0,0,-0.0272908911208624,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143085565079622,0,0,0,0,0,0.0444044007188473,0,0.0886555279853546,0.24161499087401,0,0,0,0,-1.73472347597681e-18,0,0.0160914148731243,0,0,0,0,0,0.0521333045037395,0,0,0.127075284109985,0.111263877205067,0.0107104022396612,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.156516158329216,0,0,-0.0130494730260229,0,0.0289341165995627,0,0,0,0,0.211818160764476,0,0,0,0,0,0,0,0,0,0,0,0,0.192289798726526,0,0,0,0.0970260625399965,0,0,0,0,0.115446057419268,0,0,0,0,0.0189161016919776,0,0,0,0.152470869675046,0.12144183703995,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.104862617684669,0,0,0,0,0,0,0,0,0,0.0153013390597675,0,0,0,0,0,0,0,0,0,0.00299722424052187,0,0.0212634387257189,0,0.177492484366809,0.122861003164051,0,0,0,0,0.0585706390757357,0,0,0,0,0,0,0,0.00869328403468554,0,0,0.135901851916151,0.0213975517716542,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122615592124476,0,0,0,0,0.0462611444208003,0,0,0,0,0,0.0365774447873208,0,0.110633936762456,0,0,0,0,0.0932591636253043,0,0,0.0455291674888038,0.0447578245707596,0,0,0.0192231506220407,0.142869255204235,0,0,0.0398663656937504,0.180422196693252,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.283611292036904,0,0,0.102599710610086,0,0.0251820942559912,0,0,0,0,0.122355004451701,0,0,0,-0.291420547008345,0,0,0,0,0,0,0.0974547384295154,0,0,-0.0806700078308546,0,0,0,0,0,0,0,0,0,0.241988018653334,0,-0.0704689093913642,0.159355074860894,0.122932649403107,0,0,0,0,0,0,0.0300312110130863,0,0,-0.0586384088983692,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.133113981834255,0.014406051467851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661764472457343,0,0.0602911981833453,0.0499514820693166,0,3.46944695195361e-18,0.0225411097864668,0,0.121521893957551,0,0,0,0,0,0,0,0,0.290285545224,0,0,0,0.000950140671467936,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0180129539363669,0,0,0,0,0,0,0,0.00949166817552082,0,0,-0.181787980132987,0,0.0262873800210406,0,0,0,0,0,0.0460416649879754,0,0,0,0.0885145718714643,0,0,0,0,0,0,0.282865625800643,0,0.123111886174151,0,0,0,0,0.0686550513412014,0,0,0,0.208840818605447,0,0,-0.0376676939837634,0,0,0.267394786811247,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366292369273141,0,-1.0842021724855e-19,0,0,0,0.0319743620992561,0,0.344368587311186,-0.0113881215329895,0,0,0,0,0,0,-0.0263562837884751,0,0,0,0,0,0.316012039333742,0,0,0,0,0,0,0,0,0.0660113420577696,0.292246374337276,0,0,0,0,0,0.0731996489399919,-0.0194048908105435,0,0.230045154188264,0,0,0,0,0
X600111.SH,0,0,0,0,0.0129232424089506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850275107400818,0,0,0,0,0,0,0.256927373796646,0,0.101049801236631,0.0378191491723608,0.00179122976156913,0,0,0,0,0,0.0380806790057345,0,0,0,0,0.00385531398895067,0,0,0,0,0.173296855904231,0,0.215720118984769,0,-0.0262067325612788,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0589158333524683,0,0,0.0874291811684775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118624801701235,0,0,0,0,0,0,0.139572022858669,0,0,0.114089128824139,0,0,0,0.0501320714644752,0,0.0169463467482123,0,0,0.241319548347589,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0317069790705978,0.0251785401617552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050581043804236,0,0,0,0,0.0485510100908046,0.200789566860374,0,0,0,0.168898611592958,0,0,0,0,0.0461165053661083,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0729487798767048,0,0,-0.0223728299762669,-0.0378072623135221,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480119989274528,0,0,0,0,0,0,0,0.155067953353053,0,0.145600988058809,0,0.115415359074381,0,0,0.0277343691100413,0.0535540755882333,0,0.0461524464264486,0,0,0,0,0,-4.33680868994202e-19,0,0,0.125067602167213,0,0.0289664464239237,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.438453443582448,0,0,0,0,0,0.291570694294113,0,0,0,0,0,-0.127674956813786,-0.139610848630805,0,0,0,0,0,0.00361645280661167,0,-0.123058454584364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840083554232479,0,0,0,0,0,-0.0048584250840295,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0558160808685043,0,0,0,0,0,0,0,0,0,-0.0526292260952844,0,0,0,0,0.104598839253067,0,0,0,0,-0.0210206843401624,0,0,0,0.946370804441056,0,0,0,0,0,0,0,0,0,0.0612997977598395,0,-0.00379202579076465,0.00308103100464121,0,0.0886360924678453,0,0,0,-0.0510262709774799,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0116179076451508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216941160930949,0,0,0,0,0,0,0,0.108111850710992,0,0,0,0,0,0.121349836447412,0,0.31719119988979,0,0,0,0.120450653867077,0.000727687906417265,0,-0.0266900799948666,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0547848746411333,0,0,0,0,0,0,0,0,-0.0313737980563799,0,0,0,0,0.0174763746009496,0,0,0,0,0,0,0,0.0137690127448843,0,0.00786372437130951,0,0,0,0,0,0,0,0.0298263356569241,0,0,0,0,0,0.0116799264152815,0.11086762375332,0.137263165165621,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0615816568911338,0,0.016041179097758,0,0,0,0,0,0,0,0.0600496697314148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188583290027008,0,0,0,0.0187906193078799,-3.46944695195361e-18,0,0,0.136399105625768,0.115348668033486,0,0,0,0.053048629709374,0.161610021117531,0,0,0,0,-0.119124187733572,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633125160162748,0,0,0,0,0,0,0,0,0,0,0.033054025408785,0,0.0212924664722068,0,0,0,0,0,0,0,0.133493455644863,0,0,0,0,0.0167384963408582,0.115211884487615,0,0,0,0,0.154113533621907,0.318927505913996,6.93889390390723e-18,0,0.0381358024706844,0,0,0,0,0,0,0
X600309.SH,0,0,0.0347740138097947,0,0,0.0558130928503322,0.148798146275294,0,0,0,0,0.0417102488696767,0.0730598287561143,0,0.0161815975983191,0,0,0,0.0981173109749208,0,0,0,0,0,0,0.218172625074061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768470619948835,0,0,0,0,0,0,0,0.127285662192321,0,0,0,0,0.0682395665399656,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225841992958119,0.0228151563448516,0,0,0,0.00535181949460532,0,0,0,0,0,0,0,0,0,0,0.536299569832177,0,0,0,0,0,0,0,0,0,0,0.0034258988769116,0,0,0,0.178937436353208,0,0,0.087658804645719,0,0.034454125594564,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.100333272353679,0,0,0,0,0.239544071836851,-0.0403881477009649,0,0,0.0110858945438843,0,-1.38777878078145e-17,0,0,0.160841286343305,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0637618552050126,0,0.23664410860674,0,0,0,0,0.199566903877809,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109968847263537,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187355068940292,0.182238376363336,0,0,-0.0287623568738949,0.618609335695929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516640920243139,0,0,0.105975793800486,0,0,0.00613301411185581,0,0,0,0,0,0,-0.00279445198696219,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0267168602511417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259862454512799,0,0.0702833590100627,0,0,0,0.233230739738414,0,0,0,0,0,0,0,0,0.191944862839456,0.077748487827592,0,0,0,0,0,0,0,0.110501288374967,0,0,0.135732627969592,0.0546979187566725,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0229349096184418,0.102634510693757,0,0.0722425457927659,0,0,0,0,0.00377207211476229,0,0,0,0,0,0,0,0,0,0,0,0,0.00452987331822234,0,0.539342439297838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069139816901541,0,0.14737687146203,0,0,0,0,0,0,0.0273178574915488,-0.0233740198545578,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611634777024141,0,0.0529196144393687,0,0,0.0320601754986709,0,0,0,0,0.0595781683005454,0,0,0,0,0.184990708298993,0,0,0.0858618635231864,0.0390483738474322,0,0,0.0454321072483218,0.0446725423815171,0.102265796825813,0,0,0.071989832334642,0,0,0,0.0207044822354007,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747683321407586,0,0,0,0,0,0,0,0.1197854036384,0,0.105392448810147,0,0,0,0,0.184747178420335,0.0451753735338123,0,0,0.0211194439304173,0,0,0.0633207604442143,0,0.0691976319360323,0,0.0384805504107254,0.137038095195491,0,0.0553506977346982,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509081387448255,0,0,0,0,0,0,0,0,0,0,-0.10076046705539,0,0,0,0,0,0,0,0,0.0501410749976218,-0.0515888314675032,-0.0310414211366755,0,0.168218967351255,0.398977534948289,0,0,0.238587761328085,0,0,0.00789860714097977,0,0,0,0,0,0,0
