,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600010.SH,X600176.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X002080.SZ,X000301.SZ,X000932.SZ,X600803.SH,X002466.SZ,X002353.SZ,X600486.SH,X600219.SH,X600529.SH,X000027.SZ,X002075.SZ,X000723.SZ,X002409.SZ,X601158.SH,X600612.SH,X600315.SH,X000883.SZ,X000898.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0171742848058865,0,0,0,0,0,0.033919877771628,0,0,5.42101086242752e-20,0.0486037001877235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027096520039266,0,0.0429934114753056,-0.0544881804213742,0,0,0,0,0,0,0,0,0,0.0618186240522287,0,-0.0123650529652923,0.0101358270070455,0,0,0,0,0,0
X600028.SH,0,0,0.0586690470819443,0,0,0,0,0,0.0367002111201127,0,0,0.0615055827435283,0,0,0,0,0,0.0219679692802447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213959961570275,0,0,0,0,0.0428583896189312,0,0,-0.0180065167102104,0.0129559294708041,0,0.00165899067007201,0,0,0,0,0,0,0,0,-0.0233742389656997,0.011849708795292,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0517402309768381,0,0,0,0,0,0,0,0,0,0,0,0.346985335965762,0.0850001739141413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00978263326033714,0,0,0,0,0,0,0,0,0,0,0,-0.00582115590257187,0.00448174073077807,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0511648609404337,0,0,0,0,0,0,0,0,0,0,0,0,0.116245356105312,0.154955432632771,0,0,0.0782454985242744,0,0,0,0,0.0160293316364063,0,0,0,0,0.0408854475769744,0,0,0,0.0566692396430982,0,0,0,-0.0011837717716167,0,8.67361737988404e-19,0,0,0,0.0782442926935766,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.266438652625534,0,0.165237815044133,0,0.0804275475452242,0.191655043574832,0,0,0,0,0,-0.0749475067531976,-0.0696027760719194,0,0,0,0,0,0,0.278975136829974,0,0.0561177721764582,0,0,0,0,0,0,0,0,0.157182631072013,0.035457797970402,0,0,-0.145367055997843,0,0,0,-0.0257505959809446,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0250330388456846,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.00187586362531884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372028648521224,0,0,0,0.0189678309468712,0,0.0193401661974684,0,0,0,0,0.0481135544034663,0,0,0.0846588922569248,0,0,0,0.0461497138504673,0,0,0,0,0,0,0.259234672217003,0,0,0,0,0,5.42101086242752e-20,-0.0106105980818786,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0579433276725826,0,0,0.00367514216144761,0,0,0,0,0,0,0.038157274319558,5.42101086242752e-20,0,0.106616456112052,0,0,0,0,0,0,0,0,0,0,0,0.1677646452097,0.0166160865478201,0,0,0,0,0,0,0,0.0391435863540527,0.0264686833243434,0,0,0,0,0.0297936796733498,0.0337191024962897,0,-0.00675421392030761,0.00166971343207173,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0667444116163407,-0.0405145842542034,0,0,0,0,0,0.121310162258843,0,0,0,0,0,0,0.178123548613174,0,0.092928155523933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168103680079277,0.16774289307314,0,-0.00905021883690416,0.177262005216668,0,0,0,0,0.0316012062153507,-0.0187922989365176,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0464474436128224,0,0,0.190500322334594,0,0,0,0,0,0,0,0,0,0,0,0.0481719055352537,0.613475814049148,0,0,0,0.0145969639763749,-0.0506722845804559,0,0,0.0144419997890926,-0.117466765796793,0,0,0,0,0.0975790048073679,0,0,0,0,0,0,0,0,0,0.0455503612689563,0.0131525756294806,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618443047368435,0,0,0,-0.0922998680680956,0,0.142107230772779,0,0,0.0956555159079651,0,0,0,0.0581204432090755,0,0,0.0459457012628132,0,0,0,0,0,0.263309310566071,0,0,0,0,0,0,-0.0136906667972623,0,0,0.0363440314836707,0,0,0,0,0,0
