,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X600111.SH,X000708.SZ,X000301.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X000807.SZ,X600096.SH,X000408.SZ,X600219.SH,X600489.SH,X000933.SZ,X600378.SH,X000723.SZ,X000831.SZ,X600141.SH,X000932.SZ,X002080.SZ,X600348.SH,X600801.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261047209654548,-0.0150444752785425,0,0.133771168844089,0,0.0199430653619857,0,0.0139073685870166,0,0,0,0,0.00784952022060915,0.037906307830106,0,-0.014443948550005,0,0,-0.120903876884478,0,0,0,0,0,0,0,0,0,-0.0121427733057057,0,0,0,0.0626214122674031,0,0,0,0.0585748094038025,0,0,0.0147588390930452,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.11859724289829,0,1.73472347597681e-18,0,0,-0.0260597418633631,0,0.00958907520589413,0,0,0,0,0.114427523673395,0,0.0356681877281139,0,0,0.0756122614213127,0,0,0,0,0.0144904415003002,0,0,0,0.00761633032077876,0,0,0,0.00649574309768914,0,0,0,0,0,0,-0.0152033649123594,0,0,0,0.0544735205937957,0,0,0,0,0,0,0.00938598542023923,-0.0524953946763944,0,0,0,0,0
X601088.SH,0,0,0,0,0.0659324915218851,0,0,0,0,0,0,0.0977531900303823,0,0,-0.0235924355031928,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.130482807385772,0,0.0548003071949156,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0493339504294921,0,-0.00611137262377046,0,0,0,0.0291340427671804,0,0,0,-0.017835473760922,0.0320977650709224,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0607831068457821,0,0,0,0,0,-0.0933622055260774,0,0.0673965611701132,0,0.263756733659749,0.130623050062986,0,0,0,0,0,0,0.230253042306217,0,0,-0.0306287029715053,0,0,0,0,0,0,0.00868509946819146,0,0.0471287406465264,0,0,0,0,0,0,0,0,0,-0.0705308585345805,0.583249451659927,0,0,0,0,0,0.0102350427189916,-0.0233786258609588,0,0,0,0,0,0
X600188.SH,0,0,0,-0.231889414182619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460988298936606,0.20465579850921,0,0,0.138241570262812,0,0.303910941929063,0,0,0,0.0755207798317911,0,0,0,0,0,0,0,0,0,-0.104133982881602,-0.00749292758179113,0,0,0,0,0,0.423304174287921,0,-0.0204164874712968,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.02596654456608,0,0,0,0,0,0,0,0,0,0.0718775891201824,-0.0329221306711518,0,0,0.0295278678748978,0,0.302865744201848,0,0.0177424139758299,0,0.0177515322097942,0.027201171623442,0,0,0,-0.0378185597423831,0,0,0.103878838334218,0,0,0,-0.046582712898999,0,0,0,0.0577279912272168,0,0,0,0,0,0,0,0.202791511280102,0.0252352551670069,0,-0.00871191330810674,0.0172504060627319,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0501363441593574,0,0,0,0,0,0,0,0,0,0,0,0.122162724756897,0,0.178606547600054,0,0,0,0,0,0,0,0.0760175044011653,0.268543022468391,0,0,0,0,0.0743474168978968,-0.0492067669015002,0,0,0,0,0,0,0,0,0,0,0.0569769756026756,0.0819026059979749,0,0,0,0,0.00845247638588796,0.00628907921661481,-0.0175695368062419,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0106311726163282,0,0,0,0,0.604419799780358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435399210398479,0,-0.0287455623035036,-0.059702336446216,0,0,0,0,0.19497693730221,0,-3.46944695195361e-18,0.0413777956218708,0,0,0,0,0,0.015699167252658,0,0,0,0,0.00922387224985435,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.094125791931309,0,0,0,0.307947842722993,0,0.15648134437136,0.0486843256959966,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0802251998788945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440905355895467,0,0,0,0.0308702175345422,0,0,0,0,0,0.0758178899961987,-0.00137248306767986,0,-0.108330425828009,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0490610228398117,0,0,0.558973374991505,0.0566161732460389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642165392378741,0,0,0,-0.0199655286584648,0,0.0361133769235232,0,0,0,0.200645418191934,0,0,0,0,0,0.100811509384747,0,0,0,0,0,0,-0.141470034241225,0,-0.0122218848396116,0,0.00442080263264957,0,0,0,0,0,0
