,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X600688.SH,X601898.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X601992.SH,X600362.SH,X600886.SH,X600157.SH,X600111.SH,X600299.SH,X600623.SH,X600547.SH,X600660.SH,X000709.SZ,X601158.SH,X002466.SZ,X000792.SZ,X600489.SH,X600583.SH,X000629.SZ,X000898.SZ,X600309.SH,X000539.SZ,X000883.SZ,X600352.SH,X000959.SZ,X000027.SZ,X000060.SZ,X000983.SZ,X000630.SZ,X601699.SH,X002075.SZ,X600021.SH,X002470.SZ,X600578.SH,X300072.SZ,X600098.SH,X600022.SH,X600176.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.056790754018931,0,0.154592276688032,0,0,0,0,0,0.0463506608072179,0,0,0,0.174003210767802,0,0,0,0,0,0,0,0.00125035504178199,0,0.0652165170220391,0.0341278677008587,0.0366467372310395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320221657403612,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0575167013481086,0.173623125455535,0,0,0,0,0,0,0,0,0.0508041429162342,0,0,0,0,0,0,0,0.00517147822789668,0,0.0601590888790393,0,0,0,0,0,0,0,0,0.0199601672997727,0,0,0.0517208866029106,0,0,0,0,0,0,0,0,0.0086660079865909,0,0,0.0241757909241559,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.3782010724196,0,0,0,0,0,0.097998495330404,0,0,0,0,0.0372811752520756,0,0,0,0,0,0,0,0,0.0674781190923241,0.0278122242707074,0,0,0,0,0,0,0.104884234343166,0,0,0.0156076532114123,0,0,0,0,0,0,0.128871332426017,0,0,0,0,-0.0256545526284123,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0605170560189292,0,0,0.0515356799161186,0,0,0,0,0,0,0,0,0,0,0.0941138026052434,0,0.00310345083077818,0.0119324523654401,0,0,0,0.0292955841373813,0,0,0,0.0546723564241556,0,0.142391018825409,0,0,0,0,0,0,0,0,0,0.071250452231337,0.0286941146185363,0,0.0349850209843674,0,0,0.00308581312486838,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156293314594124,0,0,0,0,0.135996643223571,0,6.93889390390723e-18,0,0,0,0.157298218153423,0.000895252808539702,0,0,0,0,0.0524771155061923,0,0.19453260495595,0,0,0,0,0.102957423398407,0,0,0,0.0571126890604202,0,0,0.000705021582441945,0,-0.0407265286883017,-0.00308117687680156,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331333232392887,0,0,0,0,0.112772708914353,0,0.12011466226078,0.0829128347334173,0,0,0.0325822941896693,0,0,0,0.0119220568797895,0,0.346940945538234,0,0,0,-0.0141913934320845,-0.0148800518504053,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0833508241733121,0,0,0,0,0,0,0,0,0.021224504186513,0,0,0,0,0.0179725000382292,0,0.0280124479811446,0,0,0,0.0732091521643648,0.0669240988768406,0,0,0,0.0151047098702944,0,0,-0.00115746843172249,0,0,0,0,0.257355788127701,0.0607625358469986,0.0727097697322077,0,-0.00946955424522095,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.184244610078263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170644232301878,0.0210236215231612,0,0,0.0755219421227553,0,0,0,0,0,0,0.0603926498486598,0.104211176349115,0,0,0,0,0,0,0,0,0,0.313542778334429,0,0,0,0,-0.0229635575924468,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.292867120659184,0,0,0,0,0,0,0,0,0,0,0,0.0794825494466547,0,0,0,0,0.0796073848087659,0,0,0,0,0,0,0,0,0.056914454876055,0,0.156818212606455,0.0226171575781166,0,0,0,0.126940613621519,0,0,0,0,0,0,0.0184289444099826,0,0,0.0180207682646711,0,0,0,0,0,0
X601898.SH,0,0,0.0102862024552358,0,0.0640725002441062,0,0,0,0,0,0,0,0.0248651956338227,0,0,0,0,0.0585346629527251,0.0422241837099881,0.246774032260487,0,0,0,0,0,0,0.0112006308856191,0,0,0.103810211099508,0.122580303105941,0,0,0,0,0,0,0.0209234389203144,0,0.0146622069210662,0.0171451116130613,0,0,0,0,0,0,0,0,0.129750427705904,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0777946242942896,0,0,0,0,0,0,0,0.106701357126999,0,0,0,0,0.110292149420643,0,0,0,0,0,0,0,0.0137291609208553,0,0,0,0.0554849188755232,0,0,0,0,0.0348563989612747,0.00755334675676061,0,0.012287216623088,0,0,0,0,0,0,0,0,0.259068170026089,0,0.0262428145747851,0,0,0,0,0,0,0,0,0,0
