,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X601898.SH,X600886.SH,X600010.SH,X000792.SZ,X601600.SH,X600660.SH,X600688.SH,X000786.SZ,X600362.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X000723.SZ,X600489.SH,X600176.SH,X002466.SZ,X002075.SZ,X600426.SH,X000401.SZ,X601158.SH,X600126.SH,X000553.SZ,X000898.SZ,X600219.SH,X002353.SZ,X000932.SZ,X600516.SH,X000883.SZ,X600486.SH,X000709.SZ,X600583.SH,X600529.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0153862428799773,0,0.0832308050484049,0,0,0,0.134780308861241,0,0,0,0,0,0.0370884659061676,0,0,0,0,0,0,0,0.0503186644657326,0.0299272864250158,0,0,0,0,0.051262094577396,0.0500443543035712,0,0.0462222572015983,0,0,0,0,0,0,0,0,0,0,0,0.0483391421124381,0,0,0,0.00353493185967338,0,0,0,0,0,0,0
X600028.SH,0.121083767287332,0,0,0,0,0,0,0,0.156718170601793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122532221444421,0,0,0,0,0,0,0,0,0,0,0.0132066214149036,0.0614990597451216,0,0,0,0,0,0,0,0.0138464002467678,0,0,0,0.0164621789569597,0.0113587496585557,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0269405290388459,0,0,0,0,0.0278907293764196,0.52422935131586,0,0,0,0,0,0,0,0.0155536013926748,0.140487658087212,0,0,0,0,0,0,0,0,0,0,0.0978949303093145,0,-0.0528479965395569,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210444729018717,0,-0.0108226966982048,-0.0253718258955473,0.000506482799271629,0,0,0,0,0,0,0
X601088.SH,0,0,0.106040099837399,0,0,0,0,0,0.311666944410402,0,0,0,0,0,0,0,0,0,0,0.0980084830783098,0.156956538223038,0,0,0,0,0,0,0,0,0,0,0,0.0413386729050696,-0.0230613485456569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00963181107493495,0.0330103075974659,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0822616129434303,0.0770162712800224,0,0,0,0,0,0,0,0,0.0470994122676546,0,0,0,0,0,0,0.057351285169,0,0.0665218735438253,0,0,0,0,0,0,0,0,0,0,0,0.125863681323241,0,0,0,0,0,0,0,0,0,0.0222280199791555,0.0146324678186259,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0284486314960141,0,0,0,0.058181752567139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478415210924119,0,0,0.0473856933932037,0,0,0,0.0341932593839073,0,0,0,0,0,0,0,0,0,0,0,0,0.052581824830431,0.0512707443925364,0.0297136710113068,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.067940257731629,0,0,0,0,0,0,0,0.0597484455638118,0,0.298800560791653,0.0325069514781006,0,0,0,0.0727140226973548,0,0.00358942174970263,0,0,0,0,0,0,0,0,0,0.00465343469478344,0,0,0,0,0,0,0,0,0,0.0189657033163182,0,0,0,0.0176246717625061,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.00800001474936966,0,0,0,0,0.102498674204992,0,0,0.0870833027063609,0,0,0,0,0,0,0,0,0,0,0,0,0.142759536275866,0.00471469863264697,0.0604596634164711,0,0,0,0.143375233611173,0,0,0,0,0,0,0,0.154628148575384,0,0.0994352017294566,0,0,0,0.0122102556504574,-0.0286103351053125,0,0,0,0,0,0
X600011.SH,0,0,0,0.118424089536711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567065324783058,0,0.104101783441055,0,0.00577145353799467,0,0,-0.0604352704343351,0,0,0,0,0,0.135114235581974,0,0,0,0,0,0,0,0,0,0.020349705108257,0.0413084100695255,0,-0.00550099331715311,0.0176263734627163,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.139060852615671,0.289904698687599,0,0,0,0,0,0,-0.149253996292371,0.0474789990504223,0,0,0,0.0267696794611032,0.0314455693327984,0,0,0,0,0,0.223785422159778,0,0,-0.0158624464400748,0,-8.67361737988404e-19,0,0.046017531993156,0,0,0,0,0,0,0,0,0,0.0318051040421019,0,0,0,0.0302617052143125,0.0157431793745855,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.133669502563964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236904485359391,0,0,0.235024890807266,0.031048603662309,0,0,0,-0.0560487698027931,0,0,0,0.172639463091484,0,0,0,6.93889390390723e-18,0,0.00404930611308941,0.282749764232044,-5.42101086242752e-20,0,-0.0088947081677641,-0.000948734740727659,0,0,0,0,0,0
X600801.SH,0,0,0.202892116963463,0,0,0,0,0,0,0.0898190076991272,0,0,0,0,0,0,0,0,0,0,0.0381554923674063,0,0,0,0,0,0,0,0,0.112177799595653,0,0,0,0.0440987288509037,0,0.437596070969222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799158036787991,-0.00670509695509653,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.018274611007094,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0219468384157727,0.0523358529261539,0,0,0.0163557286917841,0,0.0381033439223433,0.123528328417724,0.126693839660279,0.000399230170590734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000731616741309876,0,0.018522990778711,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0293857531918732,0,0,0,0,0.0816941160110042,0,0,0,0,0,0,0,0,0,0.193653838907232,0,0,0,0,0.200563028113491,0,0,0,0,0,0,0,0.0402104762235343,0,0,0,-0.0672776815603305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745687856298639,0.00226998051774567,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0434071228950533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191761466321875,0.0355415455696784,0.101289218021286,0,0,0,0,0.0267059000627584,0,0,0,0.0414972611967351,0.0213909954499237,0,0.166627869271487,0,0,0,0,0,0,0,0,0,0,0.0015706002466901,-0.00968014744377192,0,0,0,0,0,0
