,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X601991.SH,X600157.SH,X600111.SH,X600027.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X002407.SZ,X000539.SZ,X002460.SZ,X000983.SZ,X002470.SZ,X000027.SZ,X000630.SZ,X000012.SZ,X600176.SH,X000060.SZ,X600021.SH,X000761.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0642335085054727,0,0,0,8.67361737988404e-19,0,0,0.0418769334967008,0,0,0,0,0,0,0,0,0.151898161041479,0,0,0,-0.0308016704982605,0,0,0,0,0,0,-0.0529327514615566,0,0,0,-0.0171485156772404,0,0,0,0,0,-3.46944695195361e-18,0.0518621028780009,0,0,0,0,0,0.00626687454395486,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.18256367529377,0,-0.00635196717490366,0,0.0120409078753435,0,-0.042178912877823,0,0,0,0,0,0.0168396664815452,0,0,0,0.0744444236975245,0,0,0,-8.67361737988404e-19,0,0,0.0561730835156639,0,0,0.0192722956898502,-0.0856794203865596,0,0,0,0,0,0.00985655230059901,0,0,0,0,0,0,0,0,0,0,0.00019306836094271,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.266515773666264,0,0,-0.0242368205321268,0,0,0,0.00496280062232123,0.0276777640061381,0,0,0,0,0,0,0,0,0,0,0,0,0.0374381440998846,0,0,0,0,0,0,0.0550200968319068,0,-0.00683187713474693,0,0,0.0489238446988755,0,0,0,0,0,0,0,0,0,0,0,0.0172055919500484,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.104228303263057,0,0.0842891082800362,0,-0.0419924954559302,0.00606590110587925,0,0,0,0.0538098233079411,0,0,0,0,0,0,0,0,0,0,0,0,0.0144673275881784,0,0,0,0,0,0,0,0,0.015617397968186,0,0,0,0,0.169040379647157,0,0,0.0744028817233521,0,0,0,0,0,-0.026803655306159,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.000721973659064299,0,0,0,0.449186296048441,0,0,0,0,0.00170984748771579,0,0,0,0,0.0517128102507245,0,0,0,0,0,0,0,0,0,0.112924541605335,0,0.00789497925854745,0,0,0,0.0305694896848737,0,0,0,0,0,0,0,0,0,-0.0389035229482193,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0495885566608307,0,0,0,-3.46944695195361e-18,0,-0.0716059130386005,0.0968562810872991,0,0,0,0,0.0412742777892,0.0722854885688951,0,0,0,0,0,0.0431901607726812,0.0322372261703435,0,-1.73472347597681e-18,0,0,0.0384426716786164,0.118905808662829,0,0.053341506519677,-0.0533895301866371,0,0,0.0144849007403604,0,0,0,-0.0100622208832669,0,0,0,0,0,0,0,0.0311138155766103,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.032173827702692,0,0.0429535859412155,0,0.00856776794554012,0.248260727164483,0,0,0,-0.200306283653841,0,0,0,0,0.0742160027465445,0.178556502115057,0,0,0.0819855980127527,0,0,0,0,0,0,0,0,-0.0622490756037289,0,0.283926892143813,0,0,0,0,0,-0.0644539363972362,0,0,-0.120363221167649,0,0,-0.0241584804410963,0,0.184336625388849,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0932436481830993,0,-8.67361737988404e-19,0.0657379460834384,0,0,0,0,0,0,0,0,0,0,0.141725001660912,0,0,0,0,0.0972454552977882,0.0259759569368828,0.0164518543170272,0,0,0,0,0.035481648998844,0.0908766592793301,0,0,0,0.013050364335602,0.147780977607087,0,0,0,0,0,0,0,0.111312004344604,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0441273671711902,0,0,0,0,0,0,0.0134400609806495,0,0,0,0,0,0.0372537973370203,0,0,0,0,0.119371748470378,0,0.262379826293482,0.0592625319510036,0.124420209907135,0,0,0.197686009324236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089176258373916,0,0,0,0,-0.03869737949361,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0634952680314693,0,0.0339983122134702,0.0670905091455661,0,0,0,0.000417128668896529,0,0,0,0,0,0.0430575433692933,0,0.0110788057569687,2.16840434497101e-19,0,0,0.0665184071271975,0,0,0,0,0,0,0,0,0.00063331001597523,0,0,0,0.0268352330093586,0,0,0,0,0,0,0,0.0207794153294098,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992644890209472,0.0339650828120849,0,-0.0513662707574614,0.871678748143351,0,0,0,0,0.0225555338590647,0,0,0,0,0,6.93889390390723e-18,0,0,0.00298825395770641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140215541052711,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105835710944859,0,0,0,0,0,0.0681625634680721,0,0,0,0,0,0,0,0.121693308953797,0.0755796709757264,0,0,0,0,0,0.19200977571137,0,0,0,0,0,0,0,0,0.00983505652958229,0,0.191483197240508,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0517670412897868,0,0,0,0,0,0,0,0,0,0,-0.0214462870144285,0.108850061786913,0,0,0,0,0.249735423306473,0,0,0,0.107007049083078,0,0,0,0,0,0,0,0,0,0,0.540936344770885,0,0,0,0,0,0,0,-0.0170810653061223,0,0,-0.0140524482030466,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0141824917518776,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470858648294582,0,0.0828654545681099,0,0.0231231474027087,0,0.10490029727028,0,0,0,-0.0186966696602059,0,0.0625809801555172,0.112743508117643,0,0.0789950669677181,0,0.0892019054798682,0,0,0,0,0,0,0,0,-0.0369108227576904,-0.0071870342107574,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.164003709878482,0.139478396257831,0,0,0.00540295313909647,0,0,0,0,0,0,0,0,0,0,0.165926681349847,0,0.0103193342318028,0,0,0.107666076567874,0,0.0238908849788416,0,0,0,0,0,0.0652000691224507,0,0,0,0,0,0,0,0,0,0,0.00177294579511471,0,0.0687689512382741,0,0,0.0105318309659967,1.73472347597681e-18,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.640246989695064,0,0,0,0,0,0.038879638761523,0,0,0,0,0,0,0,0,0,0,0,0.181025710464321,0,0,0,0,0,0.246996590545194,-0.0967228714147777,0,0,0,0,0.128760638632574,0,0,-0.0421659545610205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528233948247615,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0104136184414629,0,-0.0192852653232128,0,0.135950858528544,0,0,0,0,0,0,0.0350642286105156,0,0,0,0,0,0,0,0,0.0106515643804926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001014574735555,0.0764084088029068,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.123996183877477,0,0,0,0.156477715333609,0,-0.0410639837781349,0.0450054197378937,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0512633688002557,0,0,0.0620089807286953,0.0728941590448146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216605989463999,0,0,0.0714603685817001,0,0,0,0,-0.0541803816631733,0.0729044454285086,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0358402426575613,0,0,0,-0.0977603786300521,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0470968400799594,0,0.179577660707562,0,0,0,0,-0.0817074076765193,0,0,0.0757785389803349,0,0,0,0.0567512808972216,0,0,0.139150190988911,0.0120672057062143,0,0.00467870698916778,0,0,0.0124051103018976,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.047584567444746,0,0,0.165864470210565,0,0,0,0,0,0,0,0,0,0,0,0.129774434376176,0,0.0359842703886485,0,0,0,0,0,-0.0445449484784462,0.10463927896,0,0,0,0,0,0,0,0.39683421433703,0,0.601061789362337,0,0,0,0,0,0,0,0,-0.0951768369818558,0,0,0,-0.0338386814079809,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,-0.0864318167801238,0.215317787725835,0,0,0,0,0,0,0,0,0,0,0.186501142129169,0,0,0,0,0,0.106282112550343,0.101448777307258,0,0,0,0.282887766678119,0,0,0,-0.0220124439987754,0,0,0,0.0535585033251508,0,0,0.153147070037065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.218465140781512,0,0,0.0836826574683501,0,0,0,0,0,0,0,0,0.132631771696982,8.67361737988404e-19,0,0.0312156394723465,0,0,0,0,0,-0.0593440685814023,0,0,0.365919416432163,0,0,0,-0.132483390872591,0,0,0,0,0.103597718941782,0.091986047021774,0,0,0,0,0,0,0,0,0,0,0.0640309274986834,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,-0.0474517024397327,0,0,0.269123207981529,0,0,0,0,0,0,0,0,0.0913050037476911,0.0446745416102313,0,0,0,0,0,0.0522553241779563,0,0.0504554672152891,0,0,0,-6.93889390390723e-18,0,0.0552557879791584,0,0,0,0.213812679047697,0,0,0.221885398643865,0,0.123012134076731,0,0,0,-0.0354728101293589,0,0,-0.00957385591232405,-0.111161617794148,0,0,0,0,0,0
