,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600299.SH,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X002271.SZ,X000553.SZ,X600583.SH,X000883.SZ,X002110.SZ,X600157.SH,X002470.SZ,X600339.SH,X600021.SH,X000539.SZ,X600612.SH,X600426.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.194688741489143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312663386677236,0,0,0,0,0,0,0,0.0128812689003712,0,0,0,0,0,0,0,0,0,0,0.00840289431208426,0,0.242269853747569,0,0,0.00476738043272378,0,0,0,0,0.00421042465881124,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.109302009197068,0,0,0,0,0,0.079861956978461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223834008676845,0,0,0,0,0,0,0,0,0.318325227909712,0,0.0230876921742158,0,0,-0.0771672398251494,0,0.513915705234606,0,0,0,0,0,0,0.0303203822230236,0,0,0,0,-0.0537574957376429,0,0
X601088.SH,0,0,0,0,0,0.189018917324276,0,0,0,0,0,0,0,0,0,0,-0.0113563995478125,0,0,0,0,0.0625460413584576,0,0,0,0,0,0,0,-0.148935128590631,0,0.0540105126873133,0,0,0,0,0,0.105073831155201,0,0,0,0,0,0,0,0.0583488304510909,0,0,0,0,0,0.00985699972175171,0.00556959792134667,0,0,0,0.0595835656758571,0,0
X600585.SH,0,0,0,0,0,0.030932982189061,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182121242047148,0,0,0,0,0,0,0,0,0,0,0,0.107205998851997,0.0271899131995074,0,0,0.364341227497383,0,0,0,0,0,0,0.145328288643469,0,0,0,0,-0.166173481459657,0,0,0,0,-0.0111970087119709,0.01770336606033,0,0,0,0.0493999852665457,0,0
X600019.SH,0,0,0.0195613781645182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374374848059829,0,0.039628696382511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167216349441092,0.0113928692294886,0,0,0.0185253155025488,0,-1.73472347597681e-18,0.0234182878475809,0,0,0,0.0295301580573369,0,0,0,0.0330941680892515,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.010245899061233,0,0,0,0,0,0.0729092297611692,0.366719806511183,0,0,0,0,0.33342999920419,0,0,0,0,0,0,0,0.0121099472576164,0.0181338364984168,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4412565817879,0,0,0.568248762228165,0,0,0,-0.169569716613428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540681358515243,0.00609995908852507,-0.095009705421748,0,0,0,0,0,0,-0.00909637738121017,0.00118571471710936,0,0,0,-0.0414314758920544,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106371064913854,0,0,0,0,0,0,0,0,0,0.191792392150679,0.692608188368723,0,0,0,0,0,0,0,0,0,0,0,0.00818699782301291,0,-0.0451704234165263,0,0.0444171461001056,0.175983821706403,0.0523147643946318,0,0,0,0,-0.0279993572969376,0,0,0,-0.00457688140804938,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032742515185226,0,0.11757437447153,0,0.0665897265451803,-0.147839101344926,0,0,0,0,0,0,0,0,0,0,0.0867979203740685,0.0193298641882011,0,0.148362713678248,0,0,0,0.0662327980726985,0,0,0.167156369417222,0,0,0,0,0,0,0.0030621243257666,0.00115933703863056,0,0,0,0.00759795637148983,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08405591026582,0,0,0.264118470964196,0,0,0.0141346727231212,0,0,0,0,0,0,0,0,0,0.00599164756076435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290776016822008,0,0,0,0.0585260007818892,0,0
X600660.SH,0,0.0741366446848648,0,0.122730584958202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557946495631193,0,0,0.037608222946088,0,0,0.313165905807535,0.000239577686639204,0,0,0,-0.0256739670072731,0,0,0,0,0,0,0,0.0456949247912085,0.00234643611244907,-0.0337264433764405,0,0,0,-0.0133038547541385,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266941511920324,0,0,0,0,0.0850276184405659,0.102987371910236,0,0,0,0,0,0,0.0984718733974013,0,0,-0.111092686316801,0,0,-0.0247482400009585,0.00445094940621255,0,0,0,0.0191593557553513,-0.00246604791017752,0.0456419484950202,0,0,0,0.0600045523738209,0,0,0,-0.00669674122211223,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0425629725139894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292328998945463,0.0820880917416608,0,0,0.186941321427582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0737135085527447,-1.73472347597681e-18,0,0,0,0.0974945012470367,0,0,-0.00933526269782678,2.16840434497101e-19,0,0,0,0.0510222244998867,0,0
X600688.SH,0,0,0,0,0.143054521557605,-0.0189542553806482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0271642197891413,0.165736756031137,0.0816184398589734,0.0731657451477496,0,0,0,0,0,0,0.0271010273976933,0.121017691924723,0,0,0.0414283725392738,-0.00369161319397296,0
X600886.SH,0,0,0,0,0,0,0.0390866025733097,0,0,0,0,0,0,0,0,0.032955553804869,0,0,0.0760957980924555,0.161302036738361,0.0451443050777111,0,0,0,0,0,0.135616707783976,0.0340244087377728,0,0,0,0,0,0,0,0,0,0,-0.191872723838925,0,0,0,0.0667471597834673,0,0,0,0,0.107245258535894,0,0,0,0.0185735394024766,-0.0376340253166399,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.277494911210989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151331674811777,0,0,0,0,0,0,0,0,0,0,0,-0.000759744916917289,0.0431955937176726,0,0,0,-0.00915939359478705,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400242225647678,0,0.344149109594024,0,0,0,0,0,0.0273479086098788,0,0,0,0,0,0,0,0,0,0,0.0575413507953986,0.0303090346831706,0,0.0556584073233912,0,0,0,0,0,0,0.00268446544427308,0.00704976447227773,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0454682278824003,0,0,0,0,0,0,0,0,-0.00667429509972235,0,0,0,0,0,0.0470643198026413,0.0911182957385465,0,0.0854624086063691,0,0,0,0,0,0,0,0.0148216136997783,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.17305036404591,0.0128761189050703,0.0320271540596506,0,0,0,0,0,0.0164508399840407,0,-0.00238388913312519,-0.0158126035862746,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.338443930205244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525502714771792,0,0,0.0642421896014575,0,0,0,0,0,0,0,0,0.135950710452999,0,0,0,0,0,0,0,0.0286750856129156,0.241677260015356,0.235355874536536,0.0865090881076923,-0.401063434973789,0,-0.03064805787352,0,0,0,0,-0.144386416105106,0,0
