,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X600010.SH,X000877.SZ,X600188.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X600426.SH,X002080.SZ,X000408.SZ,X300037.SZ,X600803.SH,X600219.SH,X600399.SH,X600141.SH,X000723.SZ,X600096.SH,X000786.SZ,X601991.SH,X600795.SH,X600688.SH,X300073.SZ,X000825.SZ,X600489.SH,X600352.SH,X002407.SZ,X002409.SZ,X002353.SZ,X600516.SH,X000831.SZ,X000027.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.388277519098155,0,0,0,0,0,0,0,0,0,0.035575880880525,0,0.0663716643829805,0.00460416292843683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650169563484357,0,0,0,0.0794584314908074,0,0,0,0,0.118157752937348,0,0.0232672491444974,0.0312146530527084,0,0,0,0,2.16840434497101e-19,-0.00181498009121563,0,0,0,-0.0478951022417543,0,0
X600028.SH,0.0544234478399448,0,0,0,0,0,0,0,0,0,0,0,0,0.0807555132015568,0.0535378431305623,0,0,0,0,0,0,0,0,0,0,0.01631862238302,0,0,0,0,0,0,0,0.0519215675585887,8.67361737988404e-19,0,0,0,0,0,0.0192991470522773,0,0,0,0,0.0698066745324933,0,0,0.074883685689105,0.124982133407868,0,0,-0.00542992715478556,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.032265236408671,0,0.164940445524254,0,0,0.0979525437918876,0.00517996807667857,0,0,0.36671439360544,0,0,0.079030032756029,0,0,0,0,0,0.0802921452186265,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409822267295161,-0.0473126038746365,0,0,0,0,0.101640821377015,0,0,0.0171681820493711,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.118151168392455,0,0,0.0235321153489398,0.00246560717391887,0,0,0.116514030949699,-1.0842021724855e-19,0,0.0287468370907604,0,-0.0711004797316298,0.199402767158749,0,0,0,-0.0258839321272418,0,0,-0.0390298254021572,0,0.0252780823944139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285261732667285,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.456011183293135,0,0,0,0,0,-0.035857507050621,0,0,0,0,0,0,0,0,0,0,0.0392171893034924,0,0,0,0.0406720636090027,0,0,0,0.0182940020990087,0,0,0,0,0,0,0,0,0,0,0.288911124087663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.144472219526542,0,0,0,-0.0354628076077121,0,0,0,0,0,0,0,0.49801980785528,0.14056542860593,0,0.164071578351734,0,-0.00664953030421873,0,0,0,0,0,0.0540723854517558,0,0,0,0,-0.0346597487414303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00692285256496688,0,0,0,0.0168277862401485,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.294314600103464,0,0,0,0.0850533002478039,0,0,0.0341787055529632,0,0,0,0,0,0,0,0,0,0.233378986644128,0,0,0,0,0,-0.0217084894172861,0,-0.132697591378624,0,0,0,0,0,0,0.241203025821743,0,0,0,0,0,0,0,0.173102649514248,0,0,0,0,0.00143606639677902,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.494172002380106,0,0.00969451706816749,0,0,0,0,0.0651672189430629,0,0,0,0,0,0,0,0,0,0,0,0,0.0274414075974642,0,0,0.150553323215418,0,0,0.0023682222913125,0,0.00763467041763128,0.0287377813833859,0.00500721144568248,0,0.0202263024431197,0,0,0,0,0,0,0,0,0,0,0.0775761587485336,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0786967994222431,0,0,0,0,0,0.198320117589573,0.0330058750717327,0,0,0.012511280033326,0,0,0,0,0,0,0,0,0,0,0.0843138695064861,0,0,0.108991655244852,0,-0.02393112517093,0.0690542642559249,0,0,0,0,0,0,0.254643137728376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.395134657323392,0.132470758606188,0,0,0,0,0,0,-0.184089862197263,-0.169071945076323,0,0,-0.0794176982827905,-0.0375659004199848,0,0.138882886239527,0.372764758489554,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.151505143312919,0.0234099467734022,-0.058588126817589,0,0,0,0,0,0.0707050856438104,0,0,0.0408806733091895,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0888511960915078,0,0,0,0,-0.153497106698566,0,0,0.0160290452269426,0,0,0,0,0,0,0,-0.0233210669955224,-1.73472347597681e-18,0.0376577120439941,0.0720979119668781,0.103063475340912,0,0,0,0,0,0,0.0202283351108572,0,0,0,0,0,0,0,0,0,0.076040104203306,0.0156482672862445,0,0,0,0.0575690416441084,0,0.00372889262566065,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.234461114695244,0,0,0,0,0,0,0.065096212269537,0,0,0,0,0,0.161858818111644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476594147251662,0,0,0,0.0674297654333132,0,0,0,0,0,0,0,0,0.0850599506668817,0.0809233414586945,0,0.148884171663866,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-3.46944695195361e-18,0.497445440524469,0,0,0,0,0,0.0859790328773445,0,-0.0943020858679665,0,0,0,0,0,0,0,0,0,-0.105341372149245,0,0,0.0206215631123417,0,0,0,0.0632875844496534,0,0,0.1085991726466,0,0,0,0.0778814499769787,0.0805310950965555,0,0,0,0.229976526821288,0,0,0,0,0,0,0,0,0.0261009851715164,0.0135440917323596,0,0,0,0,0,0
X600188.SH,0,0,0.0670387014180468,0,0,0,0.265810484908785,0,0,0,0,0,0,0,0,0,0,-0.121908089599723,0,0.222523362959747,0.421067130013945,0,0,0,0.00367404782611025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108667948784927,0,0,0,0,0,0,0.0578344418357276,0,0.0589790662160149,0,-0.0200702243707539,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0107179260442176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296444339088542,0,0,-8.67361737988404e-19,-0.169681211433256,0,0.24813813553265,0.325971578082713,0,0.225262721389193,0,0,0,0.0618460650144257,0,0,0,0,0,0,0,0,0,0,-0.167619525126553,0,0,-0.0182747686343854,0,0,0,-0.0297075998009968,0,0
X002271.SZ,0,0,0,0,0,0,0,0.075266270493127,0,0,0.267069861844021,0,0,0,-0.0228459472372966,0,0,0,0,0,0,0,-0.0355482716249349,0,0,0,0,0,0,0,0,0,0,0,0,0.932965354741116,0,0,-1.73472347597681e-18,-0.0770337004446041,-0.112482719803268,0,0,0,0.0145869254285101,0,-0.00913644271360306,0,0,0,0,-0.0169363594381687,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0140946689334865,0.0671608349034906,0,0,0,0,0.034017823004387,-0.0607490576725453,0.0816459039628667,0,0,0,0,0.0195897073494745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646195044357779,0.0380846037907268,0,0,0,0,0.132689708510719,0,0,0,0,0.0164315183962886,0.203493496237824,0,0,0,0,0,0.0297814785482387,0,0,0,0.137784421723557,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11936041538646,0,0,0,0,0,-0.0630986826677323,0,0,0,0,0,0,0.0400485628735697,0,0,0,-0.094220510488866,0.14957486651831,0,-0.0388021548488477,0,-0.00756331338011462,0.584799921633722,0,0,-0.0512178995067455,0,0,0,0,0,0,0,0.171374150702246,0,0.101249614465195,0,0.0433675967706847,0,0,0,0,-0.0719682707647719,0,0
X600547.SH,0.0914354515460483,0,0,0,0,0,0,0,0,0,0,0,0.00589793112325425,0,0,0,0,0,0,0,0,0,0,-0.123948369805151,0,0,0,-0.0377765394882364,0,0,0,0,0,0.00443207266285825,0,0,0,0,0,0,0,0.321384371842541,0,0,0.0536887408914609,0,0,0,0,0.0317870182563947,0,0,0,0,0,0,-0.0320308297775274,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.12143293817372,0.11957389447469,0.072872147699949,0,0,0,0,0,0,0,0,0,0,0.189083930823201,0,0,0,0,0,0,0,0,0,0.131124945086158,0,0,0,0,0,0.23591692558735,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0293382537703474,0,0
X601898.SH,0,0,0.671066129373013,0,0,0,0,0,0,0,0,0,0,0.0867115864049986,-0.125069342912895,-0.175068541761498,0,0,0,0,0,0,-0.0483884661562872,0,-8.67361737988404e-19,0,0,0.0356913030726232,0,0,0,0,0,0,0,0,0,0,0,0,0.0428729930729147,0,0,0,0,0,0.0502390451255255,0,0,0.16768573388642,0,-0.0250563510958473,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.000293051370508075,0,0,0,0,0.0361166043858238,0,0,0,0.0245772235894919,0.101908778167287,0,0,-0.0462725064219041,0,0.0445356780252714,0,0,0,0,0,0,0,0,0,0,0.321133383145383,0,0,0,0,0.00387757481230374,0,0,0,0,0,0.48517448517799,0,0,0,0,0,0.0360061414000489,0,0.0390211327225427,0,-0.013245294494004,0,0,0,0,0,0,0
