,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X300072.SZ,X600795.SH,X601992.SH,X600516.SH,X000898.SZ,X002460.SZ,X601991.SH,X600547.SH,X600176.SH,X600111.SH,X600886.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X002271.SZ,X000792.SZ,X000830.SZ,X000553.SZ,X600027.SH,X600808.SH,X600299.SH,X000408.SZ,X002110.SZ,X600219.SH,X000932.SZ,X601158.SH,X000959.SZ,X600426.SH,X600489.SH,X000983.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.411179936520651,0,0,0,0,0,0,0,0,0,0,0.0375184191431321,0,0,0.19531360245128,0,0,0,0.0202059957647719,0,0,0,0.0293833835701649,0,0,0,0,0,0.0728505533162149,-0.00105101786471021,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0224678827149921,0,0,0,0,0,-0.00100083474369336,0.0600011561736639,0,0,0,0,0
X600028.SH,0.508933179044467,0,0.139507288965049,0,0,0,0,0,0,0,0,0,0,0.00519058363960057,0,0,0,0,0,0,0,0,0.255939432514007,0,0,0,0,0,0,-0.0618619475009558,0,0,0,-9.27546807455196e-05,0,0,-0.00151695745442507,0,0,0,0,-0.111810461108409,0,0,0,0,0,0,0,-0.01872946600704,0.0132137166583726,0,0,0,0,0,0
X601088.SH,0,0,0,0.433698236519456,0.177488174792245,0,0,0,0,0,0,0,0,0.0115969718659664,0,0,0,-0.0102454575812007,0,0,0,0,0.0379527606232479,0,0,0,0,0,0,0,0,0,-0.0106481824083484,0.0703602203380779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00932780702571803,0.00442510972481467,0,0,0,0,0,0
X600019.SH,0,0,0.135124376648906,0,0.267289441574432,0,0,0,0,0.0516882237418804,0,0,0,0.187391868429678,0,0,0,0,0,0.197941024080386,-0.054506882532423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113895228229772,0,0,0,0,0,0,0,-0.0161445790343017,0.0259344969041568,0.0310420320815057,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.225505440842131,0,0,0,0.0320766938708135,0,0,0,-0.016304998830122,0,0,0,0,0,0.211034746502991,0,0,0.250516214003762,0,0,0,0.112970172863239,0,-0.232587894569201,-0.0840379376267986,0,0,0,0,0,0,0,0.0961788482143383,0,0,0.00243925584361041,0,0,0,0,-0.0281627233225174,0.0397940719416576,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.00595783198289934,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131751848825498,0,0,0,0,0,0.17879742277564,0,3.46944695195361e-18,0,0,0,0,0.0987180469865283,0,0.0242295430723871,0,0,0.20877685528536,0,0,0.0364566015345199,-0.0327378080053454,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.000958659922487317,0,0,0.00201765013042525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568347498849592,0,0,0,0,0,0,0.00577898871959573,-0.036450713244805,0,0,0.0178933720431137,-0.0541172799922125,-0.0564627032371462,0,0,0,0,0,0,0,0,0,-0.0580850571660597,0.0831613705006578,0.048271588988966,0,0,0,0,0
X600011.SH,0,0.0944858464604915,0,-0.158899186048476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338734431627638,0,0,0,0.253474071020414,0,0,0,0.0157021573277509,0,0,0,0,0,0,0.0344228590718814,0.0261612874590217,0.116397549503517,0.115398314865544,0,0,-0.0123997335573015,0,0,-0.0189142855908897,0,0,0,0,0,0,0,-0.00498783049504508,0.000162852278877814,0,0.00848467446361175,0,0,0,0
X600188.SH,0,0,0,0,0.0942934917266405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103588459540336,0,0.119305195544874,0,-0.0152524087914301,0,0.0556980584946491,0,0,0,0.488817646444299,0,0,0.0911087255571262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168236676546664,0,0,0,0.148478431381842,0,0,0,0,0,0,0,0,0,0,0.0518426166033487,0.0363472300998051,0.189032729650718,0,0.033886132985079,0.0046863983582827,0,0,0,0,0,0,0,0,0,0,0,0,0.208205333823209,0,0,0,-0.00222436214902551,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.142828513808618,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971332052260771,0.338704664808941,0,0.51866039399402,0,0,0,0,0,0,0,0,-0.147995931172528,0,0,0,0,0,0,0,0.0763429066979493,0,-0.0553150193529226,0,0,0,0,0,0,0,0,0,-0.0366533140768615,0.0495563869443601,-0.0959110753436002,0,0,0,0,0
