,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X600362.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600489.SH,X600309.SH,X600886.SH,X600660.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000792.SZ,X002075.SZ,X000408.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600549.SH,X600352.SH,X000935.SZ,X000539.SZ,X000630.SZ,X000027.SZ,X600176.SH,X601699.SH,X600021.SH,X000060.SZ,X000012.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0137103906188877,0,0,-0.013907568025218,0,0,0,0,0,0.0076539880661861,0,0.0580044115041552,0,0,0,0,0,0.0591433585401272,0,0,0,0.00486175942115499,0,0,0.0302598442800529,0,0,0,0,0,0.048337149134461,0.0479938773769311,0,0,0.049596378827217,0,0.000934164167075022,0,0,0,0,0,0,0,0,0,0,0,-0.0188823154646573,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0436805473266766,0,0,0,0,0.0666660945173554,0,0,0,0,0,0,0,0,0,0,0,0,0.053468841026408,0,0,-0.00964196316646299,0,0,0,0,0,0.057150971369082,0,0.0138669167838404,0,0,0.050501030968134,0,0.0474699022662556,0,0,0,0,0,0.0796731860861501,0,0,-0.0484901914089528,-0.0271158555705651,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.238422147526221,-0.0205485907281515,0,0,0,0,0.00514405458596908,0,0,0,0,0,0,0,0.0315362043331451,0,0,0.0504086969263843,-0.034586509274248,0,0,0,0,0,-0.0407472943481501,0,0,0,0,0,0,0.0409992790341978,0,0.0815280500529677,0,0,0,0,0,0,0,0,0.0927641908721134,-0.0318033612017181,0,-0.093784397747681,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0318289385304462,-0.0471897330231302,-0.0447136279715642,0,0,0,0.0961687262278812,0,0,0,0,0,0,0,0,0.235955593026245,0,0,-0.0166643768032456,0.0165978162977739,0,0,-0.0642761031233476,0,-0.118689681380516,0,0,0,0,0,0,0,0,0,0,-0.0115218098622016,0,0,0.0150001977712837,0,0,0,0,0,-0.0267271455702907,0.0190191056685032,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0830050332654143,0,0,0,0,0.0328546277500622,0,0,0,0,0,0.191466605761928,0,0.161969587837147,0,0.151096075178448,0,0,0,0,0,0,0,-0.0555399072649186,0,0,0,0,0,0,0,0,0.0711307425278818,0,0,0,0,0.229997293120398,0,0,0,0,0,0.0326059653199813,0.0406161723676227,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.161868265950843,0,0,0,0,0,0,0,0,-0.0164111315835918,0,0,0,0,0,0,0,0,0,0,-0.051152134358398,0,0,0,0,0.0576489920135067,0,0,0,0,0,0,0,-0.0427783044258588,0,0,0,0,0,0,0,0,0,0,0.0729848293579665,0,0,0,-0.0423370783372622,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00438292770182215,0,0,0.0405627310389605,0,0,0,0,0,0,0.00945467867440927,0,0.156448841718458,0,0,0,0,0,0,0.0503969722766518,0.0730554930811834,0,0,0,0.0109953806276624,0,0,0.0676835432984735,0.110524076029557,0,0.0115362007300745,0,0,0,0,0,0,0.0756140211648792,0,0.0402089293577933,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.117511207975018,0,0,0,0,0,0,0,0.185364727286798,0,0,0.0492713393951719,0,0,0,0,0,0,0,0,0,0.0189577381045306,0,0.0818000045405236,0,0,0,0.0105769043083292,0,0,0,0,0,0,0,0,-0.112924285699975,0.0379618398131403,0.0261691946590817,0,0,0,0.130863597608195,0.2499798388944,0,0,0,0.104646118052048,0,0.037640898893901,-0.0557093928623245,0,0,0,0,0,0
X600547.SH,0,0,-0.0791308187523467,0,0,0,0,0,0,0,-0.165871466464967,0,0,0,0,0,0,0,0,0,0.947411271464935,0.110707540769339,0,0.0334944688649344,-0.0033562147432582,0,0,0,0.0179709227291468,0,0,0,0,0,0,0,0,-0.000743409064549867,0,0,0.0818716631994105,0,0,0,0,0,0,0.189372944562043,0,0,0,-0.0155422583961572,0,0,0,0,0,0,0
X600688.SH,0,0,0.0363172132054888,0,0,0,0,0,0,0,0,0,0,0.00312574537539417,0,0,0,0,0,0,0.0145947271353795,0.101919830722939,0,0,0,0,0,0,0.0616036811860877,-0.0714317130970665,0,0,0,0,0.0493954075478591,0,0,0.0776263909562985,8.67361737988404e-19,0,0.0777207505922711,0,0,0,0,0.00177359677378898,0,0,0.183094265389016,0.0137882710387551,0,0,0,0,0,0,0,0,0
