,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X002460.SZ,X600111.SH,X600795.SH,X600362.SH,X002466.SZ,X000301.SZ,X600489.SH,X600160.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X002128.SZ,X600219.SH,X600426.SH,X000877.SZ,X000408.SZ,X600176.SH,X601699.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X600995.SH,X002271.SZ,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0496050834788651,0.594945565571599,0,0.0960109228611064,0,0,0,0,6.93889390390723e-18,0,0,0,0,1.73472347597681e-18,0,0,0,0.516090243728152,0,0,0,-0.0242999426958363,0,0,0,0,0,0,0,0,0,-0.0135900021933081,0,0,0,0,0,0,0,0,0,0,0,-0.0760408240737443,0,-0.0912479814888829,0,0,0,0,0,0,-0.0168626990561017,0,0,-0.0442730368342636,0,0
X601088.SH,0,0,0,0,0.460792473577473,0,0,0,0,0,0,0,0,0,0,0,-0.100937837585139,0,0,0,0,0,0.00381000727002344,0,0,0,0,0,0,0,0.16136117335863,0,0.0026836604355626,0,0,0,0,0,0,0,0,0.0256745493143142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199895262130698,0,0
X600028.SH,0.433066949479576,0,0,0,0.256520251484155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00740878405269945,0,0,0,0,0,0,0.037070775681079,0,0,0,0,0,0,0,0,0,0.133443077580534,0,0,0,0,0,0.0626721827258747,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0573727068402797,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510883803297754,0,0,0,0,0,0,0,0.184808042739398,0.150589296581321,0,0,0,0,0,0,0,0.0852827323301553,0.113404763877304,0,0.052380851426643,0,0.0245835375907337,0,0,0,0,0,0,0,0,0,0,0.126751211953931,0,0,-0.0234924471077213,0,0,0,0,0,0,0
X601898.SH,0.108308776449886,0.11494935442379,0,0,0,0,0,0.112310957746765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154777873390956,0.0666683327054382,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340737351063608,0,0
X600188.SH,0,0,0,0,0.101176741852073,0,0,0,0,0,0,0,0,0,0,0,0,0.0927390918673579,0,0.0548533590224567,0,0,0,0,0,0.241429581081431,0,0,0,0,0.073436114154616,0,0,0,0,0,0.279324532261085,0,0,0,0.0689566898419341,0,0,0,0.151645522382648,0,0,0,0,0,0,0,0,0.145071574395657,0,0,-0.0367289780974204,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566657141566267,0,0,0,0.17160241539589,0.0767702483392188,0.27289839580526,0,0,0,0,0,0.118002817930121,0,-0.144414214952736,0,0,-0.127332572130911,0.0150149566908483,0,0,0,0,0,0,0,-0.192981245112403,-4.33680868994202e-19,0,0,0,-0.059246112070094,0,0,0,-0.0491904484698266,-0.131089263667896,0,0,0,-0.0478001142139873,0,0
X600019.SH,0.269484184297479,0,0,0,0,0,0,0,0,0.21621286444879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0804104379336852,0,0,0,0.102193198266234,0,0,0,0,0,0,0,0,0.0918967096114117,0,0,0,0,0,0,0,0,0,0.0735602844949759,0,0,0,0,0,0,0,0,0,0,0,0,-0.00792390491238813,0,0
X600585.SH,0,0,0,0,0.246558505443798,0.133356947431782,0,0,0,0,0,0,0,0.0655424931203422,0,0,0,0,0,0,0.00906866174224323,0,0,0.0277291035912142,0,0,0,0,0,0,0,0,0,0.266252812449318,0,0,0,0,0.0775831400349308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262918237885435,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593160407662215,0,0,0,0,0,0,0,0,0,0.185916807411352,0,0,0.555547507341358,0,-0.169435538889345,0.301664235772948,0,0.0411504369883904,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0769937778312105,0,0,0,-0.0284591499202698,0,0,0,0,0.00314033313849612,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0687812295557395,0,-0.0122356824930586,0,0,0.613110074963159,0,0,0,0,0,0,0,0,0,0.00692481501254897,0,0,0.0915274717905877,0,0,0.0224227131472978,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155769199939783,0,0,0,0,0.022529386976416,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.081157540056852,0,0,0,0.0677707161421532,0,0,0,0,0,0.0358151948755423,0,0,0,0,0,0.735391767072476,0,0,0,0,0,0,0,0,-0.0113441282265678,0,0,0,0,0,0,0,0,0,0,0,0,-0.00920471151345236,0,0,0,0,0,0,0,0,0.00731422112758641,0,0,0,-0.0199084529251091,0,0
