,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X002460.SZ,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000786.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X000630.SZ,X600985.SH,X000408.SZ,X601168.SH,X600096.SH,X002128.SZ,X000933.SZ,X600176.SH,X000877.SZ,X600378.SH,X002271.SZ,X600995.SH,X000883.SZ,X002353.SZ,X600352.SH,X000027.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.20337908655176,0,0.04537857966884,0,0,0.101436239336403,0,0,0,0,0,0,0.341991742801333,0,0.297421703593192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885036977726435,0,0,0.0159170988309451,0,0,0,0,0,0,0,0,0,0,0,0,0.131506875035722,0,0,0,0,0,-0.00935902303879844,0,0,0,0,0,0
X601088.SH,0.12591489861787,0,0,0,0.189114624643539,0,0,0,0.0465054184462632,0,0,0,0,0,0,0,0,0,0,-0.0861301549598682,0,0,0,-0.0440276718219255,0,0,0,0,0,0.0383030179172221,0,0,0,0,0.173473982127642,0,0,0,0,0.0113718748593844,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0329786999564234,0,0,0,0,0,0
X600028.SH,0.439256517721501,0.0781647442610661,0,0,0.232747609825794,0.0583675644159741,0,0,0,0,0,0,0,0,0.0712854840393547,0,0,0,0,0,0,0.000499674623913014,0,-0.0626154794208788,0,0,0,0.0531076412464246,0,0,0,0,0,0,0,0,-0.142807751228798,0,0,0,0,0.0306014259183108,0,0,0,0,0,0,0,0,0,0,0.0211005958399098,0.0413017683328054,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1400807120858,0,0.16586183343041,0,0,0,0.102898725856708,0,0,0,0.372426540120584,0,0,0,0,0,0,0,0,0.0801395401825719,0,0,0,0,0,0,0,0,0,0,0,0,-0.0993979317046768,-0.0134481058959761,0,0,0,0,0,0
X601898.SH,0.0862138134704585,0.489650047229997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030817683769108,0.183520976653375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207734635079869,0,0,0,0.0038832852172087,0,0
X600188.SH,0,0,0,0,0.0727902614104212,0,0,0,0.0579859772296748,0,0,0,0,-0.191980568936038,0,0,0,0,0,0,0,0,0.0866230757879552,0,0,0,0,0,0,0,0.0160344357533797,0.202742608265622,0.465588309958586,0,0,0,0,0,0,0,0,0,0.269078486544766,0,0,0,0,0,0.0471402404332044,0,0,0.032176468710249,0,0.164855765416529,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.170285516917281,0,0,0,0,0,0,0,0,0,0.159699613135104,0,-0.178572045933616,0,0,0,0,0.392464496320938,0,0,0,0,0,0,0,0,0,0,-0.00844064902940275,0,0,0,0,-0.194100803947513,0,0.154978716983426,0,0,3.46944695195361e-18,0,0,0,0,-0.0296805951003765,-0.010450187687985,-0.138298268523895,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41450021863252,0,0.335425522333776,0,0,0,0,0,0.35305277816481,0,0.0114929175208342,0.0783486773544911,0,0,0,-0.100293506645424,0,0.155489900976781,0,0,0,0,0,-0.0381990709465059,-0.0521186537605749,0,0,0,0,0,0
X600019.SH,0,0,0.378729173503263,0,0,0,0,0,0,0.332747126580801,0,0,0.101008470731891,0,0,0,0.0306228348255254,-3.46944695195361e-18,0,0,0.0259120157996853,0,0,0,0,0,0.0555430963603196,0,0,0,0.025767522303898,0,0,0,0,0,0,0,0,0,0,0.0193270558255633,0,0,0,0,0,0,0,0,0,-0.0569550738648546,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0798070420872847,0,0,0,0.110468350368321,0,0,0,0,0.201921645325154,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.156971165417375,0,0.12478705960113,0,0,0,0,0,0,0.05481649624103,0,0,0,0,-0.0526330707944545,0,0.226943840818828,0,0,0,0,0,0,0,0,0,0.0652963055575462,0,0,0,0,0,0,0
X600547.SH,0,0,0.0394706999211551,0,0,0.0119700859660706,0,0,0,0,0,0,0,-0.105272887022931,0,0,0.808433521274782,0,0,0,0,0.0127362128643098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185146608892976,0,0,0,0,0,0,0.0634752653642976,0,0,-0.0241759636514385,8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0.254565352189135,0,0,0,0.00143243902714691,0,0,0,0,0,0,0,0,0,0,0,0.133975194868871,0,0,-0.194105087167003,0,0.179424331968176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033081434044665,-1.38777878078145e-17,-0.102860683221502,0,-0.057375793142964,0,0,-0.0382511607830735,0,0,0,0,-0.0261247112353973,0.0688099521393335,0.0651891003197042,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.00238395173742769,0,0.125416991256275,0,0,0,0,0.274563621430211,0,0,0,0,0,0,0,0.0822593820872607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723376231613294,0,0,0,0,0,0.181593089439647,0,0,-0.0913625616897906,-0.0141445698003279,0,0,0,0,0,0
X000792.SZ,0,0,0,0.09795633648899,0,0,0,0,0.117691399406191,0,0,0,0,0,0,0,0,0,0,0.30995877626153,-8.67361737988404e-19,0,0,0,0,0.0861601579005088,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0978761667554879,0,0.00777717933523708,0.00897087491600712,0,0,0,0,0,0,0,0,0.102323378079568,0,0.0318762710355285,0,0.0462343679190101,0.0298613291753424,0,0,0,0,0,0
X600795.SH,0.00442683114081363,0,0.264611601670066,0,0,0,0,0.0312148886786216,0,0,0,0.225383558356996,0.147127248665694,0,0,0,0,0,0,0,0,0,0.007575034204885,0,-0.0415803031919972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0978438583384241,0,0.20295215540108,0,0,0.0296396263707876,0.00763573523725085,0,-0.0380903338034398,0,0,0,0,0,0,0
X600362.SH,0.207536655439011,0,0,0,0,0,0,0.107259489117229,0,0,0,0,0,0,0,0,0.0599407765782931,0,0,0.0853344107082587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176743830043721,0,0,0.104213836343862,0,0,0.0301352396220615,0,0.0792969415965502,0,0,0,0,0.114639808300924,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.815869483752665,0,0,0,0,0,0,0,0,0,0,0,0.184639827304905,0,0,0,0,0,0,0,0.404052413273147,0,0,0,-0.0277468824828593,0,0,0.027485459198485,0,0.0282168343986391,0,0,0.0118250800353046,-0.144953646718186,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0321324419690763,0,0,0,0,0,0
X600010.SH,0.137640522978179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527852148180273,0,0.139224388747308,0,0,0,0,0,0,0,0.29531546906368,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.228541105620697,0,0,0,0,8.67361737988404e-19,0,0,0,-0.00964361157815758,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035572323739834,0.456271314135724,0,0.259262380751778,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.03712911281487,0,0.0483106751721994,0.00924469928917964,0,0,0.00801765388845569,0,0,0,1.73472347597681e-18,0,0,0,0,0.0855928356724636,0,0,0.0132306410131838,0,0,0,0,0,0,0
X002460.SZ,0,-0.149888473411351,0,0,0,0,0,0,0,0,0,0,0,0.0877439127893489,0,0,0,0,0.476695483008872,0,0,0,0,0.335503409920445,0,0.0957338234885862,0,0,0,0,0,0,0,0,0,0,-0.0299308324142142,0,0,0,0,-0.0464277858240717,0,0.200963392496964,0,0,0,0,0,0.0753595003947237,0,0.0553829444583974,-0.0376422234040293,0,0.0949243177276519,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0251105070082555,0,0,0,0,0.049803853407017,0,0,0,0,0.0272820526557754,0.0832285940807598,0,0.172160814383484,0,0,0,0.0838059228470902,-2.16840434497101e-19,0,0,0.222175841209413,0,0.0438130943777126,0,0,0,0,0,0,0,0,0,0,0,0.201394871243172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0.0802525976681412,0,0,0,-0.13029367098292,-0.0555028272915607,0,0,0.495844148069674,0,0,0,0,0,0,0.160610337561257,0.11591286657119,0.310936512957456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0034546965003261,0.129576703792403,0,0,0,0,0,0,0,0.00855535113958308,0,0,-0.351216153934343,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.00728195290535449,0.00656144664208409,0,0,0,0.257778332434692,0,0,0,0,0,0,0,0,0,0,0,-0.0493937616755955,0,0,0,0,0,0,0,0,0,0,0,0.356999435461819,0,0,0,0,0,0,0,0,0,0,0,0,0.265365583258349,0,0.0377502387149297,0,0.0650756169580585,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.118465930392647,0,-0.104871576911462,0,0,-0.0351199547880909,0,0,0,0,0,0,0,0,0.9621816278341,0,0,0,0,0,0,0,0,-0.0212936537288877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984322276733109,0.0103139027448818,0,-0.0332760350608076,0,0,0,0,0.0202532493296853,0,0.0324572446691161,0,0,0,0,0
X600160.SH,0,0,-0.210900680462389,-0.0572424175359459,0,0,0,0,0,0,-0.0858791391515598,0,0,0,0,0,0,0,-0.306198976943,0,0,0,0,0,0,0,-0.402675522987472,0,0,0,0,0,0,0,0.0199502716942328,0,0,0,0,0.505619811862052,0,0,0.536296903101427,0,0,0,0.5580863519198,0,0,0,0,-0.0692172558296627,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.332212816781416,0.0592590840070883,0,0,0.0593054011014985,0,0,0,0,0,0,0,0,0,0,-0.0529377302509872,0,0,0.00274621882897165,0,0,0,0,0,0,0,0.303634918968123,0,0,0,0,0,0,0.238562107653483,0,0,0,0.033046314128562,0,0,0,0,0,0,0,0,0.0133702680834609,-0.268838036374792,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051577410272205,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257848289678697,0,0.0234355953233441,0.0617176088670988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
