,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601600.SH,X601898.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X600219.SH,X601699.SH,X000786.SZ,X000807.SZ,X600803.SH,X600096.SH,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X000630.SZ,X600141.SH,X300073.SZ,X600489.SH,X600688.SH,X000825.SZ,X600801.SH,X600157.SH,X600378.SH,X600160.SH,X000932.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.177245684816627,0,0,0,0,0,0,0.030434113777804,0,0,0,0,0,0.0120405448299926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330308032728119,0,0.00258159600411432,0.0893623389891796,0,0.261817666320637,0,0,0,0,0.117245209157219,0,0,-0.0197567499227589,0.0967310918383511,0,0,0.0235366019588914,0,0
X601088.SH,0,0,0,0,0,0.0944290280688212,0,0,0,0,0,0,0,0,0.0957950937691334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285625860994285,0,0,0,0,0,0,0,0,0,0,0,0.0843023331218415,0,0,0,0,0,0,0,0.0361399722952281,0,0,0.0348804459934988,0,0,0,0.104619714542285,0,0
X600028.SH,0.1124888834853,0,0,0,0,0.0644489277514711,0,0,0,-0.0481174286814737,0,-0.00133923320714212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764121779994466,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.258364834669471,0,0,0,0,0,0,0.0196086179545198,0,-0.00717815412534116,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137643590325579,0,0.2098885358814,0,0,0,0,0,0,0,0,0,0,0,0.0407023959715099,0,0,0,0.145750488318163,0,0,0,0,0,0,0,0,0,0.0396400748645317,0.0152305823628347,0,0,0,-0.00601219709874106,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133039665333651,0,0,0,0,0,0,0.00780268286661027,0,0,0,0,0,0,0.109652542023923,0,0,0,0,0,0,0,0,0,0,0,0,0.0309270610374185,0.485938164027609,0,0,0,0,0,0,0,-0.00335999573493447,0,0,0,0.0132773778852605,0,0
X600188.SH,0,0.0937353900445191,0,0,0,0,0,0,0,0,0,0.0847709487800507,0,0.014639507740303,0,0,0,0,0,0,0.0253347424319956,0,0,0,0,0,0.527050252427154,0,0,0,0,0.00381497904929568,0.0886217934619649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615568334600375,0.103638482240684,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.067789361433066,0,0.113407015108292,0,0.157608294599139,0.368883947766193,0,0,0,0,0,0,0,0,0,0,-0.0554257128607706,0,0,0,0,0,0.077074379639435,0,0,0,0,0,0,0,0,0,0,0,0,0.189470159603902,-0.015503612121046,0,-0.162790608141179,0,0,0,-0.0109903555704963,0,-0.0230647694640614,0.0826569898814859,0,-0.0293956441610109,0.0451524121653827,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.436965070356102,0.252527386858692,-0.0746565219012669,0,0,-0.0456337721216225,0,0,0,0,0,0,0,0,0,0,0.336242655410201,0,0,0,0,0,0,0,0.010629202984875,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0831260276794465,0,0,0.0375685292294376,0.114522351013993,0,0,0,0.0143055221656798,0,0,0,0,-0.00271602342064979,0,0
X600019.SH,0,0,0,0,0.0172530670076864,0,0,0,0,0,0,0.158288546694349,0,0,0,0,0,-0.0124695639354014,0,0,0,0,0,0,0,0,0.0112821191444437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203269285380619,0,0,0,0.349961012400359,0,0,-0.00265040359663018,-0.00585925972151082,0,0,0,-0.0122613875795999,0,0
X600111.SH,0,0,0,0,0,0.0379268260916819,0.174269973400486,0,0,0,0.148463726316592,0,0,0,0,0.204704516290776,-0.0301968507028102,0,0,0,0.171364442880211,0,0,0,0,0.0443415169465793,0,0,0.162614006855645,0,0,0.0909507096414223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470078196799475,-0.0325639763828201,0,0,0,0,0,0
X002466.SZ,-0.318879927447181,0,0,0,0,0,0.721106926476047,0.139735009633177,0,-0.0437625809998123,0,0,-0.131177559075694,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368663661709393,0,0.193189331215159,0,0.112486707813515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113728806321614,0,0.0616175131027559,-0.0722276410789848,-0.0224216002413132,0,0,0.0105954846055954,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.185661662052121,0,0,0,0.00793138584125518,0,0,0.175835897704566,0,0,0,0.0297374884863263,0,0,0,0,0,-0.0902819292345491,0,0,0,0,0,0,0,0.595105793585466,0,0,0,0.286811955388995,0,0,0,0,0,0,0,0.0689627606848753,0,0,0.0439650728439,0,-0.066700040935704,0.091190963788342,0,0,0,0.00875731471482982,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,-0.0249619472337609,0,0,0,0,0.204105844641355,0,0,0,0,0,0,0,0,0.319963472567278,0,0,0.101209000407094,0,0,0,0,0,-6.93889390390723e-18,0,0.0383043980141638,0,0,-0.123294556088403,0.0457508493191737,0,0,0,0,0.238474427218983,0,0,0,0,0,0,0,0.00686707753808393,0,0,0,0.0164919513532605,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0859704670605593,0,0,0.092489845154819,0.1743282577735,0,0,0,0,0.0616192065182972,0,0.0833467683150997,0,0,0,-1.73472347597681e-18,0,0.166156658637335,0,0,0.403094098196258,0,0,0,0,0,0,0.0790322844986883,0.0680643414220988,0,0,0,0.0930952583497485,0,0,-0.0213637225171649,0,0,0.0642696573334531,0,0,0.00168935152842046,0,0,0,0,0,0
