,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600886.SH,X601600.SH,X600660.SH,X600010.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600027.SH,X002271.SZ,X000786.SZ,X600111.SH,X601992.SH,X000723.SZ,X002466.SZ,X600299.SH,X600176.SH,X002460.SZ,X600516.SH,X002353.SZ,X600583.SH,X600489.SH,X000898.SZ,X601158.SH,X000883.SZ,X600612.SH,X600426.SH,X000709.SZ,X000792.SZ,X600219.SH,X000027.SZ,X000629.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600315.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0558019115404357,0.0688763833342542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220491413881206,0,0,0,0,0,0.109786052699883,0.011640572703193,0,0,0,0,0,0.0321703125467361,0,0,0,0,0,0,0,0,0,0,0,-0.0377751893421521,0,0,0,0,2.16840434497101e-19,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0453376788417382,0,0,0,0,0,0,0,0,0.112409890024771,0,0,0,0,0,0,0,0.0960871550913851,0,0,0,0,0,0,0.0350521395466312,0,0,0,0,-0.0143519151179582,0.0532622698945831,0,-0.0219731338182213,0,0,0,0,0,0,-0.07548986426329,0,0,-0.0109159868491659,0.0328844184231594,0,0,0,0.018360913355757,0,0
X601088.SH,0,0,0,0.175971134100901,0,0.348891290579997,0,0,0,0.126746972306772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287381612986783,0,-0.025782344672246,0.0185337471447357,0,0,-0.117688081264443,0,-0.100454092372358,0,0,0,0,0,-0.157944553799572,0,0,-0.0389786096852471,0,0.11063823747295,0,0,0,0,0,0,0,-0.0290851303297883,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0703731408744672,0,-0.0717643330564908,0,0,0.0487072541600062,0.0132617538168968,0,0,0,0,0,0,0,0,0,0.292370002903446,0,0,0.0190970586703029,0,0,-0.0217994375175971,0.0464528796711562,0,0.0931216344894552,-0.134608545027207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134652943603643,-0.0111775377563353,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0462315430835906,0.0430481756773229,0,0.0366216659887765,0,0.0779178880500318,0,0,0,0,0,0.00130714789278786,0,0.139261770885708,0,0,0,0.0305403820201277,0,0,0,0.143411111790963,0,0,0,0,0,0,0,0,0.00979327279599874,0,-0.0193200545385131,0,0,0,0,0,0,0,0,0,-0.0400407132732321,0,0,0,0,-0.0176149364969823,0,0
X600019.SH,0,0,0.206204435085346,0,0,0,0,0,0,0.0463233477442054,0,0,-0.0133009715311681,0,0,0,0,0,0,0,0,0,0.0275975309416986,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0168508906216454,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00226585726106274,0,0.0341655243182774,0,0,0,0,0,0.0103157098557437,0,0,0,0,0.0238075616695637,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104437387530541,0,0,0.0350575580615167,0,0,0,1.31146094486283,0,0,0,0.127557464574414,0,0,0.121856364676983,0,0,0,0,0,0,0,0,-0.146368993753093,-0.0252779923268808,0,0,0,0,0.0162517555902467,0,0
X600011.SH,0,0,0,0,0.109896886349047,0,0,0,0,-0.0249010378932649,0,0,0,0,0,0,0,0,0,0,0,0.355987093921381,0.0688007392145762,0,0,0,-0.153218399249555,0,0,0.174900418630908,0,0.0886223138469912,0.00395661767113003,0.111117276408859,0,0,0,0,0,0,0,0.0312171020098229,0,0,0,0,0,0,0.0913064190071254,0,0,0,0.015647623315511,0,0,0,0.00109126256796513,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.123058120136408,0.382749906537553,0.231060847896229,0,0,0,-0.00811932920311125,0,-0.0803539867561798,0,0,0,-0.197162814519727,0,-0.00447104404874279,0,0,0,0,0,-0.0507472707110849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522766647944019,0,0,0,0,0.0248541232193343,0,0
X000708.SZ,0,0,0.478977730747752,0,0,0,0,0,0,0,0,0,0,0.349649284921269,0.295017359693111,0,0,0,0,0,0.00188779608380637,0,0.0457922384726068,0,0,0,0,0,0,0,0,0,0,0,0.368554610510144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054136708739504,0,0,0,0.0311900385183815,0,0
