,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600547.SH,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X002271.SZ,X600795.SH,X600886.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600803.SH,X600176.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600489.SH,X600348.SH,X600995.SH,X002080.SZ,X600096.SH,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600688.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.570971813568007,0,0,0,0,0,0,0,0.202443107603426,0.162221818317184,0,0,0,0,0,0,0,0,0,0,0.0717434434718568,0,0,2.16840434497101e-19,0,0,0,0,0.0673232580840214,0,0,0,0,0,0,0,0.0547997661266985,0,0,0,0,0,0,0,0,0,0.00100585200479932,0,0,0,-0.0173416171572902,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.430388906492922,-0.0651327901599559,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150481197462791,0,0,0,0,0,0,-0.0927393071287454,0,0.0354674598477466,0,0,0.223663963685504,0,0,0.07726704686463,0,0,0,0,0,0,-0.0316427693312674,0,0,0.071301745739194,0,0,0,0,0,0,0,-0.0137842351414408,0,0,0,0,0,0,0
X600028.SH,0.594416809863358,0,0,0,0,0,0,0,0.0189135238035971,0,0,0,0,0,0,0,0,0,0.00595293563755312,0,0,0,0,0.0156647361776613,0,0,0.0661960486851075,0,0.0391063626561327,-0.0303964315839831,0,0.0122022767597734,0,0,0,0,0,0,0.0225362392846277,0,-0.0217994932871054,0,0,0,0,0,0,-0.0471892845961907,0,0,0,0.00270476970428868,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150614865906319,0,0,0,0.00904822461267123,0,0.205789730014508,0,0.145365440215229,0.17050177453794,0,0,0,0,0,-0.125280552343805,0,0.335649464687539,0,0,0,0,-0.107792696201587,0,0,0,0,-0.0503107423682914,0,0,0,0,0,0,0,-0.0540819622580018,0,0,0,0,0,0
X600188.SH,0,0.746731794180329,0,0,0,-0.0348156793711042,0,0,0,0,0.0660542130851472,0,0,0,0,0,0,0,-0.0635001141714218,0,0,0,0,0,0,0,0.040313002277484,0,-8.67361737988404e-19,0,0.0863658317494802,0,0,0,0,0,0,0,0,0.0304442820741701,0,0,0,0,0.149880442596972,0,0,0,0,0,0,0,0.0746692568344691,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.475686567885545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180936383937723,0,-0.140376399814344,0,0,0,0.0336494528817777,0,0,0.113532690415467,0,0.162845187094272,0,0,0,0.229074837564549,0,0,0.0953752905315245,0,0,0,0,0,0,0.00256548984689399,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0596621872309692,0,0,0,0,0,0,0.107996656668828,0,0,0,0,0,0,0,0,0,0.0268899745827524,0,0,0.0976421575054336,-0.0985323885563342,0,0.0591265621920734,0,0,0.384050896717783,0,0,0,0,0,0,0,0,0,0,0,0.0450890151564659,0,0,0,0,-0.00502314720988117,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.566178053417792,0,0,0,0,0,0,0,0,0,0.155440769460821,0,0,0,0.0722675520226591,0,0.0638065599083207,0,0,0,0,0.0323815946613433,0,0,0.0306138254337828,0,0.347039687586483,0,-0.00781997395093125,0,0,0,0,0,0,-0.000521766664155235,0,0,0,0,0,0,-0.127352187705051,0,0,0,-0.0211921441981068,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.248177194157893,0,3.46944695195361e-18,0,0,0,0,0,0,0.236822570838687,0,0,0,0,0,0,0,0.0815267492149481,0,0,5.42101086242752e-20,0,0,0,0,0,0.259973094120919,0,0,0.04613629960387,0,0,0,0,0,0,0,0,0,0.0193016476121445,0.00377640711360946,0,0,0.0506701915298877,0,0.0974655792414659,-0.00396190719805155,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257638406687255,0,0,0.267791626195494,0,0,0.146728814631776,0,0,0,0,0,0,0,0.151470263432555,0,0,0,0,-0.277497195336589,0,0,0,0,0,0,-0.0447658388861912,0.13551123417193,0,0,0,0,0,0
X601898.SH,0,0,0.167948768284082,0,0.0731723441310268,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360269190692541,0,0,0,0,0.0302859939326506,0,0,0.141046764784274,0,0,0.0454219759328596,0.388426196683879,0,0,0,0,0,0,0,0,0.0202048872406713,-0.0172549169206264,-0.0239629772878549,0,0,0.0744133363882442,0,0,0,0,0,0,-0.0324870765101809,0,0,0,0,0,0,0
X600019.SH,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829855353821689,0.28729796367384,0.145869650865729,0,0,0.121775870474557,0,0,0,0,0,0,0,0.0275145295157344,0,0,0,0,-0.0559060910175285,-0.0900053715391202,0,0,0,0,0,0,0,0,0.0303368585825797,0,-0.00694827109230969,0.0189391479170601,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0695276117294624,0,0,0,0,0,0,0,-0.0233228592833126,0.104150144782165,0,0,0.0409730044557695,0,0,0,0,0,0.0778132374876778,0,-0.0956651411574662,-0.000657423623840253,0,0,0,0,0,-0.0119716186551674,0,0,0,0.0998097748823853,0,0,0,0.114376110401684,0.0643340313179706,0,0,0,0.119493673541652,0,0,0,0,0,0.00752233119949959,0,0,0,0,0,0,0
X600547.SH,0.0427914565482041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485601362457977,0,0.0351443184798901,0,-0.0381578272068201,0.0684357050833642,0,0,2.71050543121376e-20,0,0.388129274443601,-8.67361737988404e-19,0.0482132801441381,0,-0.0488290587967559,0,0,0,0,0,0,0,0,0.00890007712068159,0.196898231869643,-0.0260251741950638,0,0,0,0,0,0,0,0,0,0,0,-0.00760946909769294,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.176053850508141,0,0.00884168975546314,0,0,0,0,0,0,0,0,-0.0398262715160511,0,0.120333311035527,0,0,0,0,0,0,0,0,0,0.0500268792374169,-0.0148553603290742,0,0.180495202143052,-0.0292679833015574,0,0,0,0,0,0,0,0,0,0,0,0,0.174451893236685,0,0,0,0,0,8.67361737988404e-19,0.0762566164801849,0,0,0,0,0,0
