,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X002271.SZ,X600362.SH,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600176.SH,X600803.SH,X600489.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X002080.SZ,X000629.SZ,X600985.SH,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X600096.SH,X000539.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.856513922479482,0,0,-6.93889390390723e-18,0,0,0,0.192482699661167,0.00256292474916968,-0.0390490500878165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227611934458781,0,0,0,0.0572906378645144,0,0,0,0,0.109347908359361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563436179980367,0,0,0,0,0,0,0
X600028.SH,0.570163463273371,0,0,0,0,0,0.0464147489401577,0,0,0,0.0477509652763035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100681886334947,0.0353489449198265,0,0.0184489303616551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470311585670039,-0.164200238620869,0.0279291987173188,0,0,-0.00362972880688414,0.0361651996813198,-0.00942983599672166,0,0,0,0,0
X601088.SH,0.00260017283458215,0.138580755316703,0,0,0.212649316471337,0,0,-0.0334643931073306,0,0,0,0,0,0,0,0,0.109564329803419,0,0,0,0.0185524858100964,0.075902371915559,0,0,0,0,0,0.00771912307703506,0,0,0,0,0,0,-0.0677903840756951,0,0.16255556280514,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00156836179580592,0,0,0,0,4.33680868994202e-19,0.0117578494330005,0,0,0,0,0,0
X600309.SH,0.0555445436114143,0,0,0,0,0,0,0,0,0,0.0376136291658863,0.121708413592321,0.180385684778003,0.0481646713918416,0,0,0,0,0,0,0,0.0360016117102364,0,0,0,0,0,0,0,0,0,0,0.0996775771146832,0,0,0.078238484041792,0,0.00669203114404145,0,0,0,0,0,0,0,0,0,0.0924449887854331,0,0,3.46944695195361e-18,0.060338609680561,-0.0510649222250456,0,0,0,0,0,0
X600188.SH,0,0,0.851288201963242,-0.29781626473191,0,0,0,0,0,-0.0983097560679934,0.112191151455178,0,0,0,0,0,0,0,0,0,0.0469111016657854,0,0,0,0,0.305814379352998,0,0,0,0,0,0.0454881055749952,0,0,0,0,0,0,0,0,0,0,0,-0.276440391663159,0,0,0,0,-6.93889390390723e-18,0,0,0.0603529383052448,-0.0667965717935408,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.12935656786442,0,0,-0.0764013556823113,-0.243546698313758,0,0,0,0,0.0042689002330303,0,0.169951904507392,0,0,-0.0113196758474241,0,0,0,0,0,-0.151907307826344,0,0,0,-0.0366563519475756,0,0,0.0257414252156508,0,0,0.0731030782417355,0,0,0,0,-0.0332552243092222,0.104381082159032,0,0,0.367073533207917,0,-0.00111581550217236,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216341009989958,0,0,0,0,0,0,0.0365944599660703,0,0.150352292034633,0,-0.0172202383086411,0,0,0,-0.00511123631767172,0.289137697758869,0,0,0,0,0,0,0,-0.0494466962675965,0,-0.221714568174186,0,0,0,0.153841134808011,-0.00410347956513333,2.16840434497101e-19,0.0355352914299462,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.114550994192391,0,-0.0218979517174277,0,0,0,0,0,0,0,0,0.300239351093206,0,0,0,0,0,-0.195217941514574,0,0,0,-0.0152983563850757,0,0,0,0,0.375045299383939,-0.0286940802705471,0,0,0.0720111263166917,-0.0231636231606222,0,0,0,0,-0.145155729231052,0,-0.0218275223018717,0,0,0.0402973638016392,0,0,0.289781935557995,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0513636363298505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062564860651935,0,0,0.0468070979838106,0.240541497225558,0,0.102853677536884,0,0,0,0,0,-0.0469990946129619,0,0.262087664100141,0,0,0,0,0.133271258621909,0.0103502117053077,0,0,-0.102918231983473,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.157954728882379,0,0,0,0,-0.0306949880443634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293009884483335,0,0,0,0.0426679366784566,0.457679578667234,0,0,0,0,0,0,0,0,0,-0.0427018262162388,0,0,0,0.063342214479517,0,0,0.204970242388227,0,0,-0.0858501590756184,0,-0.0187936083467246,0,0,0,0,0,0,0
X601600.SH,0.0822817447801379,0,0,0,0,0.0426993777532258,0,0,0,0,0,0,0,0,0,0,0.178104363651775,0,0,0,0,0,0,0,0,0,0,0,-0.0535147680017441,0,0.00471365158624547,0.540793695319273,0.0793209573535197,0,-0.0702332605262058,0,0,0,0,0,0,0,0,-0.0303949955353445,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600660.SH,0,0,0.0720736643332274,0.0978893736388729,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197451347896497,0,0,0,0,0.000210369653471493,0,0,0,0,0.00014956551955311,0,0,0,0,0,0,0,0,0.140840600917946,0,0,0,0.149338387380446,0,0,0,0.0906520978776225,0,0.094716776281575,0,0,-0.133309331247637,0,-0.00874846067189532,0,0.0270618155484402,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230158440330316,0,0,0.0445395293095555,0,0,0.0116318287546294,0,0.110887135330945,0,0,0,0.00127706372904839,0.0547282412925376,0,0.0318804458459122,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0158797058525073,-0.028613247807136,0,-0.0116039982194134,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0524753153249193,0,0,0,0,0,0,0,0,0,0.812956274162548,0,0,0,0,4.33680868994202e-19,0,0.0379441378015274,0,0,0,0,0,0,0,0,0,0,-0.0410215470104827,0,0,0,0,0,0,0,0,0,0,0,0,0.14538858506066,0,0,0,0,0,-0.00100149663192938,-0.0397218878385886,0,0,0,0,0,0
X002466.SZ,0.0868575317096316,0,0,0,0,0,0,0,0,-0.049425024016348,-0.00999045398539668,0,0.0867857166049297,0.705199685895506,0,-0.0533495917837363,0,0,0,-8.67361737988404e-19,0,0.0578133353467852,0,0,0,0,0,0,0.0704234259501874,0,0,0,0,0,-0.0505167459963733,0,0,0,0,0,0.0153294036341251,0,0.0460151841127998,0.130103902941934,0,0,0,-0.0134780993211029,0,0,0,-0.0133041771974359,0.0342712265864059,-0.0550189028768654,0,0,0,0,0
X600886.SH,-0.0378102497621485,0,0,0,0,0,0,0.166603434772134,0,0.0223184108693254,0,0,0,-0.132221097464754,0,0,0,0,0,0,0,0,0,0,0,0,0.111241401499735,0,0.312461453108176,0.141934726319938,0,0,0,0.0797586983329677,0,0,0,-0.0676381823032833,0,0,0,-0.0509111045582484,0,0.0225502520480704,0,0,-0.0420906674981034,0,0,0,0,0.010915410850089,0.0229480649376123,0.0582608078767977,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,-0.00396583979694339,0,0.193095556094778,0,0,0.111388657915892,0.0711854362717108,0,0,0,0,0.032224756470402,0.122155584516819,0,0,0,0,0,0,0,0,-0.0326099354000283,0,0.0338891191220368,-0.117237072132911,0,0,-0.122341354595532,0,0,0,0,0,0.617336267058322,-0.0808630149271548,0.0503671621809506,0,0,0,0,0,0,0,-0.00399098574770958,-0.0102506279149646,0.00656012551676032,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0881846893565039,0.0295400528438431,0,0,0.0360656740072521,0,0,0,0,0,0.234840190062958,0,0,0,0,0,0,0,0,0,0,0,0,0.00612498749610237,0,0,0,0,0.0418592004081256,0.0294256861670118,0,0,0,0.00649080539126468,0,0.231625913100501,0,0.026386070059049,0,0,0.0528759346960481,0,0.0281041594052683,0,0,0.00326677961380631,0,0,0,0,0,0,0
X000301.SZ,0.0279519808338334,0,0,0,0,0,0,0,0,0.071501001623339,0,0,0,0.230932667064797,0,0,0,0,0,0.0808157640566985,0,0,0,0.131425722818091,0,0,-0.0386962694249987,0,0,0,0.000754236874462957,0,0,0.0904196892500757,0,0.0439558694733072,0,0.0385084475642783,0,0,0,0,0,0,0,0,0.0276236296575854,0,0,0.0334131747471121,0,-0.0131458597442108,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0826936193666939,0,0,0,0.0837041404521208,0,0.0590207296484853,0.0498378670723461,0,0,0,0,0,0,0,0.262910427428085,0,0,0,0,0,0,0,0,0,0,-0.213090748173195,0,0,0.230580880788967,0,0,0,0,0,0,0,0,0,0,0,0,0.0655183320837384,0,0,-0.00394334908763062,0.00871326808075755,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.367809445519337,0,0,0,-0.0755839008168814,0,0,0,0,0,0,0,0,0,0,0,0,0.0637398217977998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02830751154138,0,0,0,0.117744278653313,0,0,0,0.127828316090068,0,0,0.108298718816849,-0.0783658839487154,0,0,0.00223600541660096,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0.129548066743639,0,0,0,0,0,0,0,0,0.339620828359337,0,-0.202312373990047,0,0,0.166017223018011,0,0,0,0,-0.125681111217801,0,0,0,0,0,0,0,0.154914537063095,0,0,0,0,0,0,0,0,0,0.0224922661023664,0,0,0.0522880072488804,0.0149515920296793,0,0,0.261403413598565,0,0,0.0248174475884139,0,0,0,0,0,0
X600362.SH,0,0.132618655048904,0.102515499890242,0,0.00667370403857465,0,0.0512260207556971,0,0,0.0516883484684636,0.131842879205187,0,0,0,0.0075325814990299,0,0.0517690475611947,0,0,0.0451006605739958,0,0,0,0,0,0,0,0,0,0.0807370122365901,0,0,0,0,0,0,0,0.0260967690841531,0,0,0,0,0,0,0,0,0.00392168642827816,0,0,0,0,-0.00514563045840057,0,0,0,0,0,0,0
