,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600362.SH,X600426.SH,X000983.SZ,X600803.SH,X000786.SZ,X600096.SH,X000723.SZ,X601699.SH,X000408.SZ,X601991.SH,X600486.SH,X600141.SH,X600801.SH,X600219.SH,X002353.SZ,X600295.SH,X000807.SZ,X600985.SH,X600027.SH,X000932.SZ,X601666.SH,X002080.SZ,X000830.SZ,X600157.SH,X000683.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513204531014861,0,0,0,0,0,0,0.10419305724548,0,0,0,0,0,0,0,0.0105345581158073,0,0,0.0497243887156087,0.100551458096517,0.027446238210004,0,0,0,0.227605688840479,0.0493906773069232,0,0.0873429949477876,0,0,0,0,-0.013920757212496,-0.016599093780734,0,0,0,0,0,0
X601088.SH,0.0710166950634371,0,0,0,0,0,0,0,0,0,0.189983220891513,0,0,0,0,0,0,0,0,0,0,0,0,0.00896663194404052,0,0,0,0,0,0,0,0,0,0,0.0287483104578664,0,0,0,0,0.120854829772882,0.0625678093353226,0,0,0,0.0808107269648399,0,0,0,0.022500592667183,0,0,0.0530820396364279,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0141309650616962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106510504753808,0,0,0,0,0,0.0809733636858772,0,0,0,0,0.0204062951036708,0,0,0,0.0298402152527882,0.0248035086567341,0,0,0.0321428866119797,0.0192163374102027,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.00937323146886444,-0.015125002718484,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0532603787469241,0,0,0,0,0,0,0,0,0,0.0640515146696373,0,0.199323319111662,0,0.071132282563887,0,0,0,0,0,0,0.0353294131370043,0,0,0,0,0,0,0,0,0,0,0,0,0.0900278559865745,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.196021883355109,0,0,0,0,0,0.0328710587185843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189068592903685,0.567241816303767,0,0,0,0,0,0,0,0,0,0.0682340313399132,-0.068765063995287,0,0,0,0,0,0
X600585.SH,0,0,0,0.0744411306064355,0,0,0,0,0,0,0,0,0.0973959429313697,0,0,0,0,0,0,0,0,0,0.152238096450115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34274882803026,0,0,0,0,0,0.0400883024237576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0240280369757239,0,0,0,0,0.488293841820158,0,0.246498372719775,0,0,0,0,0,0,0,0.0358100846944478,0,0,0,0,0,0,0.075159660902621,0,0,-0.030980473661682,0,0.0491447195982747,0,0,-0.0169929568674818,0,0,0,-0.000891121981690953,0,0,0,0,0.0712423662805238,0,0,0,0,0,0,0,-0.0338961353955115,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0490227144035066,0,0.402848645773501,0,0,0.0665211870414797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403602254753896,0.0654736599557013,0,0.0501797082315092,0,0,0,0,0,0.377631886741189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273448417284764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219104202644326,0,0,0,0,-0.00468294279125416,0,0,0,0,0,0,0.136118439273116,0.0243024172636982,0.498429599866767,0,0,0,0,0,0,0,0,-0.0260140117806819,0,0,0,0,0,0
X002466.SZ,-0.211716102450648,-0.0164650330109101,0,0,-0.0801084223313219,-0.0767329956737909,0.784890652798678,0,0,0,0,0.0743459593280834,0,0,0,0,0,0,0,0.0476859337757738,0,0,0,0.182002601091602,0,0,0.0657727077257413,0.0551972372664454,0,0.0248370333327308,0,0,0,0.0186241145534706,0.0201652154997783,0.0346831541034655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00247173255719587,0,0,0,0,0,0,0
