,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X600547.SH,X002271.SZ,X601600.SH,X601991.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X600027.SH,X000983.SZ,X000723.SZ,X000629.SZ,X601699.SH,X000408.SZ,X600348.SH,X600096.SH,X000786.SZ,X600141.SH,X600160.SH,X600219.SH,X002353.SZ,X300073.SZ,X002080.SZ,X600157.SH,X000933.SZ,X600801.SH,X600985.SH,X600378.SH,X600549.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0353475917427371,-0.0449106264523092,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396027160584024,0,0,0,0,0,0.269531068353314,0,0,0.132765564989623,0,0.00370879198228102,0,-0.0239876633661693,0,0,0,0,0,-0.028995694649185,0,0,0,0,0,0,0,-0.0311186017438363,0,-0.0129637980224687,0,0,0,0,0,0
X601088.SH,0,0,0,0.013834074028402,0.495965103171109,0.211356387219303,0,0,0,0,0.132365137170589,-0.0189590800395439,0,0,0,0,0,0,0,-0.1300978823017,0,0,0,0,0,0,0,0,0,0.101043862729697,0,-0.0185578721920866,0,0,0,0,0.114702865062899,0,0,0,0,0,0,0,0,0,0,0,-0.0898251470062226,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0371940238349047,0,0,0,0,0,0,0.0451462321151419,0,0,0,0,0.0729549732761004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599809814580243,0,0.00341021989788896,0,0,-0.00352527920084779,0,0.00137977594869253,0,0,0,0.0498493992706326,-0.0199472836459306,0,0,0,0,0,0,0,0,0,0.00996103080267374,0,0,0,0,-0.0189465555285385,0,0
X600309.SH,0,0.0517938049695626,0,0,0.0139276514249104,0,0,0,0.0217355585555759,0,0.0456975569313424,-0.0152080609229516,0,0,0,0.0312678132658055,0,0,0,0,0,0,0,0,0,0.0586712481659382,0,0,0,0,0,0,0,0,0,0,0,0,0.0227813861647235,0,0.0988405812079864,0,0,0.0951242059495959,0,0,0,0,0,0,0.00367668785093468,0,0,0,0,0,0,0,0
X600188.SH,0,0.0902262009160232,0,0,0,0,0,0,0,0.534503490514344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213999538951317,0,0.0505034578600952,0,0,0,0,-0.0335819808103589,0,-0.00392324311001806,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711915603162448,0,0,0,0,0.00753786445022031,0,0
X002466.SZ,0,0,0,0,0,0,0.537539091264418,0,0.367343519798888,0,0,0.0406132324060188,0,0,0,0,0,0,0.079585122027256,0,0,0,0,-0.152916033632329,0,0,0,0,0,0,0.05658652935265,-0.129964910502066,0,0.18396111197603,0,0,0,0.0355611672978779,0.00664438428636969,0,0.216795856285039,0,0,0,-0.123637052165637,0,0,0,0,0,0,0,0.00640019145335066,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.196937741791697,0,-0.189186393948507,0,0,0,0.0308099192699861,0,0,0,0,0,0,0,0,0,0.0560930144220171,0,0,-0.0685901612518307,0,0,0,-0.00887853566432093,0,0.177461035884068,0,0,0,0,0,0,0.231100951383499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962778489913942,-0.00494089802450577,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252040800007587,0,0,0,0,0,0.0887716893139461,0,0,0,0,0,0,0,0,0,0,0.0426813191367171,0,0,0.00600082818163371,0,0.0366060390434695,0,0,0,0,0,0,0.028034738935353,0,0.0352190239333666,0.425295925565776,0,0,0,0,0,0.0556658332623033,0.0188679681715879,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0723503656627252,0,0.25266452993859,0,0,0,0,0.106282788028234,0,0,0,0,0,0.0898871490871998,0,0,0,0,0,0.0265915815182322,0,0,0,0,0,0,0,0,0,0,0,0.103726764825343,0,0,0,0,0.208437279606769,0,-0.0139562806003844,0,0,0,0,0,0,0.0455763216956279,0,0,0,0,0,0,0,-0.0230128412134809,0,0
X601898.SH,0,0.00492715548703665,0,0,0.0552989225476789,0,0,0,0,0,0.00632925841811821,-0.0338022326460175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342285935035316,0,0,0,0,0,0.163397472054002,0,0,0,0.0140962444652071,0.246131440905304,0,-0.0706052014381701,0.165006507483398,0,0,0.058077516503169,0,0,0,0,0,-0.0179888710734884,0,0,0,0.0114764452867362,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.214137944594216,0,0,-0.196430194377642,0,0,0,0,0.11469787653013,0,0,0,0,0,0,0,0.221965585857775,0,0,0,0.618789881127215,0,-0.344025935219412,0.127286336383804,0,0,-0.030452677312358,0,0,0,0,0,0,0,0,0.507507599557838,0,0.128164007826828,0,0,0,0,0,0,0.00347462599948151,0,0,0,-0.240694304244659,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143007265652924,0.132477591352574,0.0606074272627309,0,0,0,0,0,0,0,0,0,0,0,0.120297194286528,-0.0104567928896022,0,-0.0752239449551111,0,0.0213780378769058,0.080145447812204,0,-0.275773294292493,0,0,0,0,0,0.398532005404635,0,0,0,0,0,0,0,0,0,-0.11003656721795,0,0,0,0.212560181650376,0,0
X600019.SH,0,0,0,0,0,0.0254633270513204,0,0,0,0.0706254321124463,0.0180361600228277,0.0236363001722915,0,-0.00868710849188409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747452180871585,0,0,0,0,0.196574593325673,0,0,0,0,0,0,0,0.0659956277783105,0,0,0,0,0,0,0,-0.0673793676669257,0,0,0,0.0595536187880346,0,0
