,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X600352.SH,X002466.SZ,X600111.SH,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X002460.SZ,X601158.SH,X000786.SZ,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X002110.SZ,X600583.SH,X002470.SZ,X600612.SH,X600021.SH,X000932.SZ,X000408.SZ,X601699.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.353528835739991,0,0,0,0,0,0,0,0.00149859853878753,-0.067264889601793,0,0.0929733421075395,0,0.0320776726502366,0,0,0,0,0,0,0,0,0,0,0,0.108246887999139,0,0,0,0,0,0,0,-0.0163185257589115,-0.0427569524276736,0,-0.0413868360496205,0,-0.0129499554835988,0,0.0695854793690044,0,0.0523196480410421,0,0,0,0.0503856194488699,0,0,0,-0.0109735314587515,0.0114931651863254,0,0,0,-0.0120570506240792,0,0
X600028.SH,0.0889381084508135,0,0,0,0,0,0,0,0,0,0.408131257891047,0,0,0,0,0,0,0,0,-0.0858787850737472,0,0,0,0,0,0,0,-0.168286572258019,0,0,0,0,0,0,0,0,0,0,0,0.391605739404627,0,0.209135756911346,0.0613355440041872,0,0,0,-0.0544938984013205,0,0,0,0.0590385206349485,0,0.0822196398118986,0,0,0,0,-0.0203121746044137,0
X601088.SH,0,0,0,0,0,-0.00241521532969489,0.0142280374824776,0,0,0,0,0,0,0.300629117039286,0,0,0,0,-0.20274805075231,0,0,0.18259813098211,0,0,0,0,-0.0330794869950337,0,0,0,0,0,0,0.0750226440563464,0,0,0,0,0,0,0,0,0,-0.1138086667692,0,0,0,0,0,0,0,0,0.0294019594275215,-0.0782112094554999,0,0,0.0631022916152381,0,0
X600585.SH,0,0,0.0498367327935244,0,0,0.075853456309179,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315201926855538,0,0,0,0,0,0,0,0,0.0366935162674893,0.173313986766949,-0.122313900912348,0,0,0,0,0.447884155319531,0,0,0,0,0,0.0197121409673407,0,-0.00618558017908817,0,0,0.135695671219351,0.0569099833913611,0,-0.307312884108358,0,0,0,0.00593772623222287,0,0,0,0.0774571749291201,0,0
X600019.SH,0,0,0.0553489344983643,0,0,0,0.0189096166417376,-0.0590103405287384,0,0,0,0,0,0,0,0,0,0,0,0.247146301901866,0.00821316028995988,0.0126612293144489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248917560339031,0,0,0.0193364671290969,0.0479585512741517,0,0,0,0,0,0,0,0.0261054424522958,0,0,0,0.010040081091409,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523748884059572,0,0,0.589100831443212,0,0,0,-0.104336449014629,0,0,0,0,0,0,0.0511242803370578,0,0,0,0,0,0,0,0,0,0.0334093521023509,0,0,0.0683671140397684,0,-0.0535917068754894,-0.15408295640522,0,0,-0.0090248513325131,0,0,0.00517537800295367,0.00542586601645751,0.0295077722559085,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354132714602713,0,0,0,0,0.588960648076111,0,0,0,0.111821699936921,0,0,0.227405504277471,0,0.0854778172266173,0,0,0,0,0,0,0,0,0.144684195444397,0,0,-0.000176193693474541,0.0484006611439019,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243497717597264,0,0,0,0,0,0,0.0856783131653919,0.0437406603356356,0,0.753604643688458,0.12405930396739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117368958233502,0.0699472543719071,0,0,0,0,0,0,0.00596718263527353,-0.0127047753204975,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889782659794604,0,0,-0.0373041052850055,0.117072573746883,0,0,-0.204913146743378,0.196579488106396,0,0,0,0,0,0,0,0.02791018263387,0.154334711992562,0,0,0,0.190136311047312,0.0909870412026465,0,0,0,0,0,0,0,0,0,0,0,0.0124245169473334,0,-0.0446519462661271,0,0,0.0144704274685182,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111035378357546,0,0,0,0,0,0,0.13317474800086,0,0,0,0,0.0951531150121457,0,0,0.00775200594703543,0,0,0,0,0,0,0,0,0,0.0211592729927355,0,0,0,0,0,0,0,0,0,0.0855424990721285,0,-0.00796033740683652,0.0296487952011078,0,0,0,0.0456276962464434,0,0
