,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X000629.SZ,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X300073.SZ,X601991.SH,X600096.SH,X600803.SH,X000786.SZ,X002080.SZ,X000723.SZ,X000983.SZ,X600027.SH,X600160.SH,X600141.SH,X600219.SH,X600348.SH,X601699.SH,X600157.SH,X600399.SH,X600378.SH,X600801.SH,X002407.SZ,X000155.SZ,X600486.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0160346010653975,0.0308155484337913,0,0,0.00698464722826156,0,0,0,0,0,0,0.0286454947715956,0,0,0,0,0,0,0,0,0.13708213253708,0,-0.129453870450814,0,0,0.199069778551521,0,0,0,0,0.111067508063337,0,0,0,0.025120736863215,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0902759689136924,0,0,0,0,0,0,0.0291337948336134,-0.0409824848299694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145720922484213,0,0,0,0,0,0.171520623836795,0,0,0,0,0.0541613566374703,0,0,0,0,-0.0191831893642383,0,0,0,0,0.0973064485832289,0,0
X600028.SH,0,0,0,0.0394802678413886,0,0,0,0,0,0,0,0,0,0.0138717101766039,0,0,0,0,0,0,0,0.0959959428974112,0.0313247364081385,0.0180561277925889,0,0,0,0,0,0,0,0,0,0,0,0.0338530993332063,0,0,0,0,0,0,0.0886242572966847,0.0501359399485726,0,0,0,0,0,0.0124635034219272,0,-0.00963149987022677,0,0,0,0,-0.00641927246722309,0,0
X600309.SH,0,0.0832700127107463,0,0,-8.67361737988404e-19,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0383772424435458,0,0.056183813005917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01768035270357,0.226086708347373,0,0,0.0970087228755053,0,-0.0385467370810991,0,0,0.0660955671622216,0,0,0,0,0,0,-0.0140267941992725,0,0
X002466.SZ,0,0,0,0,0,0.645640455329981,0,0,0,0,0,0,0,0,0.00749505278777847,0,0,0,0.116966605930231,0,0,0,0,-0.154985319914839,0,0,0,0,0,0,0.0468291567978825,0,0,0.096106382400037,0,0,0,0,0.224925990027967,0,-0.0725818243145685,0,0,0.0586043356721356,0,0,0,0.00718496743329741,0.0544727834178638,0,0,0.00543694649724117,0,0,0,0,0.0198101986695135,0,0
X002460.SZ,0,0,0,0,0.141823841629424,0,0,0,0,0,0,0.0746974928456048,0,0,0,0,0,0,0.209311772707573,0,0,0.0684819690292243,0,0,0,0,0,0,0.0774850069002486,0,0,0,0,0.0537072223149906,0.0235353785997612,0.0491602354987302,0,0,0,0,0,0.0418843146335631,0,0,0,0,0.102254333331048,0,0,0,0,0.0212281731274708,0.00480042164406082,0,0,0,0.069203964952861,0,0
X600188.SH,0,0.037026279475492,0,0,0,0,0,0,0,0,0.48441360971679,0,0,0,0,0,0,0,0,0,0,0,0,0.0582263758525973,0,0,0,0,0,0,0,0,0,0,0,0.081032168837421,0,0,0,0,0.033546062437009,0.177375527801225,0,0,0,0,0,0,0,0.0169439627941141,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.00180965421568863,0,0,0,0,0.00772438992369466,0,0,0,0,0,0.137769906451293,0,0,0,3.46944695195361e-18,0,-0.0130957505102589,0,0,0,0,0,0,0,0,0,0,0.0559041353418012,0,0,0,0,0,0,0,0,0,0,0.432977314428232,0,0,0,0,0,0,-0.0309093710887151,0,0,0,-0.00880602436999419,0,0
X000792.SZ,0,0,0,0,0.293577603828641,0,0,0,0,0,0,0,0,0.0701684718773564,0,0,0,0,0.0759580394081682,0,0,0,0.00303019823463902,0.179778430116135,0,0,0,0,0,0,0.0276792920878,0,0.00236989390306526,0,0,0,0.0561398924687299,0,0,0,0.0824905678529839,0,0,0,0,0,0.0786144794257355,0,0,0,0,-0.0177233189099797,0,0,0,0,0,0,0
X600019.SH,0.0430860895256129,0,0,0,0,0,0,0,0,0,0,0,0,0.0740464669300611,0,0,0,0,0.0408060875756481,0,0,0.0911004774600079,0,0.069835713469058,0,0,0,0,0,0,0,0,0.0981116109071007,0,0.0742199100409171,0,0.0331386011391787,0,0,0,0,0.0547059916148098,0,-0.0242920651406402,0,0,0,0,0,0,0,0.0270661724296785,0,0,0,0,0.013180381977213,0,0
