,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000709.SZ,X000792.SZ,X002466.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600219.SH,X600352.SH,X000883.SZ,X000983.SZ,X600098.SH,X600623.SH,X000539.SZ,X600549.SH,X000060.SZ,X600021.SH,X000027.SZ,X000937.SZ,X601699.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.35612459052388,0,0,0,0,0,0,0,0,0,0,0.038768039109357,0.00422027200246848,0,0,0,0,0,0,0.0721879686836422,0,0,0,0.053288648702096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751334465620134,0,0,0,0,0,0,0,0,0,0.0187849644773185,0,0,0,0,0,0,0
X600028.SH,0,0,0.03358015750512,0,0,0,0,0,0,0.0219780480743698,0,0,0,0,0.0394163474685017,0,0,0,0,0,0,0.0727495259643157,0,0,0.0862792191687844,-0.0282883117987039,0,-0.016319778269291,0,0,0,0,-8.67361737988404e-19,0.358603943350684,0,0,0,0,0,0.00134046771278743,0,0,0,0,0,0,0,0,0,0,0,0.0173817885815361,0.0186474601548289,0,0,0,0,0,0
X601088.SH,0,0.0817037215344377,0,0,0,0,0.203794302599297,0.127196928825123,0.113761290375958,0,0,0,0,0,-0.00421015906151158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655671449448996,0,0,0,0,0,0.135378895276627,0,0,0,0,-0.06929760335011,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.263677777714492,0,0.0309849347993313,-0.0642086489504251,0,0,0,0.0394381977840615,0,0,0,0,0,0,0,0,0,0,0,-0.0227314824128948,0,0.0213685102566322,0.0104775319093232,0,0,0,0,0.040031050219523,0,0,0,0,0,0,0,0,0,0,0.0526801666732174,0,0,0,0,0.124590398535909,0,0,0.0165115485926261,0,-0.102697950446148,0,0,0,0,0
X600011.SH,0,0.0555517444287732,0,0,0,0,0,0.044650132851046,-0.0505279582646262,0.0642397638928793,0,0.116072467828381,0,0,0.0562128575820919,0,0,0,0,0,0,0,0,0,-0.0722174387532915,0,0,0.0354348761518216,0,-0.0323890877984382,0,0,0,0,-0.043103808032006,0,0,0,0,0,-0.00709000028859518,0,0,0,0,0,0,0,0,0,0,-0.0495757943423913,0.0901283027364945,0,0,0,-0.025577245520924,0,0
X600585.SH,0,0,0,0.00364452737572413,0,0,0,0.12101373857299,-0.0574875085983454,0,0,0,0,0,0.0263571048803349,0,0,0,0,0,0,0.0503199061880953,0.0499449197298899,0,0.10725822346129,0,0.0100888113672065,0.0985760556625607,0,0,0,0,0.114888359662925,0,0,0,0,0.025149163303869,0,0,0,0,0,0,0,0,0,0,0,0,0.158332898540759,0.00314370848120071,0.00418073593501717,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0223604959112793,0,0,0,0,0,0,0,0,0,0,0.0268407117048341,0.206856737250491,0,0,0,0,0.0030708614756982,0,0,0,0,0,0,0,0,0,0,0,0.0531635338604708,0,0,0.0472545832517408,0,0,0.000728086282182611,0.0498890345784113,0,0,0,0.0307849793229717,0,0,0,0,0,0
X601898.SH,0,0,0.30068190991741,0,0,0,0,0,0,0,0,0,0,0.0760754701630572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769367959626499,0.0126126505672172,0.179935748661286,0,0.192286789748926,0,0.0333031888706159,0,0,0,0,0,0.100791559894037,0.00656859137085989,0,0,0,-0.0748069950466201,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0539285119311761,0,0,0,0,0,0,0,0,0,0,-0.0865171543944041,0,0,0,0,0.166048675276321,0,1.06150075711851,0,0,0,0,0,-0.157013660751768,0,0,0,0,0.0148490610706099,0,0,0,0,0,0.0504370265783526,0,0,-0.0543484879425316,0.0370929877893004,0,0,4.33680868994202e-19,0,0,0,0.0353454764118056,-0.0902089883047772,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0492723220653504,0.00621441021357132,0,0,0,0,0,0,0,0.198298899881298,0,0,0,0.0518800724696568,0,0,0,0,0,0,0,-0.0430087127739325,0,0.160072042535454,0,0,0.0599434274795465,0,0,0,0,0,0,0.483402986264822,0,0,-1.38777878078145e-17,8.67361737988404e-19,0,0,0,0.0276961045515866,0,0,0,-0.254919301516612,0,0
