,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X002460.SZ,X601992.SH,X600688.SH,X600188.SH,X600362.SH,X600111.SH,X600795.SH,X600516.SH,X601991.SH,X600547.SH,X600660.SH,X300072.SZ,X000898.SZ,X600886.SH,X000709.SZ,X600157.SH,X600027.SH,X000408.SZ,X600339.SH,X600808.SH,X000792.SZ,X600489.SH,X600549.SH,X000959.SZ,X000723.SZ,X600219.SH,X000983.SZ,X000807.SZ,X002092.SZ,X600352.SH,X601699.SH,X601158.SH,X000630.SZ,X000883.SZ,X000553.SZ,X600008.SH,X600299.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0207853266615941,0,0.0423632105045165,0,0,0,0,0,0,0,0,0.0409609238464704,0,-0.0102693860600893,0,0,0.0109838582465871,0,0,0,0,0,0,0,0,-0.0072961590401796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134622526448547,0.0176078585504804,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0969644767600783,0,0.0153086660952636,0,0,0,0.0427490918233816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00627295661759176,0,0,0,0.0953244292668393,0,0,0,0,-0.106170599176256,0,-0.0372284034673059,0,0,-0.00395195351637052,0.0201509938996729,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0552388984694305,-0.00838786815965811,0,0,0,-0.0235683397684455,0,0,0,0,0,1.04953849514365,0.0119152631017547,0,0,-0.0281678073403107,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0879271051871111,0,0,0,0,0,0,0,0,0,-0.00772883782123706,-0.00866022463635058,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0676150210022963,0,0.013629143407805,0.0981870601815367,0,0.129071988412388,-0.0485607953904302,0,0,0,0,0,0.00568543268017046,0,-0.03362841350955,0,0,0,0.0933264115730987,0.188440587475121,0,0,0,0,0,0,0.292464537627118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043296481528363,-0.0140672603055823,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484215822507072,0.0567792938062651,0,0,0,0,0,0,0.0197031706310146,0,0.065330633409971,0,0,0,0,0.144889062351782,0,0,0.108102134090415,0,0,0,0.0529375010033763,0.0425971995778432,0.0977361396683839,0,0,0,0,0,0,0,0,0,0,-0.0143783089030345,0.0195327372962155,0,0,0,0,0,0
X600585.SH,0,0.0377282900556465,-0.0476593933033319,0,0,0,0,0,0.113858218126755,0,0,0.0777370991688067,0,0,0,0,0,0,-0.0734025061363929,0,0,0,0,0,0,0,0,0,0,0,-0.0919826383455473,0,0,0,0,0,0,0,0.0557907877088396,-0.0389754427121396,0,0.140593533208947,0,0,0,0,0,0,0,-0.281487815999719,-0.00889567105046424,-0.0109211942854863,0,0,0,0,0,0
X601600.SH,0,0,0,0.242296488315247,0,0,0,0,0,0.038787143528385,0,0,0,0,0,0.00251545708676815,0,0,0.0906639789922305,0,0,0,0,0,0,0,0,0,0,0,0.123968307468187,0,0,0.138878981544223,0,0,0.248973621303192,0.00676537415770481,0.163811894275359,0,0,0,0,0,0,0,0,0,0,0,-0.00642912463422571,-0.00764417325443449,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237823043425047,0,0,0.0424088933928534,0,0,0,0,0.025989079088204,0,0,0,0,0,0,0,-0.0682568359065787,0,0.0181032798752098,0,0,0,0,0,0.0380424698521301,0,0.121269901572157,0,0,0,0,0,0,0,0,-0.016832807874616,0.014598785269601,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0496421184814943,0,0.0638133712042417,0,0,-0.00714172085566327,0,0,0,0,0.019532066412385,0,0,-0.00636724712692362,0.0224807494393787,0,0.0413577816244694,-0.0215489928440612,0,0,0,0,0,0,0,-0.0878412614885414,0,0,0,0,0,0,0,0,0.119081752355098,0.0724251734196439,0,0,0,0,0.0172266454130403,0,0,0,0,0.0154169756049502,0.00702674945937285,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.169698758006895,0,0,0,0,0,0,0,0,0,0,0.0971900507761205,0,0,0,0,0,0,0,0.208080557190144,0,0,0,0,0,0,0.145234147944614,0,0,0.0457508434119049,0,0,0,0,0,0,0,0,0,0.0457464356205458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.352751931164782,0,0,0,0,0.0435603720922911,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161875394229454,0,0,0,0.0010448975433763,0,0,0,0,0,0,0,0,0,0,0,0,-0.00600553191142186,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.129422601373826,0,0,0.423601127763559,0,0,0,0.133091480814541,0,0.229316291581011,0,0,0,-0.213267232274431,0,0.110754473737445,-0.161498067084469,0,0,0,0,0,0,0,0,0,0.0756373557717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000308612551185819,0.00903240571679377,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0279980821952562,0,0,0,0,-0.128810088629828,0,0,0,0,0,0.0796341545880882,0,0.0305968318486406,0,0,0,0,0,0,0.0978878494945987,0,0,0.0383341675137775,0,0,-0.0128918124017561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592816913040868,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.129322451048705,0,0,0,-0.0924170967626981,0,0,0,0.0387182843297454,0,0,0,0,0,0,-0.0221140818657641,0,0,-0.0571625819073869,0,0,-0.293199751484391,0,0.0186137350641798,0,0,0.0139059257237998,0,0,0,0,0.101690059033488,0,0,0,0,0,0,0,0,0.113161912129093,0,0,-0.0130893713187424,-0.00790613521403749,0.0673808740239001,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0781079405271562,0.0908864263946393,0,0,0,0.0572568213016645,0,0,0,0.125187353898065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292588934312718,0.0336049101580827,0,0,0.225631443698835,0,0,0,0,0,0,0,0,-0.0186485795094944,0.0116379353102241,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0557172848544629,0,0,0,0,0,0,0,0.443814109913712,0,0.102762232726327,0,0,0,0,0,0,0.10225532714505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354202245875211,0,0,0,0.0923583045574878,0,0,0,0,0,0,0,0,-0.0202080719026575,-0.00866008283333629,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.055993501893351,0,0,0,0,0,0,0.0649422418996801,0.202136978587859,0,0,0.224924118226231,0,0,0.184790734969646,0,0,0,0.115072374455936,-1.38777878078145e-17,0,0.0185015608416702,0,0,0,0,0,0,0.0855260709729739,0.141658460052313,0,0,0,0,0,0,0,0,0,0,0,0.047456368553079,0,0,0,0,-0.0344377093844544,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00312900977762377,0,0,0,-0.258922166082148,0,0,0.00845710721422273,0,0,0,0,0.147319646720914,0,0,0,0,0,-0.0890673213948497,0,0,0,0,0,0.105101212478832,0,0,0.00206784103143862,0,0,0.186347574429558,0,0,0,0,0,0,0,0,-0.00955464931028671,-0.0502825527146418,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-0.4609166362518,0.254104231416005,0,0,0,0,0.122785984529225,0,0,0,0,0,0,0,-0.432113752035168,0,0,0.0702172803851261,0,0,0,0,0,-0.364972922750779,0,0.292586244202005,0,0.461657054698029,0,0,0,0,0,-0.0415686886059156,0,0,0,0,0,0,0.163728525501848,0,0,0,-0.00829585265166291,-0.0844698423969756,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139978684680687,0.0654278016600415,0,0,0,0,0,0,0.0283497390018428,0.01876471533569,0,0,0,0,0,0,0.0327542287950338,0.066514410741098,0,0,0,0,0,0,0.134641736560594,0.088276461839042,0,0,-0.00686263338737284,0.0182845764888939,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0410831423123901,0.00927158224531372,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154388649804648,0,0.595926136464996,0,0,0,0,0,8.67361737988404e-19,0,0.0276731837730179,0,0,0,0,-0.0243465217521579,0,0,0,0,-0.00537285604732898,0.00101413795390796,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.103023312332165,0,0,0,0,0.0348273048329074,0,0,0,0,-0.0893962552848868,-0.0432118022203974,0,0,0,0,0,0,0,0,0,0,0.0862815424705567,0,-0.0279037739853556,0,0,0,0,0,0,0,0,0,0,0.112026352642401,0,0,0,0,0,0.0126207669699354,0.0808248864320136,0,0.0106199659254293,-0.0128065086855492,0,0,0,0,0,0
X300072.SZ,0,-0.0773427596883852,0,0,0,0,0,0,0,0,-0.104996982650497,0,0,0,0,0,0.362651390760753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353744105950596,0.303024246212406,0,-0.374210538241864,0,0,0,-0.0743241380282929,-0.138654283199844,0,0,0,0,0,-0.00203531228633554,0,0,0,0,-0.0642917662582002,0.181099670511124,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0307178807734968,0,0,0.128340251377581,0,0,0,0,0,0,0,0,0.0993564309920147,0,0,0.0384500359868945,0,-0.0932054586552745,0,-0.0253321888441751,0,0,0.0456229376709104,0,0,0,0,0.419346167090844,0,0,0.0187831395978489,0.0760815246502448,0,0,0,0,0,0,0,0,0,0,0,-0.0330995560216442,0,0,0,-0.0214902843676343,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756294152039583,0,0,0,0,0,0.0597765485981737,-2.16840434497101e-19,0,0.0339725492750179,0,0,-0.0213066054811922,-1.0842021724855e-19,0.0219657322615388,0,0,0,0,0,0,0,0.015553004946777,0,0,0.0525134686612989,-0.0875567559480735,-0.000267441137100698,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414073578556259,0,0.005577891614066,0,0,0,0,0.044234788468139,0,0,0,0,0,0,0.0984117953031974,0,0,0.138530843336605,0.216221728559589,0,0,0,0,0.135227494536737,0,0,0,0,0,0.0660000817658737,0.0270895679774349,0,0,0,0.00167519421343659,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0172333682557615,0,0,0,0,0,0,0,0,0,0.0688309635807074,0,0,0,0,0,0,0,0,0.0230003944136406,0,0,0,0,0.125541578297306,0.0805048785898294,0,0.0147229787592584,0,0.0159033633664534,0,0.0604872198842595,0,0,0,0,0,0,0,0,0,0.0542600285953199,0,0,0,0.0168788678973713,0,0,0,0,0,0
X600027.SH,0,0,-0.00764835398908102,0,0,0,0,0.029430788869094,0,0,0.0370356550353966,0,0,0.0517139389405671,0,0,-0.0309733440044112,0,-0.0240573063018854,0,0,0,0,0.118971213872113,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0145775349442908,0,0,0,0,0,0,0,0,0,0,0,0.147395105413557,0,0,0.00213214232491548,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0537002490078261,0,0,0,0,0.0673329001141881,0,0.12829244296334,0,0,0,0,0,0,0,0,0,0,0,0,0.00294193072928555,0,0,0,-0.11791286500118,0,0,-0.0120697418069774,-0.0998965775972834,-0.0654063474795684,0,0,0,0,0.136710944968382,0,0,0,0.15021846911154,0,-0.00948114605320551,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0.0641525933803558,0,0,0,0,0,0,0.0150991707854725,0,0.0974360229481731,0,0.0880673936690925,0,0,0,0,0.0413220011849696,0,0,0.051401228097998,0,0,-0.0387553088286942,0,0,0.112698315071089,0,0,0,-0.00740071411178333,0,0,0,0,0,0,0,0.238602480949832,0,0,0,0.0232329152262807,-0.0228844735567084,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0.179862000790195,0,0,0,0,0.0154872605898478,0,0,0,0,0,0,0,0,0,0,0,0.199102997334253,0,0,0,0,-0.250071839422201,0,0,0.0955563924301509,0,0,0.145861172366942,0,0,0.0505529409652739,0,0.201699461503731,0,0.118219147762654,0,0,0,0,0,0,0,0,-0.00633332139916107,0.0127760767905426,0,0,0,0,0,0
