,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601992.SH,X600188.SH,X300072.SZ,X600660.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X600027.SH,X000709.SZ,X600157.SH,X000898.SZ,X000959.SZ,X002460.SZ,X600339.SH,X600489.SH,X601158.SH,X600516.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600299.SH,X600808.SH,X600176.SH,X600219.SH,X000630.SZ,X600352.SH,X000792.SZ,X600008.SH,X600578.SH,X000408.SZ,X002092.SZ,X000983.SZ,X000539.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0137302761698852,0,0,0.17343568258122,0,-4.33680868994202e-19,0,-8.67361737988404e-19,0,0,0,0,-0.0619734194859938,0,0,0.00621830742955941,0,0,0.0177396917934298,0,0,-0.0264375932035001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275175383059744,0.0151075074648736,0,-2.71050543121376e-20,0,-0.0152797326691501,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0826102620804126,0,0,0.00783340762196872,0,0,0,0,0,0.0244202226283025,-0.0870330470793291,0,0,0,0,-0.12735630604564,0,0,0,0,0,0.0259013154894797,0,0,-0.0321769073392124,-0.110663372451432,0,0,0.0392576770459966,-0.0266236342433829,0,-4.33680868994202e-19,0,0.0486987163365398,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.00115645780259856,-0.108201499108859,0,0,0,0,0
X601088.SH,0,0,0,0.0228559779087037,0,0,0,0,0,0,0.0107361246284387,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0334946444912741,0,0,0,-0.0625108139430157,0,0.0549706847190573,0.0176055964468299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128479399469821,0,0,-0.00547439003798083,0.0244885209401604,0,-0.0109904736501326,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0324362100523305,0,0,0.0402271568218626,0,0,0,0.119930013666774,0,0,0,0,0,0,0,0.286307120130523,0,0,0.0112028081523585,0,0,-0.0769519679857567,0,0,0,0,0.333467972078329,0,0,0,0,0,0.00851555873958314,0,0,0,0,0,0.0630816756177943,0,-0.0116863446292996,0.0413206611177974,0,0,0,0,0,0
X600585.SH,0,0.0521230272767254,0,0.0770034574897345,0,0,0,0.119958122788627,0,0,0,0,0,-0.0637207578675394,0,0.174235795766196,0,0,-0.0592738407235698,0,0.653542502485498,0,0,0,0,0,0,0,0,0,0,0,0.034377283086277,0,0,0,0,0,0,0,0,0,-0.025257306765562,0,0.242846473015172,0,0.0562949492420404,-0.0458760430327638,0,0,-0.0018722784887974,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0314201425117391,0,0,0,0,0,0.0256197446641059,0,0,0,0.0646497182546367,0,0.187245945191094,0,0,0,0.332399412774621,0,0,0,0,0.0475991002709369,0.0797975071482489,0,0,0,0,0,0,0,-0.107850263725338,0,0,0,0,0,0,0.0922170760735774,-0.0689286249488588,0,-0.104947502832581,0,0,0,0.0118672433797081,0.0295875644311169,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0551352157531193,0,0.012651932449203,0,0,-0.0870968619949183,-0.0500475268756388,0,0,0,0,0.0852586473350045,0,0.028253184785179,0,0.168787772086993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109728577344957,0,0,0.0890462567234908,-0.0253449846186375,0,0,-1.38777878078145e-17,0,0,0,-0.00767817143863154,-0.0177510723949863,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.150379767850805,0,-0.04181284380416,0.450421520742923,0.159348696516226,0.306861063932231,0,0,0,0,0,0,0,0.0746642195911793,0,0,0,0.00868340598414354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00518539904362733,-0.0767082628887178,0,0,0,0,0,0
X601898.SH,0,0,0,0.0665807865098162,0,0,0,0,0,0,0.0301235650447158,0,0,0.102209893806767,0,0,0,0,0,0,0,0,0,0,0,0.325721189713683,0,0,0,0,0,0,0,0,0,0,0.107605060623953,0.125731858192121,0,0,0,-0.0258564682575673,0,0.0639329657960558,0,0,0.0626055948354997,0.0211468490318409,0,0,-0.00580053208020066,0.0177742123307795,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0326471009250077,0,0,0,0,0,0,-0.00262596609412141,-0.0285192548863211,0,0,0,0,0,0,-0.0615464402503221,0,0,0,0,0,0,0,0,0,0,0,-0.00815746140123886,0.0947018760006997,0,0,0,-0.0571212507863468,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00088691769689477,-0.0695445104499627,0,0,0,0,0,0
