,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600299.SH,X600188.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X600352.SH,X002470.SZ,X600660.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600098.SH,X600623.SH,X601918.SH,X600489.SH,X600578.SH,X600863.SH,X600307.SH,X600315.SH,X300072.SZ,X600022.SH,X600547.SH,X000629.SZ,X600008.SH,X002004.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.595780124235326,0.0395300089592111,0,0,0,0,0,0,0,0.0390106911077629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214927106243778,0.0909483352138808,0,-0.0236510822540739,0,0,-0.0309819685181822,0,0,0,0,0,0,0,0,-0.0271446014050737,0,0.0731601016328262,0.0353537799642496,0,0,0,0
X600028.SH,0,0,0.143157817732358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519655112686602,0,0.0427764513104695,0,0.115325595972808,0,0,0,0,0,0,0,0,0,0,0.0944317700884186,0,0,0,0,0.0538851545984739,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.146550899704536,0,0,0.248211307344502,0,0,0,0,0.312612767356506,0,0,0,0,0,0,0,0,0.163762160633528,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816585250713576,0,0,0.00590640960360581,0,0,0,0,0.0407670855559385,0,0,0,0,0,0,0,-0.0122597368951795,0.0150511170172759,0,0,0,0,0,0
X600011.SH,0,0,0.135360456021644,0,0.0737446122534592,0,0,0,0,0,0,0.364920012458069,0.0588750400493699,0,0,0,0,0,-0.0301795196932585,0,0,0.165221843782227,0,0,0,0,0,0,0.123012227523389,0,0,0,0,0,0,0,-0.0273256123291292,0,0,0,0,0,0.00362142645304917,0,0,0,0,0,0,0,-0.00757160112917476,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.106083343968918,0,0,0,0,0,0,0,0,0,0,0,0.176587860237036,0,0.0457508693382114,0.187748708298241,0,0.0548551246190864,0,0,0,0,0,0,0,0.141095031658393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293433722676271,0,0,0,0,0,0,0
X600585.SH,0,0,0.127137407667254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185457198684409,0,0,0.0602576378104587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759997874456393,0,0,0,-0.0408531685588488,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0346640818069258,0,0,0.024946089759525,0,0.0303420623192126,0,0.269720597799101,0,0,0,0,0.233935231258556,0.0600090645976743,3.46944695195361e-18,0,0.0639150733732836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583527563863187,0,0,0,0,0,0,0,0,0,-0.0205965563691415,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.259405270774046,0.0365612653682986,0,0,0,0,0,0,0.119091924338827,0,0,0,0,0.106345854089043,0,0,0,0,0,0,0,0,0,0,0.140718082421631,0.0023022752907571,0,0.221317994305855,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236859524220512,0,0,0,0,0,0,0
X600795.SH,0,0,0.261789459636809,0,0,0,0,0,0,0,0,0.0805301681235341,0.0510408292885221,0,0,0.0636116792976342,0.0295380570025187,0,0,0,0,0.227248613657851,0.0118722903615856,0,0.00972957303446156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710924336135658,-8.67361737988404e-19,0,0,-0.0209435555237658,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.174049945260489,0,0,0,0,0,0,0.271077620603319,0,0,0.0603244237296067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104938969585651,0.0828921280527546,0,0,0.0933049061990953,0,0.0506376114408231,0,0,0,0.0157040930025578,0.0951806824066595,0,0,0,0,0,0,0,0,0,0,0,0
