,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X002466.SZ,X000898.SZ,X600516.SH,X300072.SZ,X600547.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X002460.SZ,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600801.SH,X600808.SH,X600299.SH,X000709.SZ,X600426.SH,X000932.SZ,X000883.SZ,X601158.SH,X601699.SH,X600219.SH,X600339.SH,X002271.SZ,X600583.SH,X000408.SZ,X601003.SH,X000830.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.195922579300436,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111993820867277,0,0,0,0,0,0,1.38777878078145e-17,0,0,-1.73472347597681e-18,0,0.0940846092580507,0,0,0,0,0.140975870114532,0,0,0,-0.00959390898035241,0,0,0,0,0,0
X600028.SH,0,0,0.345780596281832,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957622926403876,0,-0.165283388225168,0,0,0,0,0,0.0150813365131843,0,0,-0.0125027226559816,0,0,0,0.00476789952888781,0,0.0742790251950677,0,0,-0.0103635644320543,0.133760033256022,0,0,0.00776959555279936,0.0053700852680868,0,0,0,0,0,0
X601088.SH,0,0.0315666492200729,0,0,0,0.0201877645756158,-0.0391591590375176,0,0,0,0,0,0.546005939057516,0,0,0.0734087197065123,0,0.0382397327331727,0,0,0,0,0,0,0,0,0,0,0,-0.0932608667289898,-0.0623472921600437,0,0,0,0,0,0,0,0,0.0341775935911614,0,0,0.0300438483911364,0,0,0,0,0,0,0,-0.0119998704671063,0,0,0,0,0,0
X600585.SH,0,0,0.127160435040871,0,0,0,0,0,0,0,0,0,0.13398839549531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628201740023113,0,0,0.0992577304314042,0.189491074250852,0,0,0,0.0348328136911546,0,0,0,0,0,0,0.0793683949384691,0,0,0,0,0,0,-0.00251559423104282,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.221258745230965,0,0,0,0,0,0,0,0,0.161444669781143,0.0352254931088768,0,0,0,0,0.0295770998066944,0,0,0,0,0,0,0,0,0,0,0,0,0.15878909637139,0,0,0,0,0.187837267607415,0,0,0,0,-0.0578118286349485,0.0710962706287684,0,0,0,0,0,0,0.00377969997929939,0.0064686768764804,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152911641024839,0.104202360212518,0,-0.0563117781646845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289236308417982,-0.379882775389163,0.369446819363087,0,0,0,0,0,0,0,0,0,0,0,-0.0047653104435347,0.291442904075331,0,0.000761984391865492,0.0423980047186157,0.0463456160608718,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.106057183575949,0,-0.067262937414526,0,0,0,0,0,0,0,0,0,0,0,0.153638938214791,0,0,0,0.640699430655564,0,0,0,0,0,-0.026086739891057,0,0,0,0,0,0,-0.0616901149376767,0,0,0,0,0,-0.0189006049561417,0,0,0,0.0108715892850672,0,0,-0.00594797551715741,0.010871161481233,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587927327689248,0,0,0,0,0,0,0,0,0,0.358250727911054,0,0.0984774246057555,0,0,0,-0.0152753004565439,-0.0623040814490844,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0148229300072382,0.289523049888239,0,0,0,0,0,0.0407563101928244,0,0,0.127503404774854,0,0,0.0650492195152372,0.00727970059250132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528213152941821,0.011846071243657,0,0,-0.00442669371774323,5.42101086242752e-20,0,0,0,0,0,0
X600660.SH,0,0.136682954807526,0,0,0,-0.0864017139109655,0,0,0,0,0,0,0,0,0,0,0,0.0630837657670981,0,0,0,0,0,0,0,0.271461237914548,0,0,0,0,0,-0.0331590038937944,0,0.0535325265393531,0,0.135337478485263,0,0,0,0,0,-0.0453817806445135,0,0,0,0,0,0.0145164304201679,0.277191550636792,-0.00801420916987758,0.0227597984148041,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0171035042835884,0,0,0,0,0,0,0.00513533586290509,0,0,0,0,0,0,0,0.0535834846171182,0.186302212141382,0,0.0491259447020624,0.100768049193321,0,0.0704377484343962,0,0,0,0,0,0,0,0,0,0,0,0,0.0800141061387451,0,0.118027986625254,0,2.16840434497101e-19,0,0,0,0.00153011443477058,-0.00190148655073662,0,0,0,0,0,0
X600688.SH,0.00196786643797942,0.0126738242968308,0.222632938966808,0,0,0,0,0,0,0,0,0,0,0,0,0.033586468610312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222819429950759,0,0,0,0.167146171039484,0,0,-6.93889390390723e-18,0,0,0.00494630031300867,0.00239807967542553,0,0,0,0,0,0
X600188.SH,0,0,0.37436036144931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284686008666257,0,0,0,-0.0148226839349448,0,0,0,0,0,0.135036414214159,8.67361737988404e-19,0,0,0.169178923366079,0,0,0.0303087681229312,0,0,0.53322838500184,0,0.039425517698302,0,0,0,0.0790381335850739,0,0,0,-0.0157381054933603,-0.0272656455444839,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.115400160210646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104629559928844,0,0,0.101120664146333,0,0,0,0.0436564289453767,0,0,0.0332210003916561,0,0,0,0,0,0,0.287486273968467,0,0,0.0518829726592679,0.0618323586922348,0,-6.93889390390723e-18,0.0561074328762865,0,0,0,0.00582129486775333,0,0,0,0,0,0
