,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X002466.SZ,X601992.SH,X600176.SH,X600299.SH,X600126.SH,X600426.SH,X002075.SZ,X002353.SZ,X600529.SH,X000723.SZ,X600315.SH,X601158.SH,X600486.SH,X600219.SH,X600516.SH,X600612.SH,X002080.SZ,X000898.SZ,X000401.SZ,X000932.SZ,X000883.SZ,X000553.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0398697474274192,0,0.0043217230595485,0,0,0,0,0,0.132189093836294,0.0842714979850627,0,0,0,0,0,0,-1.73472347597681e-18,0,0.108412434477891,0,0,0,0,0,0,0.0124676549368159,0,0,0,0,0,0,0,0,0.0271070335037327,0,0,0,0.00715982844760511,0.0183742940767075,0.00441315409494209,-0.00912677736235066,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0817713208131204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513988520003057,0,0,0.0752411410276861,0.148438048134078,0,0,0,0.0314845446500291,-0.0201730018496935,0.0183674576562442,0,0,0,0,0.0480480591625107,0,0,0,0,0,0,0,0,0,0.0100041866983735,-0.00798068609911711,0,0,0,0,0,0
X601088.SH,0,0,0,0.350753107038862,0,0,0,0,0,0,-0.179772814387489,0,0,0,0,0,0,0.199533528279691,0,0,0,0,0,0,0,0,0,0,0,0.0673954190357969,0.0368639933010865,0,0,-0.149673250542682,0,0.0484807766991198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054538960392661,-0.00793045683107424,0,0,0,0,0,0
X600585.SH,0,0,0.192839554225848,0,0,0,0,0,0,0.0395102861363787,0.0560557075648268,0,0,0.363643681450064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324112360453044,0,0,0,0.04021255308007,0,-0.0485143049828504,0,0.0512458750428692,0,0,0,0,0,0,0.041962925118411,0,0,0.097969406666253,0,0,0,0,-0.0361180912523666,-0.00692705471899468,0.00225710308499811,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100004858798499,0,0,0,0,0,0,0.226082169992851,0,0.166259311167673,0,-0.014180891662027,0.146859950211402,0,0,0.033304620005273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107591316905233,0.00994362027296168,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0692903811229614,0,0,0,0,0,0,0,0,0,0.484496743340648,0,0,0,0.0337306966458385,0,0,0,0.120657934757891,0,0,0,0,0,0.0503825715010338,0,0,0,0,0,0,0,-0.0687638685323136,0.11174572288988,0,0,0,0,0,0,-0.185744725701442,2.16840434497101e-19,-0.00331369237454234,0.0066586719180708,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.196008471773759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703546187625669,0,0,0.0553905204899016,0,0,0,0.0220617691260651,0,0,0,0,0,-0.0160203473180879,0.00577110426019513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112885055420133,-0.0167033139251253,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.125348625326194,0,0,0,0.0997756461963211,0,0,0,0,0,0.13098075825734,0,0,0,0.302277267597584,0,0,-0.0332472056680813,0.0888909321288482,0,0.215254123026457,0,0.0147326860398143,0,0,0.0488172518850632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023874178325524,0,-0.045561625399202,-0.0159166549895005,-0.00467238091642163,0,0,0,0,0,0
X600011.SH,0,0,0.28028785408259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039216891301721,0,0,0,0.0568664228992273,-0.0433033980311865,0,0,0,0,0,0.0967324548168214,0,0,0,0,0,0,0,0,0,0,0.053037708627228,0,0,0.0111791167144528,-0.00469972308125984,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0372152997578675,0,0,0,0,0,0,0.250702042931367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117506918299879,0,0,0,0,0,0,0.118274617668643,0.145377407274461,0,0,0,0,0,0,0,0.311389848828446,0,0,0,0,0,0.083899001027361,0,-0.00944612886536976,-0.00179524195047517,0,0,0,0,0,0
X002271.SZ,0,0,0,0.26115665085057,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.11914510139319,0,0,0,0,0,0,-0.131687358599212,0,0,0,0,0,-0.0862828600402661,0.104291127986735,0,0,0,0,0.0744847471475253,-0.0998447673690227,-0.068578415979868,0.131432336864589,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513959786378537,-0.0476358594680469,0,0.000589105016236699,0,0,0,0,0,0
X600660.SH,0,0,0,0.0780308288982542,0.107359094550169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140095571170167,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.12380517967023,0,0,0.0632079969546317,0,0,0,-0.0275713287351939,0,0.0446168470545202,0,0,0,0,0,0.0712635100534789,0,0.0292594511743125,-0.0363747268651391,0,0,0,0,0,0
X600886.SH,0,0,0.0513181954213092,0,0.129932451144177,0,0,0,0,0.0160671273996241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105109442926932,0.022106789048513,0,0,0,-0.0156649906942232,0,0,0,0.00745855719901266,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849218307901932,0,0.00380857401827611,-0.0172434159214234,0,0,0,0,0,0
X600801.SH,0,0,0,0.282373236698408,0.00993922570528344,0,0,0,0,0,0.0802399237503864,0,0,0,0,0,0,0,0,0,0.0226935962068466,0,0,0,0,0,0,0,0,0.131828797580617,0,0,0,0.039433592197688,0.0690910620321457,0,0,0,0,0,0,0,0,0.0830403501640135,0,0.543114875239803,0,0,0,-0.0825113919315371,0,-0.00852543144350057,0.027911347963315,0,0,0,0,0,0
