,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X002460.SZ,X600795.SH,X601992.SH,X600188.SH,X600362.SH,X600660.SH,X601991.SH,X600111.SH,X600547.SH,X600516.SH,X300072.SZ,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000408.SZ,X600339.SH,X000807.SZ,X600219.SH,X600489.SH,X000959.SZ,X600808.SH,X600549.SH,X000723.SZ,X002092.SZ,X002271.SZ,X600352.SH,X000983.SZ,X000553.SZ,X601158.SH,X000883.SZ,X600176.SH,X000630.SZ,X601699.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0376407969578124,0,0,0,0,0,0,0,0,0,0,0.0424421068467165,0,0.0347145689124988,0,-0.0352547500865025,0,0,0,0,0,0,0,0.00993728687012382,0,0,0,0,0,0,0,0,-0.0265388172605067,0,0,0,0.031056237998301,0,0,0,0,0,0,0,-0.021489094109848,0.0163242584662541,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.144434154783914,0,0,0,0,0,0,0,0.017861829699505,0,0,0.0368532683621293,0,0,0,0,0,-0.023455267826776,0,0,0,0,0,0,0,0,-0.0848337581863427,0,-0.00101744648290894,0,0,0,0,0,0,0,0.109621616568123,0,0,0,0,0,0,0,0,0,-0.00632937633061298,0.011693787997466,0,0,0,0,0,0
X601088.SH,0,0,0,0.107363239287422,0,0,0,-0.00456976808729905,0,0,0,0,0,0.775403050912924,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0798338888304709,0,0,0,0,0,0,0,0.0374207620235849,0,0,0,0.0692338710666744,-4.33680868994202e-19,0,0,0,0.059344892523858,0,0,0,0,0,0,0.00311754757537368,0,0,0,-0.0321105665910018,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.155622403719516,0.0829253595428054,0.0638329224399659,0,0.00769500321163259,-0.00531311934523839,0,-1.73472347597681e-18,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0319750215165107,0,0,0,0.0363878757832036,0,0,0,0,0,0,0,0,0,0.378981805694261,0.0500810455923993,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740702408377714,-0.0151968491791732,-8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,-0.0734694763711894,0,0,0,0,0.204758979495514,0,0,0,0,0,0,0.108228042119827,0,0,0,0,0,0,-0.0755510771498901,0,-0.0929733797697845,0,0,0,0,0,0,0,0.222337868508076,0,0,0,0,-0.0904854647854711,-0.129147053897021,-0.00408895990929865,0,0,0,0,0,0,0,0,0,0,-0.0124533521095576,-0.0640753836772945,0.0374008773120816,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810364203229743,0,0,0.0418460017164871,0,0,0,0,0,0.0848392483017919,0.0343075579543632,0,0,0,0,0.0470233101951731,0,0,0,0.0866949971681088,0.150250910839611,0,0.13280286601824,0,0,0,0,0,0,0,0,0.0518575272362003,0,0,0,0.00793020291866018,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.301907329753875,0,0,0,0,0,0,0,0,0,0.0311913910062155,0,0,0,0,0,0,0,0,0,0.0147027913233967,0,0,0,0,0,0.10708460656233,0,0,0,0.200252947454174,0.0644587778724857,0,0.0415186732310141,0,0,0,0,0,0,0,0,0,0,0,-0.0472927600895495,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.288049426568816,0,0,0,0,0.0312664120841554,0,-0.0606828350117619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352323051631725,0,0,0,0.0800115107942723,0,0,0,0,0.108144949508559,0,0,-0.00514577999431618,0.0135164101223529,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0125561096234287,0,0,0,0,0,0,0,0.0104566048680732,0.0309112157612147,0,0.11391482189936,0,0,-0.0274759304222573,-0.0396211930052743,0,0,0,0,0,0,0,0,0,0,0.0854672270533858,-0.120964754416765,0,0,0,0.0451915615849744,0,0.0201603782411354,0,0.0346273382754003,0,0,0,0,0.0365420066972947,0.0392666438823152,0,0.0246652116373565,-0.00396931280599666,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0440749154593381,0,0,0,0,0,0,0,0,0,0.117755378411466,0,0,0,0,0,0,0,0,0.286595174216466,0,0,0,0,0,0,0,0,0,0.0103173303420095,0.107538429779729,0,0,0,0,0.131658856657631,0,0,0,0,0,0,0,0,-0.00259168327156944,0,0,0,0,0,0,0
