,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600362.SH,X600111.SH,X600157.SH,X600188.SH,X601158.SH,X002075.SZ,X600583.SH,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X600021.SH,X002353.SZ,X000027.SZ,X000883.SZ,X000629.SZ,X600660.SH,X600808.SH,X000878.SZ,X600863.SH,X000959.SZ,X000825.SZ,X002470.SZ,X600578.SH,X600489.SH,X600547.SH,X600022.SH,X000792.SZ,X000012.SZ,X600098.SH,X600008.SH,X600612.SH,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.634304920417599,0.149372753669842,0.0031448601322839,0,0,0,0,0,0,-0.0314023171828295,0,-0.00187637187320412,0,0,0,0,0,0,0,0,0,0,0,0,0.0796385452230815,0,0,0,0,0,0,0,0,0,0,0,0,0.0639940162952475,0,0,0,0,0,0,0,0,0,0,0,0.00547713540752752,0,0,0,0,0,0,0
X600028.SH,0.445541200044155,0,-1.73472347597681e-18,0,0,0.218546553764683,0,0,0,0,0.0716597326259664,0,0.0670217876871498,0,0,0,0,0,0.0209867515862038,0,0.0415887547616771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X601088.SH,0.0135245153241763,0,0,0.164895887351697,0,0.11766678355248,0,0.141476897188496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335793508828534,0,0,0,0.00223578730344865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197079549341637,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.228984120279707,0,0,0,0,0,0,0,0,0,0.0974952632801181,0,0,0.00133704813417058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119113331494561,0,0,0,0,0,0,0,0,0.190113780195199,0,0.22901156671427,0,0,0,0,0,0,-0.00323323419261516,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.16851116158273,0,0,0.0348820774384119,0.0753967112010365,0,0,0,0,0,0,0,0.038633657967192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4808721259553,0,0,0,0,0,0,0,0,0,0,-0.00838252912281196,0.00327948627294618,0,0,0,0,0,0
X600019.SH,0,0,0.00787306485451348,0,0.235451078842192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343101817803395,0,0,0,0,0,0,0,0,0,0,0.0560921213520207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257923889159157,0,0,0,0,0,0,0
X600585.SH,0.0435869510746055,0,0,0,0.0267272414869353,0.209105554016783,0,0,0.0856535441105908,0,0,0,0,0,0,0,0.0091605727596678,0,0,0,0,0,0,0.0888872880799137,0.0762030837926052,0.0477921027121482,0,0,0,0,0,0,0,0,0,0.0474870926762394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189928502150291,-0.0110887198978202,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.236969799415074,0.0554305367219701,0.126117095696119,0,0,0,0,0,0,0.315827705737197,0,0,0.127756983152677,0,0,0,0.0478714483682879,0,0,0,0,0,0,0,0,0.118195461075594,0,0,0,0,0,0,0,0,0,0,0,0.175292122809276,0,0,0.00513207664863369,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0616436420526516,0.0884081233986908,0.0345589537763469,0,0,0.0343200269625197,0,0,0,0,0,0,0,0.00421299654981568,0,0,0,0,0.154472579950054,0,0,0,0,0,0,0,0.3470493610379,0,0,0,0.0996193383011601,0,0,0.00998513823762752,0,0.0190230586252946,0,0,0,0,0,0,0.00788063577716869,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.00875766936175371,0,0,0,0,0,0,0,0.198126397918632,0,0.158262397375731,0,0,0,0,0,0,0,0,0,0,0.0798167082898795,0,0,0,0,0,0,0,0,0,0,0,0,0.230287745171804,0,0,0,0,0,0,0,0,0,0,0.00157915420635404,-0.00345368222712124,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.113887254454892,0,0,0,0,0.067352044680629,0,0.127236231063802,0,0.0124944825356324,0,0,0,0,0,0,0,0.111944512099376,0,0.0128634297543629,0,0,0.0388248828562394,0,0,0,0.0873636979870345,0,0,0,0,0,0,0,0,0.106431158232148,0,0,0,0,0,0,0,-0.00766380595147552,-0.00276238120339302,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.274470455557156,6.93889390390723e-18,0,0.287349522188897,0,0,0,0,0,0,0.0938998521652748,0,0,0,0,0,0,0,0,0,0,0,0,0.099898053439547,0,0,0,0.143964951995814,0,0,0,0,0,0,0,0.00169332180205861,0,0,0,0,0,0,0,0,0,0,-0.00273592440318973,0,0,0,0,0,0,0
