,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600309.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X000723.SZ,X600299.SH,X002075.SZ,X000792.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000959.SZ,X000983.SZ,X000883.SZ,X600352.SH,X600758.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600021.SH,X000630.SZ,X600126.SH,X601699.SH,X002470.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0291641958749801,0,0,0.0296205728877795,0,0,0,0.00179784319611703,0,0,0,0.0231646056763291,0,0.0067739147193002,0,0.0275798872196611,0,8.67361737988404e-19,0,0,0,0,0.0246353293792484,0,0,0.0484162413677363,0.0111120577775285,0,0.0305491150366429,0,0,0,0,0.00781022868699328,0.0395390558335445,0,0,0,0,0,0.00466379787821124,0,0.0197110701928845,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0555005714916123,0,0,0.0713913765604902,0,0.00467344931407978,0,0.0204678863327105,0,0,0.0629252102379457,0,0,0,0,0,0,0,-0.0152568004136296,0,0,0,0,-0.0454310177052417,0,0,0,0,-0.0143803614170051,0,0,0,0,0.0819057313060485,0,0,0.0448056602234507,0,0,0,0,0,0,0,0,0,0.0695864592118527,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.100649756042182,0.0633983673670022,0,0,0.0490089927637529,0,0,0,0,0,0,0,0,0,0.0196121285557822,0,0.0236817373489439,0,0,0,0,0,0,0,0,0,0.00525985183743233,0.00630480142308329,0,0,0.0405851757286749,0,0,0,0,0,0,0.0500346710882599,0,0,0,0,0.0323890406579511,0.0400402204013904,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0673449598311857,0,0,0,0.0514565161212542,0,0,0.0371784750885426,0,0,0,0,0,0,0.235086069095701,0.0108752442437962,0,0.00961619728192329,-0.0198077470877744,0,-0.00524457854017786,0,-0.225549141886359,-0.0221559583263989,0,0,0,0,0,-0.0342976039276243,0,0,0.181087443182158,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0581254118116123,0,-8.67361737988404e-19,0.0183630966971537,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037714659732624,0,0,0,0,0.11626623021194,0,0.0199892236016295,0,0,0,0,0,0,0,0,0,0.13806899946124,0,0,0,0,0.00851992893223719,0.117846309310618,0,0,0,0.0865051091089932,0,0,0,0,0,0.00668125852368175,0,0,0,0,0,-0.0478660310461049,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197855145567215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460482111448538,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.142435790881971,0,0,0.0888945951606594,0,0,0,0,0,0.194519023958364,0,0.0191759809962714,0.087839433972006,0,0,0,0.057867243455998,0.0695455986267766,0,-0.157334385366461,0,0,0,0.101890508552082,0,0.0363582339592446,0,0,0.110067676688701,0.060802228173719,0,0,0,0,0,0,0,0,0,0,0,0.09005601941677,-0.0587900164706539,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565505578225181,0,0,0,0,0,0,0,0,0,0.0348961686685913,0.0450322007251691,0,0.056153017249721,0,0,0.0224346653635756,0,0,0,0,0,0,0,0,0,0.0167892494438725,-0.203087265347787,0,0,0,0,0,0.0204415724158296,0.319960028041714,0,0.231650215990694,0,0.0617694728742236,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0851095887049488,0,0,0,0,0,0,0,0,0,0,0,0,0.837980492943728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752537157743295,0,0,0,0,0,0,0,-0.0389202331270097,0,0,0,0,0.195272510042478,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378680639434887,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0321024752204556,0,0,0,0,0,0,0,0,0,0,0,0,0.116510898431678,0,0,0,0,0,0,0,0,0,0.102863782532298,0.138532548232724,0.116476983260389,0,0,0,0,0,0,0,0,0,0
