,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X600010.SH,X000301.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X600219.SH,X000786.SZ,X000408.SZ,X600803.SH,X000723.SZ,X600399.SH,X000932.SZ,X601991.SH,X000825.SZ,X000831.SZ,X000959.SZ,X002080.SZ,X600795.SH,X000807.SZ,X000898.SZ,X002409.SZ,X300037.SZ,X600549.SH,X002407.SZ,X600352.SH,X600489.SH,X600516.SH,X600801.SH,X601699.SH,X000983.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0239880975617451,0,0.0211360105580534,-0.0272223973708915,0,0,0,0,0,0.0262310119011482,0,0,0,0,0,0.0481023563887679,0,0,0,0,0,-0.0780325900712734,0.0549516332328167,0,0,0,0.00780347071181561,0,0,0,0,0,0.0206723142572326,-0.0325279040969121,0,0,0,0,0,0,0,0.0659566868209407,0.0275370663535393,0,0,0.000127308913039133,0,0,0,0,0,0,0
X600028.SH,0.131882338902349,0,0,0,-0.0781449567360217,0,0,0,0,0,0,0.0449859747961978,0,0,0,0,0,0,0,0,0,0,0.0177786762071927,0,0,0,0,0,0.026250175601326,0,0,0,0.0301806356253029,0,0.0188730802500375,0,0,0.00309405117084764,0,-0.0233084642719747,0,0,0,0,0,0,0.0768280378072779,0,0.0615343323403718,0,0,-0.00907267122229143,0.0585763691367999,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0436146996903232,0,0.022956612312782,0,0,0,0,0.149676747525163,0.150039106372095,0.0724015331000469,0,0,0,0,0,0.0372949013130374,0,0.0740484523048155,0,0,0,-0.0163898145973645,0,0,-0.0506835490191484,0,0,0,0,0,0,0,-0.0990937733926034,0,0,0,0,0,0.00860775113203487,0,0.0083528441968652,0,0,-0.00970354379629671,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00131900820146041,0,0,0,0,0.112490784235349,0,0.0517083389982837,0.0755396881506666,0,0,0,0,0,0,0,0,0.128705096984847,0,0,0,0.0265406029016971,0,0,0,-0.0685233627172056,0,0,0,0,0,0,0,0.0120554978561401,0,0.0659926678277118,0.0137092495945499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.102386478583767,0.309923984738562,0,0.0982222593606434,0,0,-0.08251167793855,0,0,0,0,0,0,0,0,0,0,0.265546644628522,0.0727758340668656,0,0.0888349641607991,0,0,0,0,0,0,0,0,0,0,0.19560516959617,0,0.0140980451818156,0.185351390377283,0,0,0,0,0,0,0,0,0,-0.0725188429676254,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354809864063889,0,-0.277672896551782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918459464505629,0,0,0,0,0,0.0280895148517289,0,0,0.0764810032104462,0.0747808680930875,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0443133937015255,0,0,0,0,0,0.0568948013845337,0.0352195609466867,0,0,-0.0644143113262015,0,0,-0.0121526347502102,0,0,0,0,0.0264748514601264,0,0,0.071884319997077,0,0,0,0,0,0,0,0,0,-0.0190557090472749,0,0.0104885914044851,-0.016437669318209,0,0,0,-0.0519903797564206,0,0,0,0.525778639271428,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.109654515047698,0,0,0,0,0,0,0.00981926423911046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547586762133895,-8.67361737988404e-19,0.0348157395046425,0,0,0,0.402591355975581,0,-0.0836686675353635,0.0328967034584492,0,0,0,0,0,0,0,0,0,-0.0397911573237548,0,0,0,0,-0.133470559097349,0,0
X002466.SZ,0,0,0,0,0.0851786028803901,0,0,0,0,0.381377996161999,0.142106419211265,0,0,0,-0.103775515467587,0.497039969182189,0,-0.0134118981465314,0,0,0,0,0.0272998500432271,0,0,0,0.221920887816473,0,0,0.0772828832207979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825476757042293,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0742743967778175,0,0,0,0.102140785310929,0,0.249658846267197,0,-0.0289832715432556,0,-0.0726731784610071,0,0,-0.0299354470936031,0,0,0,0,0,0,0,0,0,0,0,0.118159353746483,0,0,0,0.218674047339858,0,0,0,0,0,0,0,0.314617181450268,0.0306855380512301,0,0,0,0,0,0,0,0,0.0382796821049189,0.123990522656396,0,0,0,0,0,0
