,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600795.SH,X600688.SH,X600309.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X002460.SZ,X000723.SZ,X600299.SH,X000883.SZ,X002271.SZ,X600219.SH,X600176.SH,X600352.SH,X000630.SZ,X600578.SH,X000539.SZ,X000408.SZ,X600583.SH,X000792.SZ,X000027.SZ,X000786.SZ,X600021.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0173584435584193,0,0,-0.0225404839829429,0.212307864628552,0,0,0.0252825970502535,0,0,-0.0763535927432897,0.0236375920998996,0.0329537954750988,0,0,0,0,-0.0356167295295665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446590090611769,0,0,0,-0.00898245631801757,0.00116328590881067,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250420072505257,0,-0.167428098301225,0,0,0,0,0,0,-0.0162488754547457,0,0,-0.0585138506971904,0,0,0,0,0,0,0.0721790879307167,0,0.058495839487492,0,0,0,0,-0.0408900722195267,0,0,0,0,0,0,0,-0.00283458048742973,0.00928242023144285,0,0,0,0,0,0
X601088.SH,0,0,0,0.164508648770465,0,0,0,0,0,0,0,0,0,0,0,-0.00748703660944538,0,0,0,0,0,0,0,0,0,-0.0154036160525155,0,0,0,0,0,0.0178321390205822,0,0,0,0,0,0,0,0,0,-0.00599833293639545,-0.0125690641593855,-0.0462710001469633,0,0,0,0,0,0,-0.00165208737460834,-0.0396931355768047,0,0,0,0,0,0
X600019.SH,0,0,0.0429033115168656,0,0,0,0,0.166407365577515,0,0,0,0,0,0,0.0632913043505752,0,0.0895182311585072,0,-0.0245620086077557,0,0,0,0,0,0,0.10634905221042,0.279903212700152,-0.0490077335208689,0,0,0,0,0,0,0,0,0,0,0,0,0.00278346449100626,-0.0169296419536615,0,0,0,0,0,0,0,0,-0.0189587677321468,0.0109672214370184,0,0,0,0,0,0
X600011.SH,0,0,0.156017936899979,0,0,0,0,0,0,0.10194368920656,0,0,0,0,0,0.178136016680328,0,0,0,0,0,0.322870712065568,0.0257391080717197,0,0,0.0734718951267137,0,0,0,0,0.0534729954917344,0.0320142875213575,0,0,0,-0.127397345836937,0,0,0,0,0.203338180402571,0,-0.0865529467131033,0,-0.0419190189261322,0,0,0,0,0,0.0362594720618501,-0.0461175650321129,0,0,0,0,0,0
X600585.SH,0,0,0.118686837964074,0,0,0,0,0,-0.00194867045303543,0,0,0,0,0,0.0554541409481375,-0.0816650311698308,0,0,0,0.0610297744854387,0.132452713062141,0,0,0,0,0,0,0,0,0,-0.0267102961602233,0.0279138741637445,0.348497924726591,0,0,0.109409142407729,0,0,0,0,0,0,0.155400963741907,0,0,0,-0.0698973215070118,0,0,0,0.0295352501419959,0,0,0,0,-0.301117478279763,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0106197465668943,0.0851259683122958,0,0,0,0,0,0,0,0,0,0,0,0.0375363777211267,0,0.110083659602966,0,0.0580620555955835,0,0.129034166134039,-0.00664334702825123,0,0,0,0,0,0,0,0,-0.0796128418907705,0,0,0,0,0,0,0,0,0,-0.0181098767002235,-0.0134976294144971,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228991310055123,0.182858572658472,0,0,0.0384876351283827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211294769734459,0,0,0.0906866012236931,0,0,0.127586001881755,0,0,0,0,0,0,-0.00900290383662943,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.102408683129847,0.0965655336616962,-0.193996310026698,0,0,0,0,-0.169502566737611,0,-0.297270755776203,0,0.458577460792727,0,0,0,0,0.0458823970433271,0.105081160936794,0,0.494568261356586,0,0,0,0,0,0,0,0,0,0,0,0,0.169020727436696,0,0,0.147207180431217,0,0,0,-0.044865987720762,0.0569974866221908,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0754289855783806,0,0,0,0,0,0,0.0214758375141035,0,0,0,0.0142914875748181,0,0,0.0434501742484833,0,0,0,0.0368724077150682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518535732021967,0.143512444366264,-0.0784951175427587,0,0,0,0,0,0,0,-0.0147944638972848,0.00710227823503367,0,0,0,0,0,0
