,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X600176.SH,X601992.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X601158.SH,X000709.SZ,X000883.SZ,X600612.SH,X000553.SZ,X000792.SZ,X000629.SZ,X000630.SZ,X000027.SZ,X002080.SZ,X000825.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0875763210112682,0,0,0,0,0,0,0,0.0197474568895647,0,0,0,0,0.221578793902411,0,0,0.0249200450297815,0,0.00392176194802554,0,0,0,0,0.0464568682939769,0,0,0.184579387296192,0,0,0,0,0,0,0,0,0,0,0.0159205796688172,0,6.7762635780344e-21,0,-0.00740235055579857,0.00732570430670135,0,0,0,0,0,0
X600028.SH,0.173264441881554,0,0,0,0,0,0.0228938537144747,0,0,0.0934507561581967,0,0,0,0,0,0,0,0,0.0248852287502498,0,0,0,0,0.227650571748245,0,0,0,0,0,0.0619211642009017,0,0,0,0,0,0,0.00528680561776367,0,0,0,0,0,0,-0.00236694603632347,0,0,0,0,0,0,0,-0.00823287712094698,0.00367431276241355,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.084964990422739,0,0,0,0,0,0.0348253244819186,0.312332052333995,0,0,0,0,0,0,0,0,0,0,0.0369951554024289,0.0274602062230345,0,0,0,0.000418506888631608,0,1.73472347597681e-18,0,0,0,0,0,0,0.000636385122608133,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.010664179082757,0.0108218873806058,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.11874293749282,0,0,0,0,0,0,0.014169373607332,0,0.0211880499461692,0,0,0.40168392464472,0,0,0,0,0.0588192726609047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044703356676411,0,0,0,0.0523598369304927,0,0,0,0.0203139468231556,-0.0091478647207935,0,0,0,0.0357700471979854,0,0
X600309.SH,0,0,0,0,0,0,0.0512313792842386,0,-0.017792079759202,0,0,0,2.16840434497101e-19,0,0,0,0.264067833790198,0,-0.015639221241012,0,0,0,0,0,0.0495336950142436,0,0,0,-0.246993619616646,0,0,0,0,0.187445339723694,0,0,0.0324941136283241,0,0,0,0,0,0,0,0,0,0,0.0351194185616909,0,0,0,0,-0.0317821027603444,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0879946191683642,0,0,0,0.0742655095281155,0,0.0539422087874484,0,0,0.0443082247172306,0,0,0,0,0,0,0,0,0,0,0,0.0182915902545481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225099768748256,0.00621091651801198,0,0,0,0.0144228186614448,0,0
X600547.SH,0,0,-0.191549483499276,0,0,-0.140112458578742,0,0,-0.114852662342156,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.125107663557791,0,0,0,0,0,0,0,0.0103470225087514,0,-0.026531199581385,0,0,0,0,0,0,0,0.868640935520081,0,0,0,0,0.135936730941917,0,0.0952354921263863,0,0,-0.0136884523874811,-0.0331085182020843,0,-0.0927705282192994,0,-0.0349550377704251,0.0325970531805462,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.209376521405215,0,0,0,0,0,-0.0111740381263592,0,0,0,-0.067056861022782,0,0.482249520962641,0,0,0,0.00780297820278844,-0.0593530955262378,0.162469249259111,0.107833238587072,0,0,0.320824829298176,0,0,0.0734303822775905,0,0,-0.131192433218752,0,0,0,0,0,0,0,0,0,0,0.0149001921070842,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X000708.SZ,0,0,0,0.128365736715174,0.0169539653293567,0,0,0,0,0,0,0,0.527796922897806,0,0,-0.220421856664511,0,0,0,0.0772573763226724,0,0.352573220226824,0,0,0.0679966124497752,0,0,0,0.311774006080511,0,0,0,0,0,0,0.158619017206365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256536639813641,-8.67361737988404e-19,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0765232749785059,0,0.018344812499051,0,0,0,0,0,0,0,0,0.0026255424818354,0.0413178611643668,0,0,0,0,0,0,0,0,0,0.00215062404844534,0.184502379383666,0,-0.0422034107763335,0,-0.0684636459497566,0,0,0.027508861245238,0,0,0.112037303166483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00713656213618623,0,0,0,0,0,0
