,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X601992.SH,X600027.SH,X600111.SH,X300072.SZ,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X000786.SZ,X600426.SH,X600808.SH,X000932.SZ,X600801.SH,X000709.SZ,X000883.SZ,X601158.SH,X600339.SH,X600583.SH,X600219.SH,X601699.SH,X000830.SZ,X000408.SZ,X601003.SH,X600985.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.142506120700591,0,0.0517225400307455,0,-0.030696304115923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725569564979578,0,0,0,0,0,0,0.109371378091987,0,0,0,0,0,0,0,0.0164242654778874,0.0392283819778202,0,0,0.101065825534593,0,0,0.000746979007424885,-0.00481800123519062,0,0,0,0,0,0
X600028.SH,0.010807776759801,0,0.264851824953173,0,0,0,-0.0185651373199189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236145558349776,0,-0.170825470819314,0,0.0805486346322844,0,0,0,0,0,0,0,0,0,0.0428722608390355,0,-1.73472347597681e-18,0,0,-0.0105441921627409,0.00615395825990269,0.0653651261945878,0,0,0.00111992805395868,0,0,0,0,0,0
X601088.SH,0,0.0389410120301144,0,0,0,0.022218581468252,-0.0249045980731181,0,0,0,0,0,0.568014794178838,0,0,0.0663589852856389,0,0,0.0330497919634185,0,0,0,0,0,0,0,0,0,0,-0.109208501558914,0,-0.0612034392710432,0,0,0,0,0,0,0,0,0,0,0.0315991060110928,0,0,0,0,0.0353249109463466,0,0,-0.0105053531756456,0,0,0,0,0,0
X600585.SH,0,0,0.302337343946232,0,0.012149982535998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868822370621218,0,0,0,0,0,0,0,0,0,0.121569839768051,0,0,0.0848189959576381,0,0,0,0.303834446192691,0,0,0,0.00897309442372712,0.0182836502011882,0,0,0,0,0,0,0.0181022816038785,0,0,0.0115549854581571,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.104960466907666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715226448356443,0,0.0672934979635116,0,0,0.190138319832235,0,0,0,0,-0.00894962877781836,0,0,0.0480619205321109,0,0,0.136750767310403,0,0.0758083431234416,0,0.0137578223709086,0.0206360858526895,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.191579700345225,0,0,0,0,0,0.214727492002596,0.0456905891233799,0,-0.0955446642863666,-0.103475719996574,0,0,0,0,0,0,0,0,0,0,0,0.289273845022819,0.1731021869467,0,-0.258788159034608,0,0.00864593957776183,0,0,0,0,0,0,0,0.453480932609914,0,0,0.164711101139986,-0.0444425261424189,0.0771221491501246,0.0222388708106951,0.0281487311745021,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0759894014673753,0,0,0,0,0,0,0,0,0,0,0.0979375541660466,0,0,0.126171277710101,0,0,0.663292287182538,0,0,0,0,0,0,0,0,0,0,0,-0.0688542919620311,0,0,0,0,0,0,0,0,0.157722960581211,3.46944695195361e-18,0,-0.00190183559235369,-0.0449725514970378,0,0.00203226198838895,0.0131732060142951,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177361719707987,0,0.193793269397626,0,0,0,0.015454716199296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40949229047845,0,0,0,0,0.228182624084927,0,0,0,-0.0228342758676903,-0.0884874758029962,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246046357107172,0,0,0,0,0,0.0535718142846567,0,0.111268553518633,0,0,0,0.060407352153968,0,0,0,0.00142527199337813,0,0,0,0,0,0,0,0,0,0,0,0,0.030640111046278,0.063531792617686,0,0.0312651092957167,0,0,0,-0.00274080422063374,-5.42101086242752e-20,0,0,0,0,0,0
X600660.SH,0,0.0874871372216034,0,0,0,0,0.0943595542102893,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.289904024234062,0,0,-0.00477495232259173,0,0,0,0,0,0,-0.0368951418282442,0,0.0761672126160814,0,0.123354209036437,0,0.0398505570897169,0,0,0,0,0,-0.0220125488395385,0,0,0,0,0,0,0,0.11524551751535,0.0047213395511349,0.0162085381220398,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0229171141909824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134418177074352,0.116309752536178,0,0,0,0.0427820876047364,0,0,0,0,0,0,0,0,0,0,0,0,0.0124732147701046,0.165009963353789,0,0,-3.46944695195361e-18,0.0747503877880587,0,0.0250638610850138,0,0,0,0,0,0,0,0,0,0
