,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X000723.SZ,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X000553.SZ,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X600583.SH,X600985.SH,X600426.SH,X002110.SZ,X000027.SZ,X000825.SZ,X600157.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00567067036256428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276938627156234,0.0709919684599207,0,0,0,0,0,0,0,0,0.0710374680907044,0,0,0,0,0,0,0,0,0,0,0,0,0.109950882298174,0,0,0.0281650785959163,0,0,0,0,5.42101086242752e-20,-0.0233551424594184,0,0,0,0,0,0
X600028.SH,0,0,0.0852879333394037,0,0,0.035406717278986,0,0,0.0168930938899654,0,0,0,0,0,0,0.208505912628988,0,0,0,0,0,0.0366205104921935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427318128297558,0,0,0,0.00978139351435115,0.0382453336166401,0,0.0830465513838057,0,0,0,0.0255300273721359,0,0,0,-0.0212407457952489,0,0,0,0,0,0
X601088.SH,0,0,0,0.0264403269395053,0,0,0,0,0,0,0,0,-0.0539153549775581,0,0,0,0.130211228967971,0,0,0,0.0812810767268633,0.107432784515985,0,0,0,0,0.0949003743489415,0.0472370534737649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446722837615025,-0.0559779143427406,0,0,0,0,0,0
X600585.SH,0,0,0.0169667203341348,0,0,0.0836512458980765,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.481399575972814,0,0,0,0,0,0,0,0,0,0,-0.0191515689214579,0,0,0,0,0,0,0,0,-0.00299770161873495,0,0,0,0,0,0,0,0,0,-0.00643082802787395,0,0,0,0,-0.0182188882393743,0,0
X600019.SH,0,0,0.0802599620719409,0,0,0,0,0,0.0430335561166334,0,0,0,0,0,0.0450424330653023,0,0,0,0.00984587020219654,0,0,0.161140928208362,0,0,0,0,0.0197959370138379,0,0,0,0,0,0.0315747746282639,0,0,0,0,0,0,0,0,0,0,0.061669213973191,0,0,0,0,0.122211284538342,0,0,0,-0.0258812328551726,0,0,0,-0.00687458942043311,0,0
X600309.SH,0,0,0,0.0316393172547972,0,0,0,0,0,0,0,0,0.133738270403499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402017964000812,0,0,0,0,0,0,0,-0.0879451781089094,0,0,0,0,-0.0511218092592691,0.0793666778930115,0,0,0.125030402368256,0.389946798597309,0,0,0,0,0,0.0420245307231706,0,0,0,0,-0.0343224236667658,0,0
X600011.SH,0,0,0,0,0,0,0,0.0707668002417,0,0,0,0,0.199788007446847,0,0,0,0,0,0,0,0,0,0,0.486833574293062,0,0,0,-0.0831849215877163,0,0,-0.00991882382897595,0,0,0,0,0,0,0,0,0,0.0698889823902963,-0.0336928203407626,0,0.0176582875643075,0,0,0,0,0.0150090520102949,0,0,0.0263678807974938,0,0,0,0,0.00371629338060004,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.072323128810298,0,0.0166577450903267,0,0,0,0.191688987345093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338949630612691,0.267025987375394,0,0,0,0,0,0,0,0,0,0.109861027000063,0,0,0.0648924251326656,0,0.171364866669869,0,0,0.0262050569561002,-0.0482783273330191,0,0,0,-0.0557311146909957,0,0
X601600.SH,0,0,0,0,0,0,0,0.373170530249278,0,0,0,0,0,0,0,0,0,0,0.235255555225333,0,0,0,0,0,0,0,0,0,0,0,0.0296465645538212,0,0,0,0,0.0409694620487723,0,0,0,0,0,0,0,0.0866185556614006,0.0200883195698676,0.0791329580732154,0,0,0,0,0,0,0,0,0,0,0.00877255253277462,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0680444097176868,0,0,0,0,0,0,0,0,0,-0.0230690204966048,0,0.103130377734626,0,0,0,0.463197543223206,0.107699379064747,0,0,0,0,0,-0.051927918014658,0,0,0,0,0.0896508894206618,0,0,0,-4.33680868994202e-19,0.00548322549911684,0,0,-5.42101086242752e-20,0,0
X601898.SH,0,0,0.0236855966675719,0,0,0,0,0,0,0,0,0,-0.0227148671994826,0,0.0137681052368783,0,0.345516978544367,0,0.0566962799327546,0,0.0398238484609077,0.0399870676527934,0,0.011999424680388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192627405538954,0,0,0,0,0.0325646044690737,0,0,0,0,0.0462464921536799,0,0,-0.0214396548284833,0,0,0,0,-0.0138628221708952,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587554860137737,0,0,0,0,0,0.0521128984163921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127114571343398,0,0,0,0,0,0.0595536306852142,0,0.0577525524803108,0.0749546172002089,0,0,0,0.105995928068184,0,0,0,-0.0473139042658693,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205702541872084,0,0,0,0,0,0,0.139599818550804,0,0,0,0,0.280275457012164,-0.0531441335746713,0,0,0,0,0,-0.142731221159491,0,0,0,0,0,0,0.419506022148566,0,0,0,0,0,0,0,-0.0600534377591792,0,0,-0.228971241625838,0.368470714049924,0,0,0,0.0208381000841203,0,0
