,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X600188.SH,X600547.SH,X601600.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600027.SH,X601992.SH,X600111.SH,X000629.SZ,X600176.SH,X002466.SZ,X600516.SH,X002460.SZ,X300072.SZ,X600299.SH,X000709.SZ,X600808.SH,X600801.SH,X000553.SZ,X000825.SZ,X600339.SH,X600352.SH,X002110.SZ,X600426.SH,X600583.SH,X600489.SH,X601158.SH,X000786.SZ,X000301.SZ,X000883.SZ,X000932.SZ,X600219.SH,X601699.SH,X000792.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118338084399979,0,0,0,0.109177506613289,0,0,0,0,0,0.0393341228483783,0,0,0,0,0,0,0,0,-0.0234650519565927,0,-0.0195106292124549,0,0,0,0,0,0,0,0.0404874225044486,0,0,0,0.208865092493163,0,0,0,0.217276679433025,0,0,0,0,0,0,0,0,0,0,0.0232274465701767,0.0243664200595825,0,0,0,0,0,0
X600028.SH,0.310800797699531,0,0,0.259514187981542,0.161223159171975,0.0778947052287426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212723482663111,0.103817773511412,0,-0.017015595937919,0,0,0,0,0,0,0,0,0,0,0.147931525155213,0,0,0,0,0,0,0,0,0,-0.0200018765386331,0.0256953071952362,0.00976558921238708,0,0,0,0,0,0
X601088.SH,0,0.153939546432858,0,0,0,0,0,0,0.0230667572945437,0,0,0,0,0,0.0209617821545029,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182223862665709,0,0,0.0778568493703337,0,0,0,0,0,0,0,0.117952304164678,0,0,0,0,0.00548427994619787,0,0.337727008130463,0,0,-0.0221156001971092,-0.0372563284624502,0,0,0,0,0,0
X600585.SH,0,0.043784231438262,0,0,0.108774457756802,0,-0.0326676897919206,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.024773703857373,0,0,0,0.290187848247567,0,0,0.0502305635139629,0,0,0,0,0,0,0.328655693518873,0,0,0,0,0,0.0358492109670779,-1.73472347597681e-18,-0.00911864772200794,0,0,0,0,0,0,0
X600019.SH,0,0.0336481220347342,0,0.0544320788089819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596271766544977,0,0,0,0,0,0.00548204616281016,0,0,0,0,0,0,0.118635467406306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348281603550629,0,-0.00129527780356072,0,0,0,0,0,0,0
X600011.SH,0,-0.0333476349503224,0,0,0,0,0,0,0,0,0,0.000399472795924444,-0.0180889054751354,0,0,0.165762191005081,0,0,0,0.76416044337402,0,0,-0.073608017057814,0,0.0558573796185844,0,0,0,0,0,0,0,0,0,0,0.128564909130436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121463038182292,0.0247033638226532,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.268513359586107,0,0,0,0,0,0,0,0,0,0,0,0,0.163135439366016,0,0,0,0,0.490826698653346,0,0,0,0,0,0,0,0.0596691168398259,0,0,0,0.099176174236249,0,0,0,0,0,0,0.0191210576972587,0,0,0,0,0.0179717186780097,0.0504833723958085,0,0.243984951820646,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11186198112333,0,0,0,0.0429861895934874,0,0.0860065058484586,0.0811642147518026,0,0,0,0,0,0,0,0.101940143620761,0,0,0,0,0.112580692412051,0,0,0,0,0,0.0429395833537481,0,0,0.132457355263993,0,-0.00979160628357764,-0.0143645423217422,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0124768425611816,0,0.239183790913764,0,0,0,0,0,0,0,-0.00921959753268252,0,0,0,0.116806059829474,0,0,0,0,-0.0263657338192405,0,0,-0.014533551135375,0,0,0,0,0,0,0.0196248438663781,0,0,0,1.73472347597681e-18,0.259069745977884,0,0,-0.0100707756821331,0.000600304540094688,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0175785120486073,0,0,0,0,0,0,0,0.148797541627582,0,0,0,0,0,0,0,0,-0.0253415951633105,0,0.267522080582292,0,0,0,0,0,0,0,0,0,0,0,-0.0289834812895758,0.226679157378266,0,0,0,0,0,0,0,0,0,0,0.0194462985139814,-0.0174556177312982,-0.018758309360994,0,0,0,0,0,0
