,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X600426.SH,X600219.SH,X000807.SZ,X000983.SZ,X002466.SZ,X000786.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600176.SH,X600985.SH,X601168.SH,X002128.SZ,X600096.SH,X000933.SZ,X000877.SZ,X000883.SZ,X600352.SH,X600995.SH,X600378.SH,X002353.SZ,X600612.SH,X600299.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.461678201355601,0,0,0.292477332086338,0,0,0,0,0.0587161178581502,0,0,0,0,0,0,0,0.0629113733458666,0,0,0,0.0603110562474937,0,0,0,0,0,0.0957780321728239,0,0,0,0,0,0.480787643098259,0,0.0639862496026902,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.094970569102512,0,0,0,0,0,-0.00584173932551576,-0.0313224144459585,0,0,0,0,0,0
X600028.SH,0.361367914751386,0,-1.73472347597681e-18,0,0.262593945436506,0,0,0,0,-8.67361737988404e-19,0.140348427799181,0,0,0.0133191265338043,-0.138067167808586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103460465605984,0,0,0,0,0,0,-0.0465942791807944,0,0,0,0.0468767239135581,0,0,0,0,0,0,0,0.030007071684491,0,0.0510652756775476,0,0,0,0,0,0,0
X601088.SH,0.0680736511260759,0,0,0,0.0842510076516009,0,-3.46944695195361e-18,0,0,0,0,0,0,0.16275587751384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0827756636923337,0,0,0,0,0,0.0922928811719843,0,0,0,0.136638907687904,-0.00807291819647549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113748997928867,0,0
X600309.SH,0,0,0,0,0,0,-0.0953079705193022,0,0.0394051758376052,0,0,0,0,0,0,0,0,0,0,0,0,-0.144501913002673,0.135878680820216,0,0,0,0.488522862221291,0,0,0,0,0.0681662838920881,0,0,0,0,0,0,0.18709297623477,0,0,-0.0413680484393504,0,-0.0334329527516729,0,0,0,0.163743871692038,0,0,0,-0.0740793443329014,-0.035474392621354,0.123815798970874,0,0,-0.0264760589235047,0,0
X601898.SH,0,0.226727693939696,0.237588080199879,0,0,0,0.30920048956442,0,0,0,0,0,0,0,0,0,0,0.0923746345961879,0,0.103987303156337,0,0,0,0,0,0.0223960297566527,0,0,0,0,0,0,0,0,0,-0.0543241277777546,0,0,0,0.0507112796481415,-3.46944695195361e-18,0,0.0297208882895598,0,0,0,-0.0315539241774868,0,0,0,0,0.0329139914971478,-0.0738730896047378,0,0,0,-0.00243132618720767,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22872090775692,0,0,0,0.25493986930062,0.00267404799895919,0,0,0,0.017193494175631,0,-0.284786104104921,0,0,0,-0.136687375475372,0,0,-0.0509459509009661,0,0,0,0,0,0,-0.169516769265594,0,-0.151086994865823,0,0,-0.105807814826866,0,0
X600188.SH,0,0.1886352764762,0,0,0.119325576182579,0,0,0.23109841015284,0,0.0972685702788674,0,0,0,0.0506382564835429,0,0,0,0,0,0,0,0.0290142128962244,0,0.0726503341495272,0,0,0,0,0,0,0,0,0.392058683114934,0,0,0,0.450996733175597,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0019250692002955,0,0,0,0,0,0.0210639094919512,0,0,0,0,-0.00999545928419578,0,0
X600019.SH,0,0.195626321092372,0,0,0,0,0,0,0,0,0,0,0.204235587079647,0,0,0,0,0.067689586193669,0,0,0.0575653480702829,0,-0.018018626155606,0,0,0,0,0,0,0,0,0,0,0,0.134629676933974,0,0,0,0,0,0,-0.107943461484936,0,0,-0.0708158727508174,0,0,0,0.062016056757177,0,-0.118876483150207,0,0,0,0,0,-0.0543852163353156,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997994231854109,0,0.115351188366671,0,0,0,0,0,0.0989307114625806,0,0,0,0,0,0,0.420778424270929,0,0,-0.0822520789755116,0,0,0.113749399754849,0,0,0.274697719296262,0.254218536285823,0,0,-0.0504805192007145,0.0173721649725978,0,0,0,0,0,0,0,0,-0.0241849831493781,0,-0.0230823344427528,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.16571446389974,0,0,0,0,0.00933806313521098,0,0,-0.0495134271809728,0,0,0.621518574921858,0.111293087473504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107245524989,0.0283224948648284,0,0,0,0,0,0,0,0,0,-0.312478656888426,0,0,0,0.0306000288305512,0,0,0,0,0,0
