,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600362.SH,X600688.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000723.SZ,X000408.SZ,X000825.SZ,X000883.SZ,X000983.SZ,X601699.SH,X000539.SZ,X600021.SH,X002092.SZ,X000027.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.291122898027386,0,0,0,0,0,0,0,0,0,0.0228038860667135,0,0,0,0,0,0,0,0.115787113693085,0,0,0,0.0606116230945198,0.0358514379879567,0,0,0,0.0648607077515252,0,0,0,0,0,0,0,0.0351335679266348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00403813084774347,0,0,0,0,0,0
X600028.SH,0.833825996753813,0,0,0,0,3.46944695195361e-18,0,0,0,0.0403214270346322,0.0398815509583651,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405112393148981,0,-0.0320354614218033,0,0,0,0,0.0411318509386766,0,0,0,0.000375225278034236,-0.165720151029032,0.0247415057409678,-0.00934743779524892,0,0,0,0,0,0
X601088.SH,0,0.0308366415561882,0,0,0,0,0,0.0251401071787031,0.04540592039179,0,0,0,0,0,0,0,0,0,0,0,0,0.0649391157301413,0,0.119294623469545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160252226636047,0,0,0,0,0.00513569617587843,0,0,-0.0288612437900367,0.0140673875203336,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0393676063522654,0,0,0,0,0.0285252532100199,0,-0.0978700116219574,0.274608246355605,-0.031388276853,0.0241270160003546,0,0,0,0.200685150589351,0,0,0,0,-0.11225611526318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122091325564495,0,0,0,0,0,0,0.0309371359350693,0.0785825734450862,0,0,0,0,-0.0178652249264438,0.0139756593206896,0.0683999790096794,0,0,0,0,0
X600019.SH,0,0,0.377779138997896,0.289137990807815,0,0,0,0,0,-0.0655842552026086,0,-0.177073504397015,0,-0.0938087383037506,0,0,0,0,0,-0.297554414323127,0,0,0,0.234031004989193,0,0,0,0,0,0,0,0,0,0,0,-0.130475829922655,0,0,0,0,0,0,0,0,0.0131303803227136,0,0,0,-0.0177368194048541,0.0340045135122256,0,0.0101893695338852,0,0,0,0,0,0
X600585.SH,0,0.0153111698213877,0,0,0.0598821737725309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898472901191999,0,0,0,0.18285965530927,0,0,0,0,0,0,0,0,0,0,0.13907903412638,0,-0.339068393080067,0.1329873655689,0,0,0,0,0.0465437829848538,0,0,-0.0555443408230627,0,-0.291117144602874,0,0.00656019088297331,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0436383483997813,0.0826375016348598,0,0,0,0,0.0173317034907164,0,0,0,0,0.0710648998814751,0,0,0,0.135833410421434,0,0,0,0,0.00762823676837954,0,0,0.0837650119639133,0,0,0,0,0.1171870014275,-0.00455882280153164,0,0,0,0,0,0,0,-0.012550064865642,0.158384323717274,0.00357867372461981,0,0,-0.0320653994769684,0.0126748377369284,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17488777426039e-05,0,0.10025453460522,0,0,0,0,0,0,0,0,0,0,0,-0.0554652667339438,0,0,0,0.116625485710362,0.0555436697801759,0,0,0,0,0.0672708718243673,0.159710671499972,0,-0.0482509263194506,0.0170179760107103,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.15363438530959,0,0,0,0.0145274800753888,0,0,0,0,0,0,0,0.137833661092293,0,0,0,0,-0.202359700451023,0,0,0,0.150970438911505,0,0,0,0.279645293284224,0,0,0,0,0,0,0,0,0,0,0,0,0.0896895094384495,0,0,-0.0327899188843957,0.0154532279930583,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.0927851169479394,0,0,0,0.266355526981248,0,0,0,0,0.107865330238522,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301672985638757,0,0,0,0.591223090502445,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414097039141207,0,0,0,0.116851407363145,0,-0.00246873418187185,0.0161652663722798,0.0318682737622636,0,0,0,0,0
