,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600027.SH,X600886.SH,X600157.SH,X600188.SH,X000883.SZ,X600021.SH,X600583.SH,X601992.SH,X600309.SH,X601158.SH,X600352.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000060.SZ,X600808.SH,X000792.SZ,X000825.SZ,X002470.SZ,X600489.SH,X600547.SH,X600660.SH,X002353.SZ,X000629.SZ,X002075.SZ,X600008.SH,X600578.SH,X600863.SH,X600549.SH,X600307.SH,X000831.SZ,X000012.SZ,X600219.SH,X002004.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.543443740756354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129888884302976,0.0439661060240377,0,0,0,0,0.00831136582554712,0,0.0828897216564369,0,0,0,0,-0.0324274017447066,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0650964200355186,0,0,0,0.00193690306778699,0,0,0,0,0,0
X600028.SH,0.670969009845621,0,0,0,0.0210513959703565,0,0.0206531173517036,0,0,0.0444055188496415,0,0,0,0,0,0,0.0295888117142844,0,-0.0120027401196455,0,0,0,0,0.0440263904947209,0,0,0,0,0,0,0,0,0.0667705636587776,0.0059185792660938,-0.0142018187394461,0,0,0,0,-0.00995631688473172,0,0,0,0,0,0,0,0,0,0,0,0,-0.00118645018651181,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0256094265895079,0,0,0.172942927200474,0,0.21921783813098,0,0,0,0,0,-1.73472347597681e-18,0,0.0116604960247169,0,0,0.0291020414750446,0,0,0,0,0.0425601135781697,0,0.130036322988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491287697675736,0,0,0,0,0.0209681880506805,0,0,0,0,0,0,0,0.204444658886015,-0.0722561743537013,0,0.198818341503114,0,0,0,0.320887348213585,0.0694460973762975,0,0,0,0,0.00808280676914544,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0118207567437929,0,0,0,0.0813790584357718,0.0493228530308692,0,0,0,0.0979869932849627,0.0961644876486142,0,0,0,0.0744855325494998,0,0,0,0,0,0,0.0424449914227817,0,0,0,0,0,0.119371580786327,0,0,0,0,0,0,0,0,0.213542425769645,0,0,0,0,0,0,0,0,0,-0.00645188362367981,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0231761463327171,0.244770993655725,0,0,0,0,0,0.0950608397675569,0,0,0,0,0,0,0,0,0,0.215625687231703,0,0.175928280636805,0,0,0.0367746703275398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179215821808298,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0325816289680931,0,0.0937207708054292,0,0,0,0.032116238012577,0,0.102815369712214,0,0,0.156514859792733,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0693192706025692,0,0,0,0,0,0,0,0,0,0,0,0.349713765876449,0,0,0,0,0,0,0,0,-0.00603950398486704,0.00848375506029201,0,0,0,0,0,0
X600585.SH,0,0,0.235291779819042,0,0,0,0,0,0,0,0,0,0,0,0,0.252524563456435,0,0,0,0,0,0,0.071683154122632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766036773631382,0,0,0,0,0,0,-0.00161477196509023,0.00814761808550408,0,0,0,0,-0.00257514241240361,0,0,0,0,0,0
X601600.SH,0,0,0.406155357678501,0,0,0,0,0,0,0.115132514216702,0.0276645031841042,0,0,0,0,0,0,0,0,0.0148677914210124,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.134724845382419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251470284580773,0,0,-0.222338264955228,0,0,-0.00949909987439745,0.0238404822139535,0,0,0,0,0,0
X601898.SH,0,0,0.320072000200614,0,0,0.250079896670974,0,0,0,0,0.083584034151183,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.100868324909543,0,0.0445128067908508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982851183977924,0,0,0,0.0219461317844312,0.0547795291936938,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.371174921266599,0,0,0,0,0.330931113005628,0,0,0,0,0,0,0,0,0,0.0591793099232803,0.069454072660878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132269137611376,0.0175785130996757,0,0,0,0,0,0.053784210005669,0,0,0.00429632206711293,0,0,0,0,0,0,0
