,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600886.SH,X600188.SH,X000883.SZ,X600021.SH,X600583.SH,X600309.SH,X601158.SH,X600352.SH,X601992.SH,X000709.SZ,X000027.SZ,X000539.SZ,X000898.SZ,X000792.SZ,X600808.SH,X000060.SZ,X002470.SZ,X000825.SZ,X600489.SH,X600660.SH,X002353.SZ,X000629.SZ,X600547.SH,X600307.SH,X002075.SZ,X600863.SH,X600098.SH,X600578.SH,X600008.SH,X000831.SZ,X600549.SH,X600219.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.598069729736507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216322181765541,0.0227748027456953,0,0,0,0.00425591575635284,0,0,0,0,0,0.0475103480363612,0,0,0,0,0,-0.0388827044298962,0,0,0,0,0,0,0,0,0,0,0,0,9.83284376360303e-05,0.00622990505443019,0,0,0,0,0,0
X600028.SH,0.599724248486625,0,0,0,0,0,0,0,0,0.224818930018142,0,0,0,0,0.0104163863571989,0,0,0,0,0,0,0,0,0,0,0,0.010018260710809,0,0,0,0,0,0.0475546842160936,0,0,0,0,0,0,0,0.011049855247439,0,0,0,0,0,0,0,0,0,0,-0.00399978596735486,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.31732123755681,0,0,0,0,0,0,0.0133103354651815,0.0656648728769245,0,0,0.146399748955188,0,0,0,0.0447441439633676,0,0.0119570341700672,0,0.133972011042283,0,0,0,0,0.00643221614601655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373057681386401,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376986817305117,0,0,0,0,0,0,0,0,0,0,0,0.273894113385361,0,0,0,0.104401912942979,0.0420180416902287,0,0,0,0.0196449047575191,0,0.115743238830924,0,0,-0.0842907694705812,0,0,0.105412486045849,0,0.0846973817877184,0,0,0.0694063837812336,0,0,0,0.00657719863320938,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.114149631423458,0.0473784060111003,0,0,0,0,0.07980128343135,0.110058914012894,0,0,0.0489066374889614,0,0,0,0,-1.38777878078145e-17,0,0,0.0683082772642847,0,0,0,0,0,0.11072365463133,0,0,0,0,0,0,0,0.0312766805571095,0,0.202787927783685,0,0,0,0,0,0,0,-0.00489389603610704,0,0,0,0,0,0,0
X600019.SH,0,0,0.0178875580108561,0,0,0,0,0,0.0239598334582881,0.334215205549516,0,0,0,0,0.0142408235426464,0,0.0410845510395597,0,0,0,0.0056549441896304,0,0,0,0,0.203003853622162,0,0.010018934263257,0.190918265380128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0543271345373007,0,0.0551216131371455,0,0,0,0.0677628020061863,0.0740733839557427,0,0,0,0.1754215546406,0.0330366082775266,0,0,0,0,0,0,0,0,0,0.0568491088298169,0,0,0,0,0,0,0,0,0,0,0.327864296744939,0,0,0,0,0,0,0,0,0,-0.00316368949617659,0.0116302520250623,0,0,0,0,0,0
X600585.SH,0,0,0.0547531264983683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257392127899964,0,0,0,0,0,0,0,0.0496907117700867,0,0,0,0.0304659391077698,0,0,0.00222252478490242,0,0,0,0,0,0,0,0,0.0537165941211763,0,0.061827951197418,0,0,0,0,0.0256790340309703,0,0,0,0.00901707562107335,-8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0.158158597445212,0,0.0630695149532721,0,0,0,0,0,0,0.0297289928117383,0.224615061880244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252885491515927,0,0,0,0,0,0,0,0,0,-0.113552729899307,0,0,0,0,0.316894788980332,0,0,0,0,0,-0.0232425532135693,0.000607706260805045,0,0,0,0,0,0
X601898.SH,0,0,0.0411175910415013,0,0,0.133589651604104,0,0,0,0,0.259918942776833,0.046554748042668,0,0,0,0,0,0,0,0,0,0,0.0630676152011238,0,0.0353602765190234,0,0,0,0.112524953286631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342034856134354,0.0840680750922219,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.315583532359633,0,0,0,0,0.321279613245872,0,0,0,0,0,0,0,0,0,0.0556976962291114,0.0628414625457079,0,0,0,0,0,0.102605922527632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291841276203397,0.0800278310538268,0.0946935347278785,0.0461041291592218,0,0,0,0,0,0,0.00824923000614814,0,0,0,0,0,0,0
X600688.SH,0,0.142155864221603,0,0,0,0,0,0,0,0.0679523084934013,0,0,0,0,0.0579648852442601,0,0,0,0,-0.0311428498332942,0,0,0.475583268070686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970023957520585,0,0,0,0,0,0,0,0,0.293384023950259,0.0705404953661581,0,0,-0.0163647703524969,-0.00187418419062756,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0682619966728255,0.00978363004946269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273051405890756,0,0,0,0,0,0.0512927001909622,0.256849331727317,0,0.098495076284977,0,0,0,0,0,0,0,0,0,0.0126490215017805,0,0,0,0,0,0,0,0.000243333531630768,0.002189909176687,0,0,0,0,0,0
X600111.SH,0,0,0,0.10633281361106,0,0,0,0,0.00840867918299094,0,0,0,0,0,0.0370353887754029,0,0,0.0780302476271634,0,0,0.0386296147333452,0,0,0.00993826351995425,0,0,0.0922001048764109,0,0,0,0,-3.46944695195361e-18,0.0437380831138051,0.0772932068503729,0,0,0,0,0,0,0,0,0,0,0,0.164116547753416,0,0,0,0,0,-0.0243196954308134,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.0160639274774647,0,0,0,0.0774256326216378,0,0,0,0,0.117432162975225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269792441236738,0,0,0,0.188152388890775,0,0,0.0056325083231937,0,0,0.0041255312737414,0.0323294780767447,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.30305992741359,0,0.0386234057467173,0,0,0,0,0,0,0,0,0,0,0,0,0.0939136874038865,0.185871580659805,0,0,0,0,0,0.0568751563424618,0.0775537535690267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223390519341193,0,0.0132576963845178,0,0,0,0,0,0,0,-0.00293951187983897,-0.0170928967546669,0,0,0,0,0,0
X600886.SH,0,0,0,0.0370438461905429,0,0,0,0,0,0.219687464818241,0.137497620907475,0,0,0,0,0,0,0,0,0,0.0788023115095919,0,0,0,0.00242014395692763,0,0,0.167767188669773,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0216872121049918,0,0.125034198332767,0,0,0,0,0.0168164685710283,0,0,0,0,0.0104500995918232,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.120120905560916,0,0,0,0.213486082928163,0,0,0,0,0,0,0,0,0,0,0,0.0147314953156349,0.094048203370971,0,0.0440995847748191,0,0,0.113549830340596,0,0.260649643093632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626311446826203,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909395333798965,0,0,0,0,0.0292015729749636,0,0,0,0,0,0,0,0,0,0,0,0.0828007191982633,0.0010175001757459,0,0,0,0,0,0.0203878282798704,0,0,0,0,0,0.00248791025187682,0,0,0,0.104674824715166,0,0,-0.0480631958916842,0,0,0,0,0,0,0
