,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X002466.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X601699.SH,X600489.SH,X600426.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X000786.SZ,X000933.SZ,X000630.SZ,X600985.SH,X600176.SH,X000807.SZ,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X600219.SH,X000932.SZ,X600096.SH,X000883.SZ,X600348.SH,X600295.SH,X002353.SZ,X002271.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.136737357068168,0,0,0.00591811669951553,0,0,0.233424043366099,0,0.0643889547112456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690553801013256,0,0,0,0,0,0,0,0,0,0,0.0853033229361594,0,0,0,0,0,0,0.0858659671142936,0,0,0,0,0
X601088.SH,0.0364105150890666,0,0,0,0.230824513281511,0,0,0.135427884908297,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.266010539410694,0,0,0,0,0,0,0,0.00781748409335617,-0.0469869087344975,0,0.0235957860378035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104099985763135,-0.0450491493894681,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.155328333464442,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045834819299615,0,0,0,0,0.186393478572719,0,0,0,0.263076299609529,0,0,0,0.0161412511981115,0,0,0,0.0695443387820717,0,0,0,0,0,0,0,0,0,0,0,-0.0699319705726149,0,0,0.00925773843560136,0.00462274386494696,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399717205483603,-0.000189957547330538,0.146995822264094,0,0,0,0,0,-0.0177877564935554,0,0.0538403132774338,-0.0259322952087098,0.0601764068287827,0,0,0,0,0,0,0,0.400488149279366,0,0,0,0,-0.138650855952966,0,0,0,0,0,0,0.0168896046705041,0,0,0,-0.0635877340303556,0,0,0,0,0,0,0
X600188.SH,0,0.0290623403200614,0,0,0,0,0.185724331329973,0,0.0620348542412371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339442066613551,0,0,0.0940809258332499,0,0,0,0,-0.0156097606409739,0,0,0,0,0,-2.16840434497101e-19,0,0.182015916365029,0,0,0,0,0,0,0,0,0,0,0,0,0.00169793463803963,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0691580544227111,0,0,0,0,0,0,0.0237517397524051,0,0,0,0,-0.0177847779410269,0.0583759292528624,0,0.0580662625960703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367636979946935,0,0.101715164037862,0,0,0,0.124591185111342,-0.0245467564002851,-0.00839439270187628,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.428863798906818,0,0,0.230034260328319,0,0,0,0.0190777290799212,0,0,-0.248827363435987,0.103054670257511,0,0,0,0,0.264531577382651,0,0,0,0,0,0,-0.132248335358853,0,0,0,0.352428173784477,0.0408054799693169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.065523232078148,0,0,0,0,0,0.0236891029939535,0,0,0,0,0,0,0,0,0.482730013484151,0.0427056262846002,0,0,0,0,0.14937889492134,0.0748089973505067,-0.00892003764792651,0,0,0,0,0,0,0.119308405901891,0,0.0405303689737818,0,0,-0.00964751544652841,0,0,0,0.0473571458040399,0,0,0,0,0,0,0,0,0,0,0,0.0146975169143705,-0.0404465467317891,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.299167267754206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693032447891321,0,0.856605042558209,0,0,0,0,0,0,0,0.0587090686995527,0,0,-0.0160912861195708,0,0,0,0,0,0,0.00671845199233384,0,0,0,0,0,-0.0403173090333623,0.0841305448284149,0,0.00713265235178618,0,-0.0735586426179785,0,0,0,0,0
X601600.SH,0.139703671835319,0,0,0,0,0,0,0,-0.0670545460203533,0,0,0,0,0,0,0,0,0,0,-0.0950517718344422,0,0.252450593893021,0,0,0,0,0,0.0513224402084498,0,0,0,0,0.0510494696620984,0,0,0.111205194409422,0.247652143759258,0.127247758255805,0.0713679005587659,0,0.0469559437671771,0,0.0514429167698449,0,0,0,0,0,0,0,0,0,0.0230792526900494,0.18793884585592,0,0,0,0,0
X600585.SH,0,0,0,0.0961940991521535,0,0,0.102773599010422,0,0.0301875088365258,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.100627995597572,0,0,0.00238175152046976,0,0,0.0427949663131861,0,-0.0387986943604487,0,0,0.0182269644728925,0,0.229922331957741,0,0,0,0.0666504706938747,0,-0.040047185601269,0,0,0,0,0,0,0,0,0,0,0,0,0.0919115775366676,8.67361737988404e-19,0.0393611616722151,-0.167899553846303,0,0,0,0,0
X600660.SH,0.0606762402990147,0,0,0,0,0,0,0,0.0119585089023022,0,0,0,0,0,0,0,0,0,-0.0110527449856734,0,-0.0420658209000601,0,0,0,0,0.166362291172927,0,0,0,0,0,0,0,0,0,0,0,-0.066417162043524,0,0.0856276634125825,-0.0707828611809558,0,0,0,0,0,0,0,-0.0823250590325878,0,0,0,0.0666054272126777,-0.0130705036858535,0,0,0,0,0
X600886.SH,0,0.0518456594217433,0,0,0.107895881389795,0.0283101905247986,0,0,0,0,0,0,0,0,0,0.322598356879662,0.0141539126665575,0,0,0,0,0,0,0,0,0,0,0.0206795272956172,0,0,0,0,0,0,0,0,0,0.0870872117644749,0,0,0,0,0,0.0361067868310244,0,0,0,-0.0493824422010046,0,0,0,-0.0152746994136185,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0165176220680985,0,0,0,0,0,0,0.120597760778944,0,0,0.415017503108873,0,0,0,0,0,0.00822151450278264,0,0,0,0,0,0,0.0206336312200861,0,0,0,0,0.0518818407868775,0.0374333236788207,0,0,0,0,0.0832369868068166,0,0,0,0.0343723668179762,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.0379756380383866,0,0,0,0,0.0551850174143391,0,-0.145225323827705,0,0,0,0,0,0,0,0,0,0,0,0.0611083104135926,0,6.93889390390723e-18,0,0,0,0,0,-0.0235817875971743,0,0,0.269957811157236,0,0,0.198438202250174,0,0.178624307910371,0,0,0,-0.0425506494285488,0.0562875901496473,0,0,0,0,8.7410707108963e-05,0,0,-0.0451505830682524,0,0.0776342307661104,0,0,0,0,0
X600795.SH,0.0016529478804674,0,0,0,0,0,0,0.320988516580503,0,0,0,0,0.187235967938697,0,0,0,0.00635606800721166,0,-0.013105351865751,0,0,0.277720880775085,0,0,0,0,0,0,0,0,0.0569370525631036,-0.0300568151278903,0.0753243740490885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350235573894347,0,0,0,0,0
