,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600188.SH,X600886.SH,X600027.SH,X000883.SZ,X600583.SH,X600021.SH,X000027.SZ,X600352.SH,X601158.SH,X601992.SH,X000539.SZ,X600309.SH,X000709.SZ,X000060.SZ,X000898.SZ,X000825.SZ,X600808.SH,X000629.SZ,X600098.SH,X000792.SZ,X600489.SH,X600307.SH,X600547.SH,X600008.SH,X600660.SH,X002075.SZ,X002470.SZ,X002353.SZ,X600863.SH,X600578.SH,X000831.SZ,X600549.SH,X600219.SH,X601699.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.704515511767667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919082127895013,0,0.0100160977480322,0,0,0,0,0.135206455000206,0,0.005176808941072,0,0,0,0,0,0,0,0,0,0.00131720893180978,0,0.00150746883259865,0,0,0,0,-0.0211423314765805,0,0,0,0,0,0.005315777583027,0,0,0,0,0,0,0
X600028.SH,0.572080713627036,0,0,0,0,0,0.0920247887521896,0,0,0,0,0.068264233211133,0,0,0,0,0,0,0,0,0,0,0,0,0.0475818644027299,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0323154624745947,0,0,0,0,0,0,0,0,0,0,-0.0137288896082965,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.284794773924811,0,0,0,0,0,0,0,0,0,0,0,0,0.0961964190604329,0,0,0,0,0,0,0,0,0.208534341826117,0,0,0,0,0,0,0,0,0,0,0,0.0447803345092367,0,0,0,0,0,0.00860870641478997,0,0,0,0,-0.00500278766329333,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.084267120853225,0,0.0465899880724985,0,0,0,0,0,0,0.129749490073031,0,0,0,0.103901469559969,0,0,0,0,0,0,0.020639664715589,0,0,0.0803147915888421,0,0,0,0,0,0,0,0,0,0,0,0,0.0750490619883435,0.263154434947729,0,0,0,0,0,0.00567996935450342,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00742920565215655,0.0555271250049898,0,0,0,0.0621859684201587,0,0,0,0,0,0.159017696151188,0.094892197963065,0,0,0.0465077183841668,0,0,0,-1.38777878078145e-17,0.106007419712892,0,0,0,0,0.0606108033781424,0.013402808570197,0,0,0,0,0,0,0,0,0,0,0,0,0.209189263192421,0,0,0,0,0,0,-0.00262258736415638,-2.16840434497101e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.120891824076387,0,0,0.0450907470102175,0,0.0145005353471245,0,0,0,0,0.0465207104965803,0,0,0,0.0253612963804163,0,0,0,0,0.0127110205648283,0,0.204815648902172,0.0767966678289137,0.162869582160703,0,0.0866695142909225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312332258016418,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.225500690656817,0,0,0,0.113773026974142,0.0757945869444065,0,0.0909270101350965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701247139646642,0.0941490181320138,0,0.00356232293381134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120894848459446,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284923685323999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437084725610129,0,0,0,0,0,0,0.113465554493051,0,0,0,0,0,0,0.0743653805270927,0,0,0,0,0.00650131149189869,0,0,0,0,0,0
X600795.SH,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.092484039783856,0.0844149100339755,0.00757782678402673,0,0,0,0,0.0449153768514598,0.00881233800915069,0,0.0643044056694415,0.15885463202455,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0137513358924888,0,0,0,0,0,0,0,0,0,0.412935090537256,0,0,0,0,0,0,0,-0.00461774942140186,0.00552030016216748,0,0,0,0,0,0
X601600.SH,0,0.037867414827226,0,0,0,0,0.0935455227869456,0,0,0,0.219284336884899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527771416383467,0,0,0.252250280968322,0,0,0,0,0,0,0,0,-0.0670796425240311,-0.102406438613072,0,0,0,0.243646529117454,0,0,0,0,0,-0.0176137013130139,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.340253644675393,0,0.334611325218333,0.048536245678149,0,0,0,0,0,0,0,0,0,0,0,0.0922887705860566,0.0839757598115935,0.0876976058669503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11661163246266,0,0,0,0,0,0,0,-0.00752328418606373,0,0,0,0,0,0
X600157.SH,0,0,0,-0.0638344031722349,0,0,0,0,0,0.00974913246094844,0,0,0,0,0,0,0,0.150828016117959,0,0.155331480597434,0.00937726070235559,0.125561540955578,0,0,-0.135514173407519,0,0,0,0,0,0,0,0,0,0,0,-0.0315781522366763,0,0,0,0,0,0,0.153346526990948,0,0.210701391812947,0,0,0,0,0.0734661178614506,0,0.0224664521831569,0,0,0,0,0,0
X600688.SH,0,0.210277606839377,0,0,0,0,0.09355644856024,0,0,0,0,0.144259304121489,0,0,0,0.0973541222570832,0,0,-0.018097694141125,0,-0.108610440960059,0,0,0.220301304460991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544957627572573,0.0856505341828009,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272824170538732,-0.00487791370228778,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0422848093484279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12235781842838,0,0.183233479052034,0.0302284577878775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616683303731775,0.0149156230065462,0,0,0,0,0,0
